Case_Number,District_Name,Neighborhood_Name,Street_Name,Day_of_Week,Year,Month_Code,Month_Name,Day_of_Month,Hour_of_Day,Shift_Description,Immediate_Cause_Description,UTM_X_Coordinate,UTM_Y_Coordinate,Longitude,Latitude,datetime
2023S000699    ,Unknown,Unknown,Rovira (ascendent),Saturday,2023,2,February,4,16,Afternoon,Lack of driving attention,430443.36,4585232.0,2.166595554,41.413783052,2023-02-04 16:00:00
2023S005197    ,Unknown,Unknown,Estatut de Catalunya,Friday,2023,9,September,1,13,Morning,Not respecting distances,429493.73,4587108.15,2.155015073,41.430598006,2023-09-01 13:00:00
2023S007430    ,Unknown,Unknown,Rovira (ascendent),Friday,2023,12,December,15,11,Morning,Not respecting distances,430443.36,4585232.0,2.166595554,41.413783052,2023-12-15 11:00:00
2023S000961    ,Unknown,Unknown,Amílcar,Saturday,2023,1,January,28,14,Afternoon,Not respecting pedestrian crossing,430955.45,4586335.1,2.172596357,41.423762477,2023-01-28 14:00:00
2023S006486    ,Unknown,Unknown,Augusta / Hort de la Vila,Thursday,2023,11,November,2,14,Afternoon,Ignoring traffic light,426883.33,4583690.92,2.124188957,41.399587047,2023-11-02 14:00:00
2023S002721    ,Unknown,Unknown,Lisboa,Dilluns,2023,5,May,8,1,Night,Lack of driving attention,429524.58,4586879.7,2.155410913,41.428543158,2023-05-08 01:00:00
2023S002864    ,Unknown,Unknown,Lisboa / Puríssima,Saturday,2023,5,May,13,18,Afternoon,Desobeir altres senyals,429178.93,4586631.06,2.151303679,41.426273341,2023-05-13 18:00:00
2023S006867    ,Unknown,Unknown,Guipúscoa,Diumenge,2023,11,November,19,7,Morning,Lack of driving attention,433835.76,4586344.61,2.207061705,41.424090651,2023-11-19 07:00:00
2023S001077    ,Unknown,Unknown,Carrasco i Formiguera / Dolors Monserdà,Dimecres,2023,2,February,22,21,Afternoon,Desobeir altres senyals,426738.14,4583956.28,2.122420131,41.401963806,2023-02-22 21:00:00
2023S005671    ,Unknown,Unknown,A Zona Franca,Dimarts,2023,9,September,26,17,Afternoon,Lack of driving attention,428497.71,4577319.47,2.144251323,41.342346799,2023-09-26 17:00:00
2023S004509    ,Unknown,Unknown,Dolors Monserdà / Carrasco i Formiguera,Dimarts,2023,7,July,25,20,Afternoon,Desobeir altres senyals,426738.14,4583956.28,2.122420131,41.401963806,2023-07-25 20:00:00
2023S000458    ,Unknown,Unknown,Favència,Dilluns,2023,1,January,23,12,Morning,Not respecting distances,431894.76,4588886.06,2.183548645,41.446818316,2023-01-23 12:00:00
2023S000462    ,Unknown,Unknown,Ildefons Cerdà,Dilluns,2023,1,January,23,23,Night,Gir indegut o sense precaució,427786.74,4579747.41,2.135465365,41.364151013,2023-01-23 23:00:00
2023S004984    ,Sant Martí,el Camp de l'Arpa del Clot,Meridiana,Dimarts,2023,8,August,15,23,Night,Gir indegut o sense precaució,432139.36,4585186.75,2.186892134,41.413520581,2023-08-15 23:00:00
2023S003695    ,Sant Martí,el Camp de l'Arpa del Clot,Las Navas de Tolosa,Dimarts,2023,6,June,20,16,Afternoon,Altres,432107.59,4585401.76,2.186487885,41.415454425,2023-06-20 16:00:00
2023S003891    ,Sant Martí,el Camp de l'Arpa del Clot,Las Navas de Tolosa,Dimecres,2023,6,June,28,16,Afternoon,Lack of driving attention,432141.03,4585382.64,2.186890129,41.415285043,2023-06-28 16:00:00
2023S005526    ,Sant Martí,el Camp de l'Arpa del Clot,Independència,Dimarts,2023,9,September,19,12,Morning,Unknown,431336.21,4585087.98,2.177294241,41.412562734,2023-09-19 12:00:00
2023S002728    ,Sant Martí,el Camp de l'Arpa del Clot,Maragall,Dilluns,2023,5,May,8,9,Morning,Altres,431653.81,4585294.29,2.18107072,41.41444799,2023-05-08 09:00:00
2023S000172    ,Sant Martí,el Camp de l'Arpa del Clot,Maragall,Dimarts,2023,1,January,10,17,Afternoon,Unknown,431603.55,4585443.43,2.180452515,41.415786967,2023-01-10 17:00:00
2023S000944    ,Sant Martí,el Camp de l'Arpa del Clot,Sant Antoni Maria Claret,Dimecres,2023,2,February,15,20,Afternoon,Altres,431646.49,4585469.73,2.180963306,41.416027499,2023-02-15 20:00:00
2023S002482    ,Sant Martí,el Camp de l'Arpa del Clot,Indústria,Thursday,2023,4,April,27,20,Afternoon,Desobeir altres senyals,431372.38,4585035.95,2.177732887,41.412097208,2023-04-27 20:00:00
2023S003507    ,Sant Martí,el Camp de l'Arpa del Clot,Còrsega,Dilluns,2023,6,June,12,17,Afternoon,Avançament defectuós/improcedent,431555.77,4585028.44,2.179927818,41.412045215,2023-06-12 17:00:00
2023S000417    ,Sant Martí,el Camp de l'Arpa del Clot,Independència,Saturday,2023,1,January,21,16,Afternoon,Ignoring traffic light,431748.64,4584647.26,2.182278336,41.408628456,2023-01-21 16:00:00
2023S007343    ,Sant Martí,el Camp de l'Arpa del Clot,Mallorca,Dilluns,2023,12,December,11,22,Night,Ignoring traffic light,431651.12,4584550.2,2.181122636,41.407745976,2023-12-11 22:00:00
2023S002936    ,Sant Martí,el Camp de l'Arpa del Clot,València,Dimecres,2023,5,May,17,17,Afternoon,Avançament defectuós/improcedent,431783.3,4584478.23,2.182712052,41.407108999,2023-05-17 17:00:00
2023S001145    ,Sant Martí,el Camp de l'Arpa del Clot,Independència,Diumenge,2023,2,February,26,3,Night,Lack of driving attention,431934.16,4584454.66,2.184519459,41.406909506,2023-02-26 03:00:00
2023S001076    ,Sant Martí,el Camp de l'Arpa del Clot,Meridiana,Dimecres,2023,2,February,22,19,Afternoon,Unknown,432131.07,4584631.66,2.186855248,41.408520352,2023-02-22 19:00:00
2023S000133    ,Sant Martí,el Camp de l'Arpa del Clot,Meridiana,Diumenge,2023,1,January,8,18,Afternoon,Canvi de carril sense precaució,432131.07,4584631.66,2.186855248,41.408520352,2023-01-08 18:00:00
2023S004611    ,Sant Martí,el Camp de l'Arpa del Clot,Rogent,Saturday,2023,7,July,29,13,Morning,Desobeir altres senyals,432131.07,4584631.66,2.186855248,41.408520352,2023-07-29 13:00:00
2023S002351    ,Sant Martí,el Camp de l'Arpa del Clot,València,Diumenge,2023,4,April,23,13,Morning,Altres,431988.96,4584692.18,2.185148327,41.409053419,2023-04-23 13:00:00
2023S002277    ,Sant Martí,el Camp de l'Arpa del Clot,Aragó,Thursday,2023,4,April,20,19,Afternoon,Ignoring traffic light,432131.07,4584631.66,2.186855248,41.408520352,2023-04-20 19:00:00
2023S007574    ,Sant Martí,el Camp de l'Arpa del Clot,Aragó,Dimecres,2023,12,December,20,15,Afternoon,Not respecting distances,432087.83,4584617.84,2.186339504,41.408392225,2023-12-20 15:00:00
2023S003917    ,Sant Martí,el Camp de l'Arpa del Clot,Historiador Maians,Thursday,2023,6,June,29,11,Morning,Ignoring traffic light,431778.94,4584960.81,2.182605456,41.411455078,2023-06-29 11:00:00
2023S001057    ,Sant Martí,el Clot,Rafael Capdevila,Dimarts,2023,2,February,21,13,Morning,Desobeir altres senyals,432238.15,4584699.75,2.188128658,41.409142658,2023-02-21 13:00:00
2023S007075    ,Sant Martí,el Clot,Independència,Dimarts,2023,11,November,28,16,Afternoon,No determinada,431934.16,4584454.66,2.184519459,41.406909506,2023-11-28 16:00:00
2023S004031    ,Sant Martí,el Clot,Consell de Cent,Dilluns,2023,7,July,3,19,Afternoon,Gir indegut o sense precaució,432073.7,4584402.87,2.186194604,41.406454859,2023-07-03 19:00:00
2023S002332    ,Sant Martí,Sant Martí de Provençals,Corts Catalanes,Saturday,2023,4,April,22,15,Afternoon,Lack of driving attention,432939.83,4584967.63,2.196493513,41.41161426,2023-04-22 15:00:00
2023S001598    ,Sant Martí,el Clot,Aragó,Dilluns,2023,3,March,20,13,Morning,Gir indegut o sense precaució,432184.11,4584725.86,2.187479223,41.409373262,2023-03-20 13:00:00
2023S001607    ,Sant Martí,el Clot,Aragó,Diumenge,2023,3,March,19,20,Afternoon,Desobeir altres senyals,432184.11,4584725.86,2.187479223,41.409373262,2023-03-19 20:00:00
2023S003221    ,Sant Martí,el Clot,Meridiana,Dimarts,2023,5,May,30,11,Morning,Lack of driving attention,432127.7,4584285.31,2.186853797,41.405400594,2023-05-30 11:00:00
2023S000815    ,Sant Martí,el Clot,Meridiana,Friday,2023,2,February,10,14,Afternoon,Lack of driving attention,432127.7,4584285.31,2.186853797,41.405400594,2023-02-10 14:00:00
2023S004887    ,Sant Martí,Sant Martí de Provençals,Bac de Roda,Diumenge,2023,8,August,13,16,Afternoon,Gir indegut o sense precaució,432792.64,4585292.45,2.194696433,41.414527519,2023-08-13 16:00:00
2023S001487    ,Sant Martí,Sant Martí de Provençals,Bac de Roda,Dimarts,2023,3,March,14,15,Afternoon,Canvi de carril sense precaució,432757.88,4585350.78,2.194274059,41.415049971,2023-03-14 15:00:00
2023S007146    ,Sant Martí,el Clot,Independència,Thursday,2023,11,November,30,17,Afternoon,Canvi de carril sense precaució,431934.16,4584454.66,2.184519459,41.406909506,2023-11-30 17:00:00
2023S001830    ,Sant Martí,el Clot,València,Thursday,2023,3,March,30,15,Afternoon,Manca precaució incorporació circulació,432411.1,4585107.29,2.190152196,41.412827821,2023-03-30 15:00:00
2023S002292    ,Sant Martí,el Camp de l'Arpa del Clot,Meridiana,Friday,2023,4,April,21,14,Afternoon,Not respecting pedestrian crossing,432108.0,4584685.07,2.186573258,41.40899945,2023-04-21 14:00:00
2023S004260    ,Sant Martí,el Clot,Meridiana,Thursday,2023,7,July,13,21,Afternoon,Altres,432163.59,4585096.22,2.187192186,41.412707251,2023-07-13 21:00:00
2023S002346    ,Sant Martí,el Clot,Escultors Claperós,Diumenge,2023,4,April,23,8,Morning,No determinada,432460.1,4584873.93,2.190764506,41.410730137,2023-04-23 08:00:00
2023S003371    ,Sant Martí,el Clot,Meridiana,Dimarts,2023,6,June,6,19,Afternoon,Lack of driving attention,432140.24,4585237.32,2.186896987,41.413976124,2023-06-06 19:00:00
2023S001762    ,Sant Martí,el Camp de l'Arpa del Clot,Meridiana,Dilluns,2023,3,March,27,17,Afternoon,Not respecting distances,432136.49,4585039.63,2.186874308,41.412195273,2023-03-27 17:00:00
2023S000104    ,Sant Martí,el Camp de l'Arpa del Clot,Meridiana,Friday,2023,1,January,6,19,Afternoon,Canvi de carril sense precaució,432136.49,4585039.63,2.186874308,41.412195273,2023-01-06 19:00:00
2023S003659    ,Sant Martí,el Clot,València,Dilluns,2023,6,June,19,13,Morning,Not respecting distances,432267.31,4584953.48,2.188449096,41.411430388,2023-06-19 13:00:00
2023S002473    ,Sant Martí,el Clot,Mallorca,Thursday,2023,4,April,27,15,Afternoon,Not respecting distances,432182.73,4585056.14,2.187425675,41.412347879,2023-04-27 15:00:00
2023S000248    ,Sant Martí,el Clot,Meridiana,Friday,2023,1,January,13,20,Afternoon,Lack of driving attention,432167.38,4585295.01,2.187215229,41.414498012,2023-01-13 20:00:00
2023S007604    ,Sant Martí,el Clot,Espronceda,Friday,2023,12,December,22,11,Morning,Ignoring traffic light,432884.03,4585011.58,2.195821045,41.412005445,2023-12-22 11:00:00
2023S003936    ,Sant Martí,el Clot,Las Navas de Tolosa,Friday,2023,6,June,30,0,Night,Ignoring traffic light,432223.56,4585298.65,2.187886985,41.41453554,2023-06-30 00:00:00
2023S006308    ,Sant Martí,el Besòs i el Maresme,Litoral (Llobregat),Dimecres,2023,10,October,25,18,Afternoon,Altres,435017.2,4584731.2,2.221372632,41.409655535,2023-10-25 18:00:00
2023S002781    ,Sant Martí,el Clot,Aragó,Dimecres,2023,5,May,10,12,Morning,Lack of driving attention,432184.11,4584725.86,2.187479223,41.409373262,2023-05-10 12:00:00
2023S003153    ,Sant Martí,la Verneda i la Pau,Guipúscoa,Saturday,2023,5,May,27,12,Morning,Altres,433983.96,4586430.89,2.208825686,41.42487995,2023-05-27 12:00:00
2023S005836    ,Sant Martí,el Clot,Aragó,Dimarts,2023,10,October,3,17,Afternoon,Avançament defectuós/improcedent,432310.15,4584848.92,2.188973334,41.410492258,2023-10-03 17:00:00
2023S001627    ,Sant Martí,el Clot,Clot,Dimarts,2023,3,March,21,15,Afternoon,Avançament defectuós/improcedent,432349.81,4584858.95,2.189446694,41.410585936,2023-03-21 15:00:00
2023S000890    ,Sant Martí,la Verneda i la Pau,Prim,Dilluns,2023,2,February,13,18,Afternoon,Ignoring traffic light,433653.97,4586136.52,2.204909198,41.422201441,2023-02-13 18:00:00
2023S002254    ,Sant Martí,el Besòs i el Maresme,Josep Narcís Roca,Dimecres,2023,4,April,19,20,Afternoon,Ignoring traffic light,435012.77,4585164.65,2.221273049,41.413559163,2023-04-19 20:00:00
2023S003591    ,Sant Martí,el Clot,Flandes,Friday,2023,6,June,16,17,Afternoon,No cedir la dreta,432334.08,4584619.52,2.189285293,41.408428135,2023-06-16 17:00:00
2023S006477    ,Sant Martí,el Besòs i el Maresme,Litoral (Llobregat),Thursday,2023,11,November,2,8,Morning,Not respecting distances,435085.59,4584918.92,2.222170678,41.411351817,2023-11-02 08:00:00
2023S004102    ,Sant Martí,la Verneda i la Pau,Trajana,Thursday,2023,7,July,6,15,Afternoon,Not respecting distances,433501.25,4586845.07,2.203003786,41.428570514,2023-07-06 15:00:00
2023S002803    ,Sant Martí,la Verneda i la Pau,Trajana,Thursday,2023,5,May,11,13,Morning,Not respecting distances,433475.99,4586760.69,2.202710787,41.427808435,2023-05-11 13:00:00
2023S004239    ,Sant Martí,Sant Martí de Provençals,Corts Catalanes,Dimecres,2023,7,July,12,9,Morning,Canvi de carril sense precaució,433447.08,4585424.05,2.202512008,41.4157673,2023-07-12 09:00:00
2023S006028    ,Sant Martí,Sant Martí de Provençals,Corts Catalanes,Dimecres,2023,10,October,11,10,Morning,Not respecting distances,433723.92,4585600.72,2.205804964,41.417381413,2023-10-11 10:00:00
2023S000220    ,Sant Martí,la Verneda i la Pau,Guipúscoa,Thursday,2023,1,January,12,21,Afternoon,Not respecting distances,433653.97,4586136.52,2.204909198,41.422201441,2023-01-12 21:00:00
2023S005236    ,Sant Martí,la Verneda i la Pau,Menorca,Diumenge,2023,9,September,3,22,Night,No cedir la dreta,433219.38,4586083.39,2.199714793,41.421686887,2023-09-03 22:00:00
2023S006799    ,Sant Martí,la Verneda i la Pau,Prim,Thursday,2023,11,November,16,7,Morning,Ignoring traffic light,433283.03,4586516.33,2.200428623,41.425591543,2023-11-16 07:00:00
2023S007633    ,Sant Martí,la Verneda i la Pau,Camp Arriassa,Saturday,2023,12,December,23,12,Morning,Gir indegut o sense precaució,433324.28,4586567.71,2.200916574,41.426057735,2023-12-23 12:00:00
2023S006769    ,Sant Martí,Provençals del Poblenou,Selva de Mar,Dimecres,2023,11,November,15,8,Morning,Lack of driving attention,433729.37,4584896.59,2.205947351,41.411039949,2023-11-15 08:00:00
2023S000551    ,Sant Martí,la Verneda i la Pau,Puigcerdà,Saturday,2023,1,January,28,16,Afternoon,Lack of driving attention,433751.6,4585648.82,2.206130886,41.41781692,2023-01-28 16:00:00
2023S007111    ,Sant Martí,Provençals del Poblenou,Cristóbal de Moura,Dimecres,2023,11,November,29,17,Afternoon,Gir indegut o sense precaució,433470.11,4584602.06,2.202877994,41.408365763,2023-11-29 17:00:00
2023S007493    ,Sant Martí,Provençals del Poblenou,Selva de Mar,Dilluns,2023,12,December,18,7,Morning,No cedir la dreta,433659.76,4584981.58,2.205105221,41.411799686,2023-12-18 07:00:00
2023S000420    ,Sant Martí,Provençals del Poblenou,Cristóbal de Moura,Saturday,2023,1,January,21,20,Afternoon,Lack of driving attention,433470.11,4584602.06,2.202877994,41.408365763,2023-01-21 20:00:00
2023S000878    ,Sant Martí,Provençals del Poblenou,Josep Pla,Dilluns,2023,2,February,13,10,Morning,Lack of driving attention,434227.24,4584976.01,2.211895185,41.411796186,2023-02-13 10:00:00
2023S000296    ,Sant Martí,el Besòs i el Maresme,Maresme,Dilluns,2023,1,January,16,15,Afternoon,Desobeir altres senyals,434134.78,4585450.25,2.210737328,41.41605997,2023-01-16 15:00:00
2023S004494    ,Sant Martí,el Poblenou,Salvador Espriu,Dilluns,2023,7,July,24,8,Morning,Canvi de carril sense precaució,433406.97,4582829.32,2.202317738,41.392393906,2023-07-24 08:00:00
2023S004373    ,Sant Martí,el Poblenou,Calvell,Dimecres,2023,7,July,19,18,Afternoon,Unknown,433738.98,4583370.22,2.206229516,41.397293104,2023-07-19 18:00:00
2023S003705    ,Sant Martí,el Poblenou,Calvell,Dimecres,2023,6,June,21,0,Night,Avançament defectuós/improcedent,433841.91,4583498.75,2.207446649,41.398459224,2023-06-21 00:00:00
2023S006884    ,Sant Martí,el Poblenou,Pujades,Dilluns,2023,11,November,20,13,Morning,Lack of driving attention,433080.25,4583662.49,2.198317886,41.399870923,2023-11-20 13:00:00
2023S002173    ,Sant Martí,el Poblenou,Litoral,Diumenge,2023,4,April,16,13,Morning,Lack of driving attention,433600.12,4582986.31,2.204610681,41.393823857,2023-04-16 13:00:00
2023S006547    ,Sant Martí,el Poblenou,Litoral (Besòs),Diumenge,2023,11,November,5,6,Morning,Lack of driving attention,433600.12,4582986.31,2.204610681,41.393823857,2023-11-05 06:00:00
2023S005810    ,Sant Martí,el Poblenou,Litoral (Besòs),Dilluns,2023,10,October,2,14,Afternoon,Not respecting distances,433545.58,4582976.4,2.203959431,41.393730092,2023-10-02 14:00:00
2023S007094    ,Sant Martí,el Poblenou,Pallars,Dimecres,2023,11,November,29,14,Afternoon,Lack of driving attention,432784.91,4583579.09,2.194794346,41.399095112,2023-11-29 14:00:00
2023S004809    ,Sant Martí,el Poblenou,Litoral (Llobregat),Dimarts,2023,8,August,8,22,Night,Manca precaució efectuar marxa enrera,433777.75,4583199.54,2.206711936,41.395759025,2023-08-08 22:00:00
2023S006819    ,Sant Martí,el Poblenou,Litoral (Llobregat),Friday,2023,11,November,17,8,Morning,Avançament defectuós/improcedent,433042.41,4582486.79,2.197995321,41.389278535,2023-11-17 08:00:00
2023S001211    ,Sant Martí,el Poblenou,Litoral (Llobregat),Dimecres,2023,3,March,1,15,Afternoon,Not respecting distances,433545.58,4582976.4,2.203959431,41.393730092,2023-03-01 15:00:00
2023S006798    ,Sant Martí,el Poblenou,Pujades,Thursday,2023,11,November,16,9,Morning,Gir indegut o sense precaució,433080.25,4583662.49,2.198317886,41.399870923,2023-11-16 09:00:00
2023S004711    ,Sant Martí,el Poblenou,Poblenou,Thursday,2023,8,August,3,16,Afternoon,Lack of driving attention,433573.77,4583177.95,2.204274482,41.395547736,2023-08-03 16:00:00
2023S000738    ,Sant Martí,el Poblenou,Litoral,Dilluns,2023,2,February,6,16,Afternoon,Not respecting distances,433600.12,4582986.31,2.204610681,41.393823857,2023-02-06 16:00:00
2023S002642    ,Sant Martí,el Poblenou,Litoral (Llobregat),Thursday,2023,5,May,4,19,Afternoon,Altres,433443.3,4582903.44,2.202744112,41.393064496,2023-05-04 19:00:00
2023S007490    ,Sant Martí,el Besòs i el Maresme,C-31,Diumenge,2023,12,December,17,20,Afternoon,Not respecting distances,434149.26,4586017.13,2.210848824,41.421166899,2023-12-17 20:00:00
2023S003081    ,Sant Martí,Provençals del Poblenou,Bac de Roda,Dimecres,2023,5,May,24,17,Afternoon,Desobeir altres senyals,433186.49,4584891.95,2.19945291,41.410953186,2023-05-24 17:00:00
2023S003244    ,Sant Martí,Provençals del Poblenou,Bilbao,Dimecres,2023,5,May,31,8,Morning,Gir indegut o sense precaució,432857.16,4584704.93,2.195533618,41.409241289,2023-05-31 08:00:00
2023S001840    ,Sant Martí,Provençals del Poblenou,C-31,Friday,2023,3,March,31,10,Morning,Altres,433372.35,4585277.86,2.201633992,41.41444441,2023-03-31 10:00:00
2023S000799    ,Sant Martí,Provençals del Poblenou,C-31,Thursday,2023,2,February,9,21,Afternoon,Ignoring traffic light,433372.35,4585277.86,2.201633992,41.41444441,2023-02-09 21:00:00
2023S000161    ,Sant Martí,Provençals del Poblenou,C-31,Dimarts,2023,1,January,10,13,Morning,Desobeir altres senyals,433372.35,4585277.86,2.201633992,41.41444441,2023-01-10 13:00:00
2023S000428    ,Sant Martí,Provençals del Poblenou,C-31,Diumenge,2023,1,January,22,15,Afternoon,Desobeir altres senyals,433372.35,4585277.86,2.201633992,41.41444441,2023-01-22 15:00:00
2023S001812    ,Sant Martí,Provençals del Poblenou,C-31,Dimecres,2023,3,March,29,23,Night,Lack of driving attention,433942.83,4585841.27,2.20839795,41.419566019,2023-03-29 23:00:00
2023S000697    ,Sant Martí,Provençals del Poblenou,C-31,Saturday,2023,2,February,4,13,Morning,Lack of driving attention,433145.52,4584957.57,2.198955496,41.411540798,2023-02-04 13:00:00
2023S000641    ,Sant Martí,Provençals del Poblenou,Perú,Thursday,2023,2,February,2,13,Morning,Avançament defectuós/improcedent,433645.48,4585322.81,2.204896928,41.414871874,2023-02-02 13:00:00
2023S003696    ,Sant Martí,el Poblenou,Badajoz,Dimarts,2023,6,June,20,14,Afternoon,No determinada,432982.32,4583377.09,2.197178073,41.397292238,2023-06-20 14:00:00
2023S003180    ,Sant Martí,Provençals del Poblenou,Bilbao,Diumenge,2023,5,May,28,14,Afternoon,Lack of driving attention,432901.43,4584611.26,2.196073636,41.408401328,2023-05-28 14:00:00
2023S002592    ,Sant Martí,Provençals del Poblenou,C-31,Dimecres,2023,5,May,3,8,Morning,Avançament defectuós/improcedent,433366.47,4585249.15,2.201566805,41.414185339,2023-05-03 08:00:00
2023S006434    ,Sant Martí,el Poblenou,Àvila,Dilluns,2023,10,October,30,18,Afternoon,No determinada,432792.8,4583380.53,2.194910777,41.397307394,2023-10-30 18:00:00
2023S006660    ,Sant Martí,Provençals del Poblenou,C-31,Thursday,2023,11,November,9,19,Afternoon,Not respecting distances,433723.92,4585600.72,2.205804964,41.417381413,2023-11-09 19:00:00
2023S007305    ,Sant Martí,Provençals del Poblenou,Corts Catalanes,Diumenge,2023,12,December,10,0,Night,Canvi de carril sense precaució,433261.0,4585099.01,2.200321485,41.412824313,2023-12-10 00:00:00
2023S001314    ,Sant Martí,Provençals del Poblenou,Josep Pla,Dilluns,2023,3,March,6,16,Afternoon,Lack of driving attention,433698.21,4585495.05,2.205508932,41.416427549,2023-03-06 16:00:00
2023S007386    ,Sant Martí,Provençals del Poblenou,Bac de Roda,Dimecres,2023,12,December,13,13,Morning,Ignoring traffic light,433375.14,4584699.57,2.201731089,41.409236139,2023-12-13 13:00:00
2023S006996    ,Sant Martí,el Poblenou,Espronceda,Saturday,2023,11,November,25,2,Night,Not respecting pedestrian crossing,433559.11,4584317.78,2.203973965,41.405812692,2023-11-25 02:00:00
2023S003091    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Bac de Roda,Thursday,2023,5,May,25,13,Morning,Gir indegut o sense precaució,433559.9,4584512.34,2.203962044,41.40756511,2023-05-25 13:00:00
2023S006267    ,Sant Martí,el Poblenou,Pujades,Dimarts,2023,10,October,24,13,Morning,Ignoring traffic light,433463.9,4584041.83,2.202865326,41.403319401,2023-10-24 13:00:00
2023S002098    ,Sant Martí,el Poblenou,Bac de Roda,Thursday,2023,4,April,13,8,Morning,Gir indegut o sense precaució,433607.3,4584461.61,2.204534671,41.407112116,2023-04-13 08:00:00
2023S000780    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Diagonal,Dimecres,2023,2,February,8,16,Afternoon,Lack of driving attention,434276.76,4584807.99,2.212505906,41.410286925,2023-02-08 16:00:00
2023S000321    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Bac de Roda,Dimarts,2023,1,January,17,14,Afternoon,Gir indegut o sense precaució,433744.76,4584320.11,2.206194629,41.405849009,2023-01-17 14:00:00
2023S003995    ,Sant Martí,el Poblenou,Pere IV,Diumenge,2023,7,July,2,17,Afternoon,Avançament defectuós/improcedent,433046.08,4584029.43,2.197868543,41.40317301,2023-07-02 17:00:00
2023S006920    ,Sant Martí,el Poblenou,Taulat,Dimarts,2023,11,November,21,16,Afternoon,Ignoring traffic light,433601.31,4583509.54,2.204567506,41.398536563,2023-11-21 16:00:00
2023S004040    ,Sant Martí,el Poblenou,Poblenou,Dilluns,2023,7,July,3,6,Morning,Unknown,433450.48,4583683.31,2.202744227,41.40008919,2023-07-03 06:00:00
2023S007519    ,Sant Martí,el Parc i la Llacuna del Poblenou,Pujades,Dimarts,2023,12,December,19,7,Morning,Altres,432405.38,4583010.31,2.190318066,41.39394043,2023-12-19 07:00:00
2023S004417    ,Sant Martí,el Poblenou,Joncar,Friday,2023,7,July,21,14,Afternoon,Lack of driving attention,433473.08,4583682.85,2.203014616,41.400086919,2023-07-21 14:00:00
2023S005640    ,Sant Martí,el Parc i la Llacuna del Poblenou,Marina,Dilluns,2023,9,September,25,1,Night,Unknown,432369.93,4582905.44,2.189905776,41.392992912,2023-09-25 01:00:00
2023S005603    ,Sant Martí,el Parc i la Llacuna del Poblenou,Marina,Friday,2023,9,September,22,16,Afternoon,Lack of driving attention,432344.0,4582841.72,2.189602761,41.392416821,2023-09-22 16:00:00
2023S000049    ,Sant Martí,el Poblenou,Tànger,Dimarts,2023,1,January,3,21,Afternoon,Not respecting distances,432896.49,4584227.11,2.196057155,41.404940981,2023-01-03 21:00:00
2023S005054    ,Sant Martí,el Parc i la Llacuna del Poblenou,Marina,Thursday,2023,8,August,24,14,Afternoon,Lack of driving attention,432151.67,4583037.68,2.187280446,41.394165568,2023-08-24 14:00:00
2023S006041    ,Sant Martí,el Parc i la Llacuna del Poblenou,Marina,Dimecres,2023,10,October,11,17,Afternoon,Ignoring traffic light,432118.05,4583103.43,2.186870951,41.394754921,2023-10-11 17:00:00
2023S006453    ,Sant Martí,el Parc i la Llacuna del Poblenou,Marina,Dimarts,2023,10,October,31,14,Afternoon,Canvi de carril sense precaució,432118.05,4583103.43,2.186870951,41.394754921,2023-10-31 14:00:00
2023S000993    ,Sant Martí,el Parc i la Llacuna del Poblenou,Pujades,Friday,2023,2,February,17,17,Afternoon,Canvi de carril sense precaució,432610.79,4583198.24,2.192753992,41.395650315,2023-02-17 17:00:00
2023S000330    ,Sant Martí,el Parc i la Llacuna del Poblenou,Sancho de Ávila,Dimarts,2023,1,January,17,22,Night,Lack of driving attention,432763.24,4583926.12,2.194496572,41.402218906,2023-01-17 22:00:00
2023S000071    ,Sant Martí,el Parc i la Llacuna del Poblenou,Meridiana,Thursday,2023,1,January,5,6,Morning,Ignoring traffic light,432127.28,4583478.89,2.18693924,41.398137365,2023-01-05 06:00:00
2023S000913    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Litoral,Dimarts,2023,2,February,14,16,Afternoon,Gir indegut o sense precaució,434131.96,4583677.31,2.210896674,41.400091299,2023-02-14 16:00:00
2023S004203    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Garcia Fària,Dimarts,2023,7,July,11,20,Afternoon,Lack of driving attention,434898.28,4584673.18,2.219956156,41.409123333,2023-07-11 20:00:00
2023S003609    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Diagonal,Saturday,2023,6,June,17,13,Morning,Altres,434602.66,4584822.12,2.216403377,41.410440789,2023-06-17 13:00:00
2023S005250    ,Sant Martí,el Parc i la Llacuna del Poblenou,Bolívia,Dilluns,2023,9,September,4,17,Afternoon,Gir indegut o sense precaució,432130.09,4583673.45,2.186951029,41.399889949,2023-09-04 17:00:00
2023S004914    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Marítim del Bogatell,Dimarts,2023,8,August,15,15,Afternoon,Desobeir altres senyals,433778.29,4582998.49,2.206740394,41.393948259,2023-08-15 15:00:00
