Case_Number,District_Name,Neighborhood_Name,Street_Name,Day_of_Week,Year,Month_Code,Month_Name,Day_of_Month,Hour_of_Day,Shift_Description,Immediate_Cause_Description,UTM_X_Coordinate,UTM_Y_Coordinate,Longitude,Latitude,datetime
2023S004302    ,Sant Martí,el Parc i la Llacuna del Poblenou,Diagonal,Diumenge,2023,7,July,16,18,Afternoon,Lack of driving attention,432355.3,4584151.19,2.189591531,41.404211809,2023-07-16 18:00:00
2023S001221    ,Ciutat Vella,el Raval,Paral·lel,Thursday,2023,3,March,2,10,Morning,Gir indegut o sense precaució,430783.34,4580931.82,2.171154952,41.375082036,2023-03-02 10:00:00
2023S003189    ,Ciutat Vella,el Raval,Paral·lel,Dilluns,2023,5,May,29,0,Night,Lack of driving attention,430748.02,4580935.14,2.170732244,41.375108898,2023-05-29 00:00:00
2023S006203    ,Ciutat Vella,el Raval,Paral·lel,Friday,2023,10,October,20,14,Afternoon,Gir indegut o sense precaució,430766.86,4580911.77,2.170960189,41.374900033,2023-10-20 14:00:00
2023S005429    ,Ciutat Vella,el Raval,Raval,Dimecres,2023,9,September,13,16,Afternoon,Lack of driving attention,430524.89,4581414.89,2.168009212,41.379410624,2023-09-13 16:00:00
2023S005676    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Selva de Mar,Dimarts,2023,9,September,26,17,Afternoon,Gir indegut o sense precaució,434442.84,4584162.4,2.214562827,41.404485818,2023-09-26 17:00:00
2023S005405    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Selva de Mar,Friday,2023,9,September,8,18,Afternoon,No determinada,434442.84,4584162.4,2.214562827,41.404485818,2023-09-08 18:00:00
2023S000955    ,Ciutat Vella,el Raval,Aurora,Thursday,2023,2,February,16,6,Morning,Altres,430509.14,4581315.0,2.167832333,41.378509583,2023-02-16 06:00:00
2023S000896    ,Ciutat Vella,el Raval,Aurora,Dimarts,2023,2,February,14,7,Morning,No cedir la dreta,430509.14,4581315.0,2.167832333,41.378509583,2023-02-14 07:00:00
2023S001512    ,Ciutat Vella,el Raval,Riera Alta,Thursday,2023,3,March,16,11,Morning,Lack of driving attention,430279.57,4581536.36,2.165061697,41.380483436,2023-03-16 11:00:00
2023S005551    ,Ciutat Vella,el Raval,Paral·lel,Dimecres,2023,9,September,20,12,Morning,Altres,430686.86,4580920.06,2.170002667,41.374967808,2023-09-20 12:00:00
2023S001583    ,Ciutat Vella,el Raval,Carretes,Diumenge,2023,3,March,19,22,Night,No cedir la dreta,430463.95,4581204.46,2.167304649,41.377510076,2023-03-19 22:00:00
2023S002602    ,Sant Martí,la Vila Olímpica del Poblenou,Litoral,Dimecres,2023,5,May,3,10,Morning,Not respecting distances,432888.89,4582323.45,2.196177347,41.38779457,2023-05-03 10:00:00
2023S005915    ,Sant Martí,la Vila Olímpica del Poblenou,Litoral,Friday,2023,10,October,6,15,Afternoon,Desobeir altres senyals,432888.89,4582323.45,2.196177347,41.38779457,2023-10-06 15:00:00
2023S004033    ,Ciutat Vella,el Raval,Rambla,Dilluns,2023,7,July,3,9,Morning,Lack of driving attention,430969.35,4581599.9,2.173302978,41.381115232,2023-07-03 09:00:00
2023S001510    ,Sant Martí,la Vila Olímpica del Poblenou,Marina,Thursday,2023,3,March,16,10,Morning,Gir indegut o sense precaució,432751.35,4582465.56,2.194516637,41.389063026,2023-03-16 10:00:00
2023S004092    ,Ciutat Vella,el Raval,Hospital,Dilluns,2023,7,July,10,16,Afternoon,Lack of driving attention,430759.57,4581540.06,2.170801204,41.380558235,2023-07-10 16:00:00
2023S000269    ,Ciutat Vella,el Raval,Lleialtat,Saturday,2023,1,January,14,23,Night,Altres,430427.24,4581159.64,2.166870831,41.37710322,2023-01-14 23:00:00
2023S003610    ,Ciutat Vella,el Raval,Lleialtat,Saturday,2023,6,June,17,15,Afternoon,No cedir la dreta,430427.24,4581159.64,2.166870831,41.37710322,2023-06-17 15:00:00
2023S001562    ,Sant Martí,la Vila Olímpica del Poblenou,Litoral (Besòs),Saturday,2023,3,March,18,13,Morning,Not respecting distances,433420.34,4582846.47,2.202475763,41.392549479,2023-03-18 13:00:00
2023S005749    ,Sant Martí,la Vila Olímpica del Poblenou,Litoral (Llobregat),Friday,2023,9,September,29,12,Morning,Not respecting distances,433406.97,4582829.32,2.202317738,41.392393906,2023-09-29 12:00:00
2023S001729    ,Sant Martí,la Vila Olímpica del Poblenou,Salvador Espriu,Saturday,2023,3,March,25,22,Night,Lack of driving attention,432899.2,4582415.5,2.196290448,41.388624503,2023-03-25 22:00:00
2023S003956    ,Ciutat Vella,el Raval,Carretes,Friday,2023,6,June,30,17,Afternoon,No determinada,430613.01,4581078.52,2.16910148,41.376388645,2023-06-30 17:00:00
2023S004944    ,Sant Martí,la Vila Olímpica del Poblenou,Marítim del Port Olímpic,Thursday,2023,8,August,17,18,Afternoon,Lack of driving attention,433069.2,4582295.63,2.19833686,41.387559034,2023-08-17 18:00:00
2023S005003    ,Ciutat Vella,el Raval,Drassanes,Dilluns,2023,8,August,21,17,Afternoon,Lack of driving attention,431194.7,4581062.49,2.176058831,41.376294241,2023-08-21 17:00:00
2023S006114    ,Ciutat Vella,el Raval,Erasme de Janer,Dilluns,2023,10,October,16,15,Afternoon,Altres,430341.04,4581483.37,2.165802861,41.380011498,2023-10-16 15:00:00
2023S007649    ,Sant Martí,la Vila Olímpica del Poblenou,Doctor Trueta,Diumenge,2023,12,December,24,10,Morning,Desobeir altres senyals,433073.95,4583092.36,2.19830558,41.394735382,2023-12-24 10:00:00
2023S005647    ,Ciutat Vella,el Raval,Josep Carner,Dilluns,2023,9,September,25,13,Morning,Not respecting distances,431214.13,4580892.36,2.176310481,41.374763588,2023-09-25 13:00:00
2023S005301    ,Ciutat Vella,el Raval,Portal de Santa Madrona,Thursday,2023,9,September,7,12,Morning,Not respecting pedestrian crossing,431141.53,4581056.3,2.175423758,41.376233939,2023-09-07 12:00:00
2023S007318    ,Ciutat Vella,el Raval,Portal de Santa Madrona,Dilluns,2023,12,December,11,6,Morning,No cedir la dreta,431141.53,4581056.3,2.175423758,41.376233939,2023-12-11 06:00:00
2023S004299    ,Ciutat Vella,el Raval,Portal de Santa Madrona,Diumenge,2023,7,July,16,14,Afternoon,Not respecting pedestrian crossing,431106.57,4581001.17,2.175011996,41.375734404,2023-07-16 14:00:00
2023S002554    ,Ciutat Vella,el Barri Gòtic,Ample,Dilluns,2023,5,May,1,18,Afternoon,No determinada,431507.83,4581480.02,2.179755856,41.380081551,2023-05-01 18:00:00
2023S006005    ,Ciutat Vella,el Raval,Paral·lel,Dimarts,2023,10,October,10,14,Afternoon,Lack of driving attention,430955.38,4580894.89,2.173216279,41.374764205,2023-10-10 14:00:00
2023S006752    ,Ciutat Vella,el Raval,Paral·lel,Dimarts,2023,11,November,14,14,Afternoon,Not respecting distances,430955.38,4580894.89,2.173216279,41.374764205,2023-11-14 14:00:00
2023S004641    ,Ciutat Vella,el Barri Gòtic,Boqueria,Diumenge,2023,7,July,30,23,Night,Lack of driving attention,430992.36,4581598.28,2.173578323,41.381102616,2023-07-30 23:00:00
2023S005877    ,Sant Martí,la Vila Olímpica del Poblenou,Arquitecte Sert,Thursday,2023,10,October,5,12,Morning,Not respecting distances,433406.97,4582829.32,2.202317738,41.392393906,2023-10-05 12:00:00
2023S002916    ,Ciutat Vella,el Barri Gòtic,Rambla,Dimarts,2023,5,May,16,20,Afternoon,Altres,431210.33,4581256.09,2.176223741,41.378039281,2023-05-16 20:00:00
2023S000143    ,Ciutat Vella,el Raval,Drassanes,Dilluns,2023,1,January,9,15,Afternoon,Not respecting distances,431043.27,4581103.5,2.174243448,41.376650638,2023-01-09 15:00:00
2023S001539    ,Ciutat Vella,el Barri Gòtic,Colom,Friday,2023,3,March,17,8,Morning,Ignoring traffic light,431645.93,4581570.38,2.181397078,41.380907151,2023-03-17 08:00:00
2023S001852    ,Ciutat Vella,el Barri Gòtic,Catalunya,Friday,2023,3,March,31,18,Afternoon,Manca precaució incorporació circulació,430782.37,4582171.27,2.171001704,41.386245321,2023-03-31 18:00:00
2023S005418    ,Ciutat Vella,el Barri Gòtic,Vila de Madrid,Dimecres,2023,9,September,13,15,Afternoon,Altres,430811.39,4581916.38,2.171377886,41.3839521,2023-09-13 15:00:00
2023S001882    ,Ciutat Vella,el Barri Gòtic,Litoral (Llobregat),Diumenge,2023,4,April,2,2,Night,Lack of driving attention,431520.59,4581243.79,2.179935149,41.377954977,2023-04-02 02:00:00
2023S001125    ,Ciutat Vella,el Barri Gòtic,Litoral (Llobregat),Friday,2023,2,February,24,20,Afternoon,Canvi de carril sense precaució,431453.68,4581236.07,2.179135929,41.377879745,2023-02-24 20:00:00
2023S005266    ,Ciutat Vella,el Raval,Sant Antoni,Dimarts,2023,9,September,5,18,Afternoon,Unknown,430170.12,4581857.31,2.163715869,41.383364637,2023-09-05 18:00:00
2023S006224    ,Ciutat Vella,el Raval,Sant Antoni,Diumenge,2023,10,October,22,0,Night,Lack of driving attention,430190.78,4581888.92,2.163959292,41.383651133,2023-10-22 00:00:00
2023S005965    ,Ciutat Vella,el Raval,Sant Antoni,Saturday,2023,10,October,7,19,Afternoon,Ignoring traffic light,430180.58,4581946.73,2.163830648,41.384170924,2023-10-07 19:00:00
2023S001616    ,Ciutat Vella,el Barri Gòtic,Portal de la Pau,Dimarts,2023,3,March,21,8,Morning,Canvi de carril sense precaució,431431.34,4581018.46,2.178893425,41.375917885,2023-03-21 08:00:00
2023S002020    ,Ciutat Vella,el Raval,Valldonzella,Dilluns,2023,4,April,10,17,Afternoon,Unknown,430408.28,4582038.4,2.166543143,41.385016308,2023-04-10 17:00:00
2023S005712    ,Ciutat Vella,el Raval,Pelai,Thursday,2023,9,September,28,13,Morning,Lack of driving attention,430492.54,4582099.03,2.16754385,41.385569673,2023-09-28 13:00:00
2023S000635    ,Ciutat Vella,el Raval,Pelai,Thursday,2023,2,February,2,10,Morning,Unknown,430290.44,4582124.95,2.16512393,41.385785629,2023-02-02 10:00:00
2023S006898    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Doctor Aiguader,Dilluns,2023,11,November,20,23,Night,Canvi de carril sense precaució,432115.57,4581793.42,2.18698818,41.3829558,2023-11-20 23:00:00
2023S006845    ,Ciutat Vella,el Raval,Carme,Saturday,2023,11,November,18,8,Morning,Ignoring traffic light,430838.81,4581811.79,2.171717742,41.383012447,2023-11-18 08:00:00
2023S005155    ,Ciutat Vella,el Barri Gòtic,Àngel,Dimarts,2023,8,August,29,17,Afternoon,Lack of driving attention,431402.24,4581885.51,2.178447266,41.383724688,2023-08-29 17:00:00
2023S004065    ,Ciutat Vella,la Barceloneta,Doctor Aiguader,Dimarts,2023,7,July,4,12,Morning,Canvi de carril sense precaució,432117.27,4581710.08,2.187017852,41.382205321,2023-07-04 12:00:00
2023S003808    ,Ciutat Vella,la Barceloneta,Mar,Diumenge,2023,6,June,25,10,Morning,Lack of driving attention,432220.16,4581355.21,2.188287982,41.379017775,2023-06-25 10:00:00
2023S007054    ,Ciutat Vella,el Barri Gòtic,Antonio López,Dilluns,2023,11,November,27,21,Afternoon,Lack of driving attention,431694.26,4581581.69,2.181973748,41.381013124,2023-11-27 21:00:00
2023S005066    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Marquès de l'Argentera,Friday,2023,8,August,25,11,Morning,Lack of driving attention,431803.6,4581754.35,2.183261829,41.382577507,2023-08-25 11:00:00
2023S004889    ,Ciutat Vella,la Barceloneta,Gas,Diumenge,2023,8,August,13,17,Afternoon,Unknown,432758.38,4581836.02,2.194670628,41.383393501,2023-08-13 17:00:00
2023S004420    ,Ciutat Vella,la Barceloneta,Joan Borbó Comte Barcelona,Friday,2023,7,July,21,15,Afternoon,Avançament defectuós/improcedent,432180.91,4580707.8,2.187891109,41.373183402,2023-07-21 15:00:00
2023S002730    ,Ciutat Vella,la Barceloneta,Atlàntida,Dilluns,2023,5,May,8,12,Morning,No cedir la dreta,432363.42,4581384.38,2.189997825,41.379292564,2023-05-08 12:00:00
2023S003716    ,Ciutat Vella,la Barceloneta,Marina,Dimarts,2023,6,June,20,20,Afternoon,Lack of driving attention,433038.5,4582211.98,2.197978952,41.386803062,2023-06-20 20:00:00
2023S004568    ,Ciutat Vella,la Barceloneta,Trelawny,Thursday,2023,7,July,27,14,Afternoon,Altres,432767.26,4582084.73,2.194749208,41.385634315,2023-07-27 14:00:00
2023S003980    ,Ciutat Vella,la Barceloneta,Ginebra,Saturday,2023,7,July,1,20,Afternoon,Desobeir altres senyals,432283.87,4581658.44,2.189015922,41.38175426,2023-07-01 20:00:00
2023S007007    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Picasso,Saturday,2023,11,November,25,18,Afternoon,Altres,431975.78,4582101.43,2.185281874,41.385718151,2023-11-25 18:00:00
2023S007645    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Picasso,Saturday,2023,12,December,23,21,Afternoon,Altres,432023.48,4582086.23,2.185854034,41.385585283,2023-12-23 21:00:00
2023S004237    ,Ciutat Vella,la Barceloneta,Marítim de la Barceloneta,Thursday,2023,7,July,13,2,Night,Lack of driving attention,432895.31,4582048.9,2.196284556,41.3853223,2023-07-13 02:00:00
2023S002021    ,Ciutat Vella,la Barceloneta,Sant Carles,Dilluns,2023,4,April,10,17,Afternoon,Manca precaució incorporació circulació,432305.13,4581368.25,2.189302594,41.37914238,2023-04-10 17:00:00
2023S006221    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Isabel II,Saturday,2023,10,October,21,13,Morning,Altres,431653.31,4581582.41,2.181483973,41.381016129,2023-10-21 13:00:00
2023S001629    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Isabel II,Dimarts,2023,3,March,21,16,Afternoon,No determinada,431742.93,4581619.47,2.182551501,41.381357531,2023-03-21 16:00:00
2023S004618    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Isabel II,Saturday,2023,7,July,29,20,Afternoon,Desobeir altres senyals,431713.95,4581617.07,2.182205218,41.381333454,2023-07-29 20:00:00
2023S005720    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Isabel II,Thursday,2023,9,September,28,15,Afternoon,Canvi de carril sense precaució,431800.69,4581708.65,2.183232175,41.382165653,2023-09-28 15:00:00
2023S006382    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Picasso,Saturday,2023,10,October,28,13,Morning,Altres,431938.13,4582140.27,2.184827245,41.386064786,2023-10-28 13:00:00
2023S004801    ,Ciutat Vella,la Barceloneta,Guitert,Dimarts,2023,8,August,8,17,Afternoon,Lack of driving attention,432431.53,4581308.92,2.190820704,41.37861864,2023-08-08 17:00:00
2023S007289    ,Ciutat Vella,la Barceloneta,Guitert,Friday,2023,12,December,8,15,Afternoon,Manca precaució efectuar marxa enrera,432445.44,4581247.03,2.190993941,41.37806238,2023-12-08 15:00:00
2023S006708    ,Ciutat Vella,la Barceloneta,Ramon Trias Fargas,Diumenge,2023,11,November,12,6,Morning,Lack of driving attention,432872.32,4582231.56,2.195989364,41.386965556,2023-11-12 06:00:00
2023S003064    ,Eixample,Sant Antoni,Corts Catalanes,Dimecres,2023,5,May,24,9,Morning,Unknown,429275.87,4581307.9,2.153085979,41.378338124,2023-05-24 09:00:00
2023S006345    ,Ciutat Vella,la Barceloneta,Litoral (Besòs),Thursday,2023,10,October,26,20,Afternoon,No determinada,432487.96,4581946.87,2.191424374,41.384369239,2023-10-26 20:00:00
2023S002643    ,Ciutat Vella,la Barceloneta,Litoral (Besòs),Thursday,2023,5,May,4,17,Afternoon,Canvi de carril sense precaució,432285.57,4581840.35,2.189015911,41.383392821,2023-05-04 17:00:00
2023S006401    ,Ciutat Vella,el Barri Gòtic,Nova,Diumenge,2023,10,October,29,8,Morning,Lack of driving attention,431113.76,4581955.09,2.174989476,41.384326712,2023-10-29 08:00:00
2023S001642    ,Ciutat Vella,la Barceloneta,Litoral (Llobregat),Dimarts,2023,3,March,21,23,Night,Canvi de carril sense precaució,432447.21,4581959.6,2.190935626,41.384480472,2023-03-21 23:00:00
2023S001801    ,Ciutat Vella,la Barceloneta,Litoral (Llobregat),Dimecres,2023,3,March,29,14,Afternoon,Lack of driving attention,432487.96,4581946.87,2.191424374,41.384369239,2023-03-29 14:00:00
2023S006659    ,Ciutat Vella,la Barceloneta,Litoral (Llobregat),Thursday,2023,11,November,9,20,Afternoon,No determinada,432275.46,4581857.73,2.188893064,41.383548507,2023-11-09 20:00:00
2023S001113    ,Ciutat Vella,la Barceloneta,Litoral (Llobregat),Friday,2023,2,February,24,14,Afternoon,Canvi de carril sense precaució,432275.46,4581857.73,2.188893064,41.383548507,2023-02-24 14:00:00
2023S004497    ,Ciutat Vella,la Barceloneta,Litoral (Llobregat),Dimarts,2023,7,July,25,12,Morning,Avançament defectuós/improcedent,432275.46,4581857.73,2.188893064,41.383548507,2023-07-25 12:00:00
2023S000229    ,Eixample,Sant Antoni,Corts Catalanes,Friday,2023,1,January,13,12,Morning,Ignoring traffic light,429495.19,4581450.36,2.155691971,41.379640473,2023-01-13 12:00:00
2023S005423    ,Eixample,Sant Antoni,Corts Catalanes,Dimecres,2023,9,September,13,20,Afternoon,Altres,429553.06,4581502.09,2.156377964,41.38011146,2023-09-13 20:00:00
2023S007194    ,Eixample,Sant Antoni,Sepúlveda,Diumenge,2023,12,December,3,11,Morning,No determinada,429269.66,4581057.55,2.153040952,41.376082757,2023-12-03 11:00:00
2023S001520    ,Ciutat Vella,la Barceloneta,Litoral (Besòs),Thursday,2023,3,March,16,18,Afternoon,Unknown,432177.35,4581332.41,2.187778614,41.378808812,2023-03-16 18:00:00
2023S007661    ,Eixample,Sant Antoni,Sepúlveda,Diumenge,2023,12,December,24,18,Afternoon,Not respecting pedestrian crossing,429364.56,4581149.81,2.154164946,41.376922053,2023-12-24 18:00:00
2023S007195    ,Eixample,Sant Antoni,Vilamarí,Diumenge,2023,12,December,3,12,Morning,Lack of driving attention,429269.66,4581057.55,2.153040952,41.376082757,2023-12-03 12:00:00
2023S005686    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Princesa,Dimecres,2023,9,September,27,12,Morning,Lack of driving attention,431715.86,4582210.91,2.182161095,41.386682174,2023-09-27 12:00:00
2023S005246    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Pujades,Dilluns,2023,9,September,4,12,Morning,Altres,431885.55,4582551.4,2.184152173,41.38976327,2023-09-04 12:00:00
2023S003310    ,Eixample,Sant Antoni,Calàbria,Saturday,2023,6,June,3,11,Morning,Canvi de carril sense precaució,429799.83,4581073.22,2.159378563,41.376270342,2023-06-03 11:00:00
2023S007006    ,Eixample,Sant Antoni,Corts Catalanes,Saturday,2023,11,November,25,14,Afternoon,Desobeir altres senyals,429069.79,4581070.36,2.150649542,41.376180531,2023-11-25 14:00:00
2023S006484    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Almogàvers,Dimarts,2023,10,October,31,13,Morning,Avançament defectuós/improcedent,431736.83,4582736.66,2.182352601,41.39141924,2023-10-31 13:00:00
2023S000411    ,Eixample,Sant Antoni,Calàbria,Saturday,2023,1,January,21,14,Afternoon,Ignoring traffic light,429555.55,4581336.38,2.156427011,41.378619182,2023-01-21 14:00:00
2023S006720    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Palau,Diumenge,2023,11,November,12,21,Afternoon,No determinada,431752.93,4581805.54,2.182650117,41.383034263,2023-11-12 21:00:00
2023S004293    ,Eixample,la Nova Esquerra de l'Eixample,Vilamarí,Diumenge,2023,7,July,16,1,Night,Altres,428666.7,4581674.2,2.14575855,41.38158346,2023-07-16 01:00:00
2023S000193    ,Eixample,la Nova Esquerra de l'Eixample,Roma,Thursday,2023,1,January,12,9,Morning,Avançament defectuós/improcedent,428666.7,4581674.2,2.14575855,41.38158346,2023-01-12 09:00:00
2023S006866    ,Eixample,la Nova Esquerra de l'Eixample,Rocafort,Diumenge,2023,11,November,19,6,Morning,Unknown,428737.67,4581999.42,2.146568963,41.384518895,2023-11-19 06:00:00
2023S000123    ,Eixample,la Nova Esquerra de l'Eixample,Comte d'Urgell,Diumenge,2023,1,January,8,0,Night,Ignoring traffic light,429447.81,4582020.17,2.155059021,41.38476841,2023-01-08 00:00:00
2023S005760    ,Eixample,la Nova Esquerra de l'Eixample,Comte d'Urgell,Saturday,2023,9,September,30,1,Night,Altres,429447.81,4582020.17,2.155059021,41.38476841,2023-09-30 01:00:00
2023S004824    ,Eixample,la Nova Esquerra de l'Eixample,Roma,Dimecres,2023,8,August,9,18,Afternoon,Not respecting distances,428787.04,4581740.07,2.147189869,41.382187394,2023-08-09 18:00:00
2023S003907    ,Eixample,la Nova Esquerra de l'Eixample,Aragó,Dimecres,2023,6,June,28,16,Afternoon,Gir indegut o sense precaució,429220.9,4581783.95,2.152373031,41.382620913,2023-06-28 16:00:00
2023S000607    ,Eixample,la Nova Esquerra de l'Eixample,València,Dimarts,2023,1,January,31,18,Afternoon,Gir indegut o sense precaució,428668.71,4581429.08,2.145811454,41.379375927,2023-01-31 18:00:00
2023S000689    ,Eixample,la Nova Esquerra de l'Eixample,Diputació,Saturday,2023,2,February,4,8,Morning,Not respecting distances,429112.78,4581304.55,2.151136183,41.378293593,2023-02-04 08:00:00
2023S007666    ,Eixample,la Nova Esquerra de l'Eixample,Josep Tarradellas,Dilluns,2023,12,December,25,19,Afternoon,Desobeir altres senyals,428409.41,4582129.0,2.142628031,41.385656815,2023-12-25 19:00:00
2023S007666    ,Eixample,la Nova Esquerra de l'Eixample,Josep Tarradellas,Dilluns,2023,12,December,25,19,Afternoon,Ignoring traffic light,428409.41,4582129.0,2.142628031,41.385656815,2023-12-25 19:00:00
2023S002842    ,Eixample,la Nova Esquerra de l'Eixample,Josep Tarradellas,Friday,2023,5,May,12,15,Afternoon,Gir indegut o sense precaució,428409.41,4582129.0,2.142628031,41.385656815,2023-05-12 15:00:00
2023S000485    ,Eixample,la Nova Esquerra de l'Eixample,Tarragona,Dimecres,2023,1,January,25,16,Afternoon,Not respecting distances,428946.59,4580996.25,2.14918509,41.375502172,2023-01-25 16:00:00
2023S000438    ,Eixample,la Nova Esquerra de l'Eixample,Nicaragua,Diumenge,2023,1,January,22,22,Night,Desobeir altres senyals,428387.79,4581767.46,2.142412231,41.382398629,2023-01-22 22:00:00
2023S002104    ,Eixample,Sant Antoni,Floridablanca,Thursday,2023,4,April,13,15,Afternoon,Lack of driving attention,429816.75,4581391.53,2.159544002,41.379138738,2023-04-13 15:00:00
2023S006476    ,Eixample,Sant Antoni,Sepúlveda,Thursday,2023,11,November,2,3,Night,Lack of driving attention,429686.89,4581481.91,2.157980657,41.379941418,2023-11-02 03:00:00
2023S000068    ,Eixample,la Nova Esquerra de l'Eixample,Entença,Thursday,2023,1,January,5,0,Night,Lack of driving attention,428898.82,4581611.98,2.14854162,41.381043623,2023-01-05 00:00:00
2023S000700    ,Eixample,la Nova Esquerra de l'Eixample,Roma,Saturday,2023,2,February,4,19,Afternoon,Unknown,428500.94,4581613.04,2.14378356,41.381017892,2023-02-04 19:00:00
2023S004720    ,Eixample,la Nova Esquerra de l'Eixample,Aragó,Friday,2023,8,August,4,1,Night,Altres,429447.81,4582020.17,2.155059021,41.38476841,2023-08-04 01:00:00
2023S006791    ,Eixample,la Nova Esquerra de l'Eixample,Diputació,Dimecres,2023,11,November,15,20,Afternoon,Altres,429347.93,4581549.1,2.15391952,41.380516868,2023-11-15 20:00:00
2023S007563    ,Eixample,la Nova Esquerra de l'Eixample,Tarragona,Dimecres,2023,12,December,20,15,Afternoon,Desobeir altres senyals,428769.74,4581177.12,2.147049191,41.377115564,2023-12-20 15:00:00
2023S003945    ,Eixample,la Nova Esquerra de l'Eixample,París,Thursday,2023,6,June,29,17,Afternoon,Ignoring traffic light,428505.92,4582219.91,2.143771466,41.386484196,2023-06-29 17:00:00
2023S006045    ,Eixample,Sant Antoni,Sepúlveda,Dimecres,2023,10,October,11,18,Afternoon,Canvi de carril sense precaució,429577.72,4581374.75,2.156687655,41.37896671,2023-10-11 18:00:00
2023S004545    ,Eixample,Sant Antoni,Viladomat,Dimecres,2023,7,July,26,18,Afternoon,Gir indegut o sense precaució,429650.92,4581430.44,2.157556503,41.379474699,2023-07-26 18:00:00
2023S001083    ,Eixample,la Nova Esquerra de l'Eixample,Vilamarí,Thursday,2023,2,February,23,8,Morning,No determinada,428875.47,4581460.32,2.148280205,41.379675608,2023-02-23 08:00:00
2023S002337    ,Eixample,la Nova Esquerra de l'Eixample,Rosselló,Friday,2023,4,April,21,21,Afternoon,Gir indegut o sense precaució,428882.97,4582216.76,2.148281059,41.386489266,2023-04-21 21:00:00
2023S006864    ,Eixample,la Nova Esquerra de l'Eixample,Calàbria,Saturday,2023,11,November,18,19,Afternoon,Altres,429040.89,4581825.33,2.150215529,41.382977743,2023-11-18 19:00:00
2023S006880    ,Eixample,la Nova Esquerra de l'Eixample,Comte Borrell,Dilluns,2023,11,November,20,9,Morning,Lack of driving attention,429316.43,4581951.11,2.153495919,41.384134871,2023-11-20 09:00:00
2023S005459    ,Eixample,Sant Antoni,Corts Catalanes,Friday,2023,9,September,15,12,Morning,Lack of driving attention,429829.38,4581777.7,2.15965029,41.382617952,2023-09-15 12:00:00
2023S007236    ,Eixample,Sant Antoni,Corts Catalanes,Dimarts,2023,12,December,5,16,Afternoon,Avançament defectuós/improcedent,429877.3,4581824.18,2.160217962,41.383040763,2023-12-05 16:00:00
2023S006648    ,Eixample,la Nova Esquerra de l'Eixample,Entença,Thursday,2023,11,November,9,8,Morning,Not respecting distances,428555.14,4581994.98,2.144386637,41.384462708,2023-11-09 08:00:00
2023S003701    ,Eixample,l'Antiga Esquerra de l'Eixample,Balmes,Dimarts,2023,6,June,20,14,Afternoon,Not respecting distances,429649.26,4582966.26,2.15735821,41.393307179,2023-06-20 14:00:00
2023S004268    ,Eixample,l'Antiga Esquerra de l'Eixample,Balmes,Friday,2023,7,July,14,13,Morning,Gir indegut o sense precaució,429649.26,4582966.26,2.15735821,41.393307179,2023-07-14 13:00:00
2023S001085    ,Eixample,l'Antiga Esquerra de l'Eixample,Balmes,Thursday,2023,2,February,23,11,Morning,Altres,429554.34,4583063.6,2.156211591,41.394175574,2023-02-23 11:00:00
2023S002806    ,Eixample,la Nova Esquerra de l'Eixample,Mallorca,Thursday,2023,5,May,11,15,Afternoon,Avançament defectuós/improcedent,428879.49,4581838.15,2.148283908,41.383078949,2023-05-11 15:00:00
2023S002279    ,Eixample,la Nova Esquerra de l'Eixample,Provença,Thursday,2023,4,April,20,20,Afternoon,Unknown,428690.81,4581838.58,2.14602751,41.383066112,2023-04-20 20:00:00
2023S003551    ,Eixample,la Nova Esquerra de l'Eixample,Provença,Dimecres,2023,6,June,14,17,Afternoon,Unknown,428765.9,4581898.6,2.146918421,41.383613347,2023-06-14 17:00:00
2023S004124    ,Eixample,Sant Antoni,Corts Catalanes,Friday,2023,7,July,7,18,Afternoon,Desobeir altres senyals,429737.74,4581724.85,2.15856054,41.382133946,2023-07-07 18:00:00
2023S007636    ,Eixample,la Nova Esquerra de l'Eixample,Entença,Saturday,2023,12,December,23,14,Afternoon,Altres,429221.42,4581313.84,2.152434186,41.378386834,2023-12-23 14:00:00
2023S005317    ,Eixample,la Nova Esquerra de l'Eixample,Espanya,Thursday,2023,9,September,7,19,Afternoon,Ignoring traffic light,428974.33,4580977.98,2.149518925,41.37534007,2023-09-07 19:00:00
