Case_Number,District_Name,Neighborhood_Name,Street_Name,Day_of_Week,Day_Type,Year,Month_Number,Month_Name,Day_of_Month,Hour_of_Day,Shift_Description,Pedestrian_Cause_Description,Vehicle_Type_Description,Vehicle_Model,Vehicle_Brand,Vehicle_Color,License_Description,License_Age,Coordenada_UTM_X,Coordenada_UTM_Y,Latitud,Longitud
2020S004533    ,Ciutat Vella,el Barri Gòtic,Antonio López,Thursday,Working Day,2020,10,October,1,8,Morning,Not the pedestrian’s fault,Bus,O 530,MERCEDES-BENZ,Unknown,D,17,431666.41,4581603.15,41.381204042,2.18163828
2020S004533    ,Ciutat Vella,el Barri Gòtic,Antonio López,Thursday,Working Day,2020,10,October,1,8,Morning,Not the pedestrian’s fault,Motorcycle,Unknown,Unknown,Unknown,Unknown,Unknown,431666.41,4581603.15,41.381204042,2.18163828
2020S004534    ,Gràcia,el Camp d'en Grassot i Gràcia Nova,Pau Alsina,Thursday,Working Day,2020,10,October,1,12,Morning,Not the pedestrian’s fault,Car,FOCUS,FORD,Black,B,27,430107.86,4584779.48,41.409678242,2.16263384
2020S004534    ,Gràcia,el Camp d'en Grassot i Gràcia Nova,Pau Alsina,Thursday,Working Day,2020,10,October,1,12,Morning,Not the pedestrian’s fault,Car,MICRA,NISSAN,Black,B,12,430107.86,4584779.48,41.409678242,2.16263384
2020S004535    ,Sarrià-Sant Gervasi,el Putxet i el Farró,Santjoanistes,Thursday,Working Day,2020,10,October,1,12,Morning,Not the pedestrian’s fault,Car,MODEL X,TESLA,Gray,B,28,428834.1,4584060.63,41.403092006,2.1474798
2020S004535    ,Sarrià-Sant Gervasi,el Putxet i el Farró,Santjoanistes,Thursday,Working Day,2020,10,October,1,12,Morning,Not the pedestrian’s fault,Personal mobility vehicle with motor,M-365,XIAOMI,Black,Unknown,Unknown,428834.1,4584060.63,41.403092006,2.1474798
2020S004536    ,Eixample,l'Antiga Esquerra de l'Eixample,Corts Catalanes,Thursday,Working Day,2020,10,October,1,12,Morning,Not the pedestrian’s fault,Van,TRANSIT COURIER,FORD,White,B,27,429790.86,4581812.21,41.38292541,2.15918564
2020S004536    ,Eixample,l'Antiga Esquerra de l'Eixample,Corts Catalanes,Thursday,Working Day,2020,10,October,1,12,Morning,Not the pedestrian’s fault,Car,H-1,HYUNDAI,Unknown,B,42,429790.86,4581812.21,41.38292541,2.15918564
2020S004537    ,Gràcia,el Coll,Móra d'Ebre,Thursday,Working Day,2020,10,October,1,14,Afternoon,Not the pedestrian’s fault,Van,CORSA VAN,OPEL,White,B,6,428963.64,4585710.97,41.417967443,2.14883554
2020S004537    ,Gràcia,el Coll,Móra d'Ebre,Thursday,Working Day,2020,10,October,1,14,Afternoon,Not the pedestrian’s fault,Motorcycle,NSS125AD,HONDA,Black,B,22,428963.64,4585710.97,41.417967443,2.14883554
2020S004538    ,Eixample,l'Antiga Esquerra de l'Eixample,Corts Catalanes,Thursday,Working Day,2020,10,October,1,18,Afternoon,Not the pedestrian’s fault,Motorcycle,SH 125,HONDA,Maroon,B,8,429869.11,4581888.87,41.383622691,2.16011252
2020S004538    ,Eixample,l'Antiga Esquerra de l'Eixample,Corts Catalanes,Thursday,Working Day,2020,10,October,1,18,Afternoon,Not the pedestrian’s fault,Car,TOYOTA PRIUS,TOYOTA,Black/Yellow,B,34,429869.11,4581888.87,41.383622691,2.16011252
2020S004539    ,Eixample,la Dreta de l'Eixample,Gràcia,Thursday,Working Day,2020,10,October,1,14,Afternoon,Not the pedestrian’s fault,Bicycle,Unknown,Unknown,Unknown,Unknown,Unknown,430599.53,4582435.37,41.388608227,2.1687848
2020S004539    ,Eixample,la Dreta de l'Eixample,Gràcia,Thursday,Working Day,2020,10,October,1,14,Afternoon,Not the pedestrian’s fault,Car,TOLEDO,SEAT,Unknown,B,33,430599.53,4582435.37,41.388608227,2.1687848
2020S004540    ,Gràcia,la Vila de Gràcia,Diagonal,Thursday,Working Day,2020,10,October,1,19,Afternoon,Not the pedestrian’s fault,Car,AUDI A1,AUDI,White,B,24,429756.96,4583325.47,41.396551881,2.15860466
2020S004540    ,Gràcia,la Vila de Gràcia,Diagonal,Thursday,Working Day,2020,10,October,1,19,Afternoon,Not the pedestrian’s fault,Car,MEGANE,RENAULT,Gray,B,9,429756.96,4583325.47,41.396551881,2.15860466
2020S004540    ,Gràcia,la Vila de Gràcia,Diagonal,Thursday,Working Day,2020,10,October,1,19,Afternoon,Not the pedestrian’s fault,Car,Q3,AUDI,Gray,B,26,429756.96,4583325.47,41.396551881,2.15860466
2020S004541    ,Les Corts,la Maternitat i Sant Ramon,Diagonal,Thursday,Working Day,2020,10,October,1,15,Afternoon,Not the pedestrian’s fault,Van,DUCATO,FIAT,White,B,38,425387.6,4581831.03,41.382698393,2.106527
2020S004541    ,Les Corts,la Maternitat i Sant Ramon,Diagonal,Thursday,Working Day,2020,10,October,1,15,Afternoon,Not the pedestrian’s fault,Motorcycle,BEVERLY 250,PIAGGIO,Blue,A2,4,425387.6,4581831.03,41.382698393,2.106527
2020S004542    ,Sant Martí,Provençals del Poblenou,Corts Catalanes,Thursday,Working Day,2020,10,October,1,13,Morning,Not the pedestrian’s fault,Van,TRAFIC,RENAULT,White,B,16,433145.43,4584965.46,41.411611854,2.19895354
2020S004543    ,Les Corts,les Corts,Corts,Thursday,Working Day,2020,10,October,1,20,Afternoon,Not the pedestrian’s fault,Motorcycle,LIBERTY 125,PIAGGIO,Gray,B,22,427684.36,4582212.5,41.386343982,2.13394716
2020S004543    ,Les Corts,les Corts,Corts,Thursday,Working Day,2020,10,October,1,20,Afternoon,Not the pedestrian’s fault,Motorcycle,SM 125 AT,DERBI,Black,B,24,427684.36,4582212.5,41.386343982,2.13394716
2020S004544    ,Eixample,la Sagrada Família,Padilla,Thursday,Working Day,2020,10,October,1,12,Morning,Not the pedestrian’s fault,Articulated bus,7900,VOLVO,Red,D,16,431327.28,4584334.27,41.405773545,2.17727298
2020S004545    ,Sants-Montjuïc,Sants - Badal,Sants,Thursday,Working Day,2020,10,October,1,20,Afternoon,Crossing outside pedestrian crossing,Articulated bus,NG313F/GNC,MAN,Red,D,19,427139.31,4581011.51,41.375477925,2.1275733
2020S004546    ,Eixample,la Dreta de l'Eixample,Corts Catalanes,Thursday,Working Day,2020,10,October,1,17,Afternoon,Not the pedestrian’s fault,Car,Unknown,Unknown,Unknown,Unknown,Unknown,430692.29,4582621.69,41.390294357,2.16987285
2020S004546    ,Eixample,la Dreta de l'Eixample,Corts Catalanes,Thursday,Working Day,2020,10,October,1,17,Afternoon,Not the pedestrian’s fault,Articulated bus,EXQUICITY 24,VAN HOOL,Red,D,28,430692.29,4582621.69,41.390294357,2.16987285
2020S004547    ,Horta-Guinardó,el Baix Guinardó,Alfons el Savi,Thursday,Working Day,2020,10,October,1,21,Afternoon,Not the pedestrian’s fault,Motorcycle,NSS300,HONDA,Gray,A,31,430339.8,4584990.72,41.411600953,2.16538432
2020S004547    ,Horta-Guinardó,el Baix Guinardó,Alfons el Savi,Thursday,Working Day,2020,10,October,1,21,Afternoon,Not the pedestrian’s fault,SUV,GRAND CHEROKEE,JEEP,Gray,B,39,430339.8,4584990.72,41.411600953,2.16538432
2020S004548    ,Eixample,la Dreta de l'Eixample,Provença,Thursday,Working Day,2020,10,October,1,15,Afternoon,Not the pedestrian’s fault,Car,C4 CA BHDI100 FEELED,CITROEN,White,B,39,430562.99,4583694.49,41.399945567,2.16820334
2020S004548    ,Eixample,la Dreta de l'Eixample,Provença,Thursday,Working Day,2020,10,October,1,15,Afternoon,Not the pedestrian’s fault,Bicycle,Unknown,Unknown,Gray,B,15,430562.99,4583694.49,41.399945567,2.16820334
2020S004549    ,Sant Martí,el Poblenou,Bac de Roda,Thursday,Working Day,2020,10,October,1,14,Afternoon,Not the pedestrian’s fault,Car,FABIA 1.9,SKODA,Others,B,34,433610.9,4584443.99,41.406953715,2.20457967
2020S004549    ,Sant Martí,el Poblenou,Bac de Roda,Thursday,Working Day,2020,10,October,1,14,Afternoon,Not the pedestrian’s fault,Personal mobility vehicle without motor,Unknown,Unknown,Unknown,Unknown,Unknown,433610.9,4584443.99,41.406953715,2.20457967
2020S004551    ,Horta-Guinardó,el Guinardó,Vinyals,Thursday,Working Day,2020,10,October,1,13,Morning,Not the pedestrian’s fault,Personal mobility vehicle without motor,M-365,XIAOMI,Black,Unknown,Unknown,431243.8,4585791.43,41.41889057,2.17610864
2020S004551    ,Horta-Guinardó,el Guinardó,Vinyals,Thursday,Working Day,2020,10,October,1,13,Morning,Not the pedestrian’s fault,Van,KANGOO,RENAULT,Green,B,35,431243.8,4585791.43,41.41889057,2.17610864
2020S004552    ,Sant Martí,el Clot,Las Navas de Tolosa,Thursday,Working Day,2020,10,October,1,22,Night,Not the pedestrian’s fault,Bicycle,Unknown,Unknown,Unknown,Without permit,Unknown,432430.07,4585071.26,41.412504905,2.19038318
2020S004553    ,Eixample,la Sagrada Família,Castillejos,Friday,Working Day,2020,10,October,2,0,Night,Not the pedestrian’s fault,Car,ZOE,RENAULT,Unknown,B,8,431415.26,4584399.18,41.406365685,2.17831811
2020S004553    ,Eixample,la Sagrada Família,Castillejos,Friday,Working Day,2020,10,October,2,0,Night,Not the pedestrian’s fault,Bicycle,Unknown,Unknown,Gray,Unknown,Unknown,431415.26,4584399.18,41.406365685,2.17831811
2020S004553    ,Eixample,la Sagrada Família,Castillejos,Friday,Working Day,2020,10,October,2,0,Night,Not the pedestrian’s fault,Bicycle,Unknown,BICING,Red,Unknown,Unknown,431415.26,4584399.18,41.406365685,2.17831811
2020S004554    ,Gràcia,Vallcarca i els Penitents,Sant Cugat,Friday,Working Day,2020,10,October,2,4,Night,Not the pedestrian’s fault,Van,PARTNER,PEUGEOT,White,B,36,428109.99,4585678.04,41.417594896,2.13862556
2020S004554    ,Gràcia,Vallcarca i els Penitents,Sant Cugat,Friday,Working Day,2020,10,October,2,4,Night,Not the pedestrian’s fault,Bicycle,ROCKRIDER,DECATHLON,Red,Unknown,Unknown,428109.99,4585678.04,41.417594896,2.13862556
2020S004555    ,Sants-Montjuïc,la Bordeta,Gavà,Thursday,Working Day,2020,10,October,1,9,Morning,Not the pedestrian’s fault,Personal mobility vehicle with motor,Unknown,Unknown,Unknown,Without permit,Unknown,428048.81,4580437.12,41.370386472,2.13851655
2020S004555    ,Sants-Montjuïc,la Bordeta,Gavà,Thursday,Working Day,2020,10,October,1,9,Morning,Not the pedestrian’s fault,Bicycle,Unknown,ES DESCONEIX,Red,B,14,428048.81,4580437.12,41.370386472,2.13851655
2020S004556    ,Sants-Montjuïc,la Marina del Prat Vermell,Longitudinal 5,Friday,Working Day,2020,10,October,2,12,Morning,Not the pedestrian’s fault,Van,PRIMASTAR,NISSAN,White,B,29,426329.83,4575965.87,41.32995997,2.1185071
2020S004556    ,Sants-Montjuïc,la Marina del Prat Vermell,Longitudinal 5,Friday,Working Day,2020,10,October,2,12,Morning,Not the pedestrian’s fault,Other motor vehicles,FD 15 TRANSP O ELEVAD,MITSUBISHI,Green,B,28,426329.83,4575965.87,41.32995997,2.1185071
2020S004557    ,Sant Martí,la Verneda i la Pau,Cantàbria,Friday,Working Day,2020,10,October,2,10,Morning,Not the pedestrian’s fault,Car,208 5P STYL1.4HDI68,PEUGEOT,Red,B,47,433122.44,4586300.72,41.423636247,2.19853077
2020S004558    ,Sants-Montjuïc,Hostafrancs,Espanya,Friday,Working Day,2020,10,October,2,11,Morning,Not the pedestrian’s fault,Motorcycle,YP125R,YAMAHA,Black,B,23,428875.86,4580985.95,41.375403152,2.14834056
2020S004558    ,Sants-Montjuïc,Hostafrancs,Espanya,Friday,Working Day,2020,10,October,2,11,Morning,Not the pedestrian’s fault,Car,TOYOTA PRIUS PLUS,TOYOTA,Black/Yellow,B,11,428875.86,4580985.95,41.375403152,2.14834056
2020S004559    ,Eixample,l'Antiga Esquerra de l'Eixample,Balmes,Friday,Working Day,2020,10,October,2,12,Morning,Not the pedestrian’s fault,Motorcycle,XCITING 250,KYMCO,Blue,B,11,429622.07,4582977.82,41.393408916,2.15703166
2020S004559    ,Eixample,l'Antiga Esquerra de l'Eixample,Balmes,Friday,Working Day,2020,10,October,2,12,Morning,Not the pedestrian’s fault,Car,Unknown,JAGUAR,Black,Unknown,Unknown,429622.07,4582977.82,41.393408916,2.15703166
2020S004560    ,Eixample,l'Antiga Esquerra de l'Eixample,Aragó,Friday,Working Day,2020,10,October,2,14,Afternoon,Not the pedestrian’s fault,Motorcycle,SCV100,HONDA,Maroon,B,1,429845.9,4582433.84,41.388529035,2.15977182
2020S004560    ,Eixample,l'Antiga Esquerra de l'Eixample,Aragó,Friday,Working Day,2020,10,October,2,14,Afternoon,Not the pedestrian’s fault,Car,NV200,NISSAN,Gray,B,11,429845.9,4582433.84,41.388529035,2.15977182
2020S004561    ,Eixample,la Sagrada Família,Rosselló,Friday,Working Day,2020,10,October,2,14,Afternoon,Not the pedestrian’s fault,Motorcycle,LIBERTY 125,PIAGGIO,White,B,7,431060.6,4584368.44,41.406058465,2.17407884
2020S004561    ,Eixample,la Sagrada Família,Rosselló,Friday,Working Day,2020,10,October,2,14,Afternoon,Not the pedestrian’s fault,Car,LEON ST,SEAT,Blue,B,9,431060.6,4584368.44,41.406058465,2.17407884
2020S004562    ,Les Corts,la Maternitat i Sant Ramon,Diagonal,Friday,Working Day,2020,10,October,2,16,Afternoon,Not the pedestrian’s fault,Car,TOYOTA YARIS HYBRID,TOYOTA,White,B,43,426590.9,4582222.46,41.386334594,2.12086913
2020S004562    ,Les Corts,la Maternitat i Sant Ramon,Diagonal,Friday,Working Day,2020,10,October,2,16,Afternoon,Not the pedestrian’s fault,Motorcycle,MT-125,YAMAHA,Gray,B,7,426590.9,4582222.46,41.386334594,2.12086913
2020S004563    ,Horta-Guinardó,Sant Genís dels Agudells,Natzaret,Friday,Working Day,2020,10,October,2,15,Afternoon,Crossing outside pedestrian crossing,Car,NISSAN QASHQAI,NISSAN,Black,B,2,428007.63,4586854.79,41.428184205,2.13726066
2020S004564    ,Eixample,Sant Antoni,Sant Pau,Friday,Working Day,2020,10,October,2,16,Afternoon,Not the pedestrian’s fault,Bicycle,Unknown,TALBOT,Gray,Unknown,Unknown,430129.98,4581301.68,41.378356761,2.16329994
2020S004564    ,Eixample,Sant Antoni,Sant Pau,Friday,Working Day,2020,10,October,2,16,Afternoon,Not the pedestrian’s fault,Personal mobility vehicle with motor,XS,JOYOR,Black,Unknown,Unknown,430129.98,4581301.68,41.378356761,2.16329994
2020S004565    ,Gràcia,el Camp d'en Grassot i Gràcia Nova,Sardenya,Friday,Working Day,2020,10,October,2,15,Afternoon,Not the pedestrian’s fault,Motorcycle,ANC 125,HONDA,White,B,8,430820.48,4584236.55,41.404849935,2.17122139
2020S004565    ,Gràcia,el Camp d'en Grassot i Gràcia Nova,Sardenya,Friday,Working Day,2020,10,October,2,15,Afternoon,Not the pedestrian’s fault,Bicycle,Unknown,BTWIN,Blue,Unknown,Unknown,430820.48,4584236.55,41.404849935,2.17122139
2020S004566    ,Eixample,la Sagrada Família,València,Friday,Working Day,2020,10,October,2,15,Afternoon,Disobey traffic light signal,Motorcycle,NC750SD,HONDA,Red,A2,1,431400.04,4584104.6,41.403711195,2.17816944
2020S004567    ,Sant Martí,el Poblenou,Pere IV,Friday,Working Day,2020,10,October,2,20,Afternoon,Not the pedestrian’s fault,Motorcycle,NQI GT PRO CARGO,NIU,White,B,8,432872.61,4583712.12,41.400300609,2.19582862
2020S004567    ,Sant Martí,el Poblenou,Pere IV,Friday,Working Day,2020,10,October,2,20,Afternoon,Not the pedestrian’s fault,Bicycle,Unknown,BICING,Unknown,B,12,432872.61,4583712.12,41.400300609,2.19582862
2020S004568    ,Eixample,la Dreta de l'Eixample,Corts Catalanes,Friday,Working Day,2020,10,October,2,17,Afternoon,Not the pedestrian’s fault,Motorcycle,Raw 125,HANWAY,Unknown,B,12,430557.83,4582516.3,41.389333538,2.1682768
2020S004568    ,Eixample,la Dreta de l'Eixample,Corts Catalanes,Friday,Working Day,2020,10,October,2,17,Afternoon,Not the pedestrian’s fault,Van,JUMPY TALLA XL BLUEHDI,CITROEN,Gray,B,15,430557.83,4582516.3,41.389333538,2.1682768
2020S004568    ,Eixample,la Dreta de l'Eixample,Corts Catalanes,Friday,Working Day,2020,10,October,2,17,Afternoon,Not the pedestrian’s fault,Motorcycle,CBF125M,HONDA,Red,B,17,430557.83,4582516.3,41.389333538,2.1682768
2020S004569    ,Les Corts,la Maternitat i Sant Ramon,Martí i Franquès,Friday,Working Day,2020,10,October,2,20,Afternoon,Not the pedestrian’s fault,Car,MEGANE,RENAULT,Unknown,B,6,426397.19,4582070.49,41.384948154,2.118571
2020S004569    ,Les Corts,la Maternitat i Sant Ramon,Martí i Franquès,Friday,Working Day,2020,10,October,2,20,Afternoon,Not the pedestrian’s fault,Motorcycle,"RKF, RKF 125",KEEWAY,Black,B,12,426397.19,4582070.49,41.384948154,2.118571
2020S004570    ,Nou Barris,la Prosperitat,Valldaura,Friday,Working Day,2020,10,October,2,20,Afternoon,Not the pedestrian’s fault,Car,116D,BMW,Gray,B,1,431696.92,4588060.55,41.439366428,2.18127381
2020S004570    ,Nou Barris,la Prosperitat,Valldaura,Friday,Working Day,2020,10,October,2,20,Afternoon,Not the pedestrian’s fault,Bicycle,Unknown,Unknown,Black,Unknown,Unknown,431696.92,4588060.55,41.439366428,2.18127381
2020S004571    ,Eixample,l'Antiga Esquerra de l'Eixample,Aragó,Friday,Working Day,2020,10,October,2,19,Afternoon,Not the pedestrian’s fault,Motorcycle,FJS400D,HONDA,Unknown,A2,27,429870.6,4582413.71,41.388349885,2.16006956
2020S004571    ,Eixample,l'Antiga Esquerra de l'Eixample,Aragó,Friday,Working Day,2020,10,October,2,19,Afternoon,Not the pedestrian’s fault,Motorcycle,SH 125,HONDA,Black,B,26,429870.6,4582413.71,41.388349885,2.16006956
2020S004572    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Mandri,Saturday,Working Day,2020,10,October,3,1,Night,Not the pedestrian’s fault,Car,COLT,MITSUBISHI,Unknown,B,0,427652.24,4584160.93,41.403889824,2.13333012
2020S004572    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Mandri,Saturday,Working Day,2020,10,October,3,1,Night,Not the pedestrian’s fault,Car,PICANTO,KIA,Unknown,B,4,427652.24,4584160.93,41.403889824,2.13333012
2020S004573    ,Nou Barris,Porta,Maladeta,Friday,Working Day,2020,10,October,2,22,Night,Not the pedestrian’s fault,Motorcycle,NSS125AD,HONDA,White,B,12,431134.77,4587406.23,41.433425164,2.17462004
2020S004573    ,Nou Barris,Porta,Maladeta,Friday,Working Day,2020,10,October,2,22,Night,Not the pedestrian’s fault,Car,TOYOTA AURIS,TOYOTA,White,B,20,431134.77,4587406.23,41.433425164,2.17462004
2020S004574    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Augusta,Saturday,Working Day,2020,10,October,3,2,Night,Not the pedestrian’s fault,Car,FIAT TIPO,FIAT,Blue,B,10,428004.86,4583465.19,41.397655243,2.13763108
2020S004574    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Augusta,Saturday,Working Day,2020,10,October,3,2,Night,Not the pedestrian’s fault,Car,LEON 1.6,SEAT,Black,B,2,428004.86,4583465.19,41.397655243,2.13763108
2020S004575    ,Sant Andreu,la Trinitat Vella,B-20 (Llobregat),Saturday,Working Day,2020,10,October,3,1,Night,Not the pedestrian’s fault,Car,ASX 180 DI,MITSUBISHI,Black,B,18,432744.11,4589215.09,41.449853429,2.19367906
2020S004575    ,Sant Andreu,la Trinitat Vella,B-20 (Llobregat),Saturday,Working Day,2020,10,October,3,1,Night,Not the pedestrian’s fault,Car,NISSAN MICRA,NISSAN,Black,B,13,432744.11,4589215.09,41.449853429,2.19367906
2020S004576    ,Horta-Guinardó,la Font d'en Fargues,Maragall,Saturday,Working Day,2020,10,October,3,10,Morning,Not the pedestrian’s fault,Car,ARONA,SEAT,White,B,62,430252.64,4586788.18,41.427782456,2.16413415
2020S004576    ,Horta-Guinardó,la Font d'en Fargues,Maragall,Saturday,Working Day,2020,10,October,3,10,Morning,Not the pedestrian’s fault,Motorcycle,Z650,KAWASAKI,Black,A2,2,430252.64,4586788.18,41.427782456,2.16413415
2020S004577    ,Eixample,l'Antiga Esquerra de l'Eixample,Aragó,Saturday,Working Day,2020,10,October,3,10,Morning,Not the pedestrian’s fault,Moped,JET 14 50,SYM,White,B,2,429881.38,4582424.2,41.388445306,2.16019727
2020S004577    ,Eixample,l'Antiga Esquerra de l'Eixample,Aragó,Saturday,Working Day,2020,10,October,3,10,Morning,Not the pedestrian’s fault,Van,JUMPY TALLA M BLUEHDI,CITROEN,White,Unknown,Unknown,429881.38,4582424.2,41.388445306,2.16019727
2020S004577    ,Eixample,l'Antiga Esquerra de l'Eixample,Aragó,Saturday,Working Day,2020,10,October,3,10,Morning,Not the pedestrian’s fault,Car,TIGUAN,VOLKSWAGEN,White,B,57,429881.38,4582424.2,41.388445306,2.16019727
2020S004578    ,Sant Andreu,el Bon Pastor,Arbeca,Saturday,Working Day,2020,10,October,3,12,Morning,Not the pedestrian’s fault,Car,KUGA,FORD,Gray,B,6,433926.02,4588042.75,41.439392745,2.20795604
2020S004578    ,Sant Andreu,el Bon Pastor,Arbeca,Saturday,Working Day,2020,10,October,3,12,Morning,Not the pedestrian’s fault,Motorcycle,VFR800,HONDA,Black,A,23,433926.02,4588042.75,41.439392745,2.20795604
2020S004579    ,Sants-Montjuïc,Sants,Berlín,Saturday,Working Day,2020,10,October,3,13,Morning,Not the pedestrian’s fault,Motorcycle,CB 600F,HONDA,Unknown,A,5,428086.48,4581832.77,41.382959962,2.13880127
2020S004579    ,Sants-Montjuïc,Sants,Berlín,Saturday,Working Day,2020,10,October,3,13,Morning,Not the pedestrian’s fault,Motorcycle,X-MAX 125,YAMAHA,Gray,B,40,428086.48,4581832.77,41.382959962,2.13880127
2020S004580    ,Sarrià-Sant Gervasi,les Tres Torres,Carril,Saturday,Working Day,2020,10,October,3,12,Morning,Not the pedestrian’s fault,Car,ASTRA,OPEL,Gray,B,31,427386.95,4583506.34,41.397970274,2.13023518
2020S004580    ,Sarrià-Sant Gervasi,les Tres Torres,Carril,Saturday,Working Day,2020,10,October,3,12,Morning,Not the pedestrian’s fault,Motorcycle,SH125AD,HONDA,Black,A1,6,427386.95,4583506.34,41.397970274,2.13023518
2020S004581    ,Sarrià-Sant Gervasi,el Putxet i el Farró,General Mitre,Saturday,Working Day,2020,10,October,3,14,Afternoon,Not the pedestrian’s fault,Car,TOYOTA C-HR,TOYOTA,Gray,B,4,428273.21,4584231.67,41.404582623,2.14075002
2020S004581    ,Sarrià-Sant Gervasi,el Putxet i el Farró,General Mitre,Saturday,Working Day,2020,10,October,3,14,Afternoon,Not the pedestrian’s fault,Motorcycle,NSC110MPD,HONDA,Black,A1,14,428273.21,4584231.67,41.404582623,2.14075002
2020S004582    ,Sarrià-Sant Gervasi,les Tres Torres,Mig (Descendent),Friday,Working Day,2020,10,October,2,12,Morning,Not the pedestrian’s fault,Moped,LIBERTY,PIAGGIO,Others,B,4,427707.3,4583220.56,41.395425248,2.13410112
2020S004582    ,Sarrià-Sant Gervasi,les Tres Torres,Mig (Descendent),Friday,Working Day,2020,10,October,2,12,Morning,Not the pedestrian’s fault,Car,A 180,MERCEDES,Unknown,Unknown,Unknown,427707.3,4583220.56,41.395425248,2.13410112
2020S004583    ,Horta-Guinardó,la Vall d'Hebron,Vall d'Hebron,Friday,Working Day,2020,10,October,2,21,Afternoon,Not the pedestrian’s fault,Personal mobility vehicle with motor,Unknown,Unknown,Unknown,Unknown,Unknown,428953.07,4587664.98,41.43556547,2.14847933
2020S004584    ,Ciutat Vella,el Barri Gòtic,Rambla,Friday,Working Day,2020,10,October,2,19,Afternoon,Not the pedestrian’s fault,Car,Unknown,Unknown,Unknown,Unknown,Unknown,430811.39,4581916.38,41.3839521,2.17137788
2020S004584    ,Ciutat Vella,el Barri Gòtic,Rambla,Friday,Working Day,2020,10,October,2,19,Afternoon,Not the pedestrian’s fault,Personal mobility vehicle with motor,Unknown,Unknown,Unknown,Unknown,Unknown,430811.39,4581916.38,41.3839521,2.17137788
2020S004585    ,Nou Barris,Vilapicina i la Torre Llobeta,Fabra i Puig,Saturday,Working Day,2020,10,October,3,18,Afternoon,Not the pedestrian’s fault,Personal mobility vehicle with motor,M-365,XIAOMI,Black,Unknown,Unknown,431371.64,4587040.12,41.430148029,2.17749647
2020S004586    ,Eixample,el Fort Pienc,Marina,Saturday,Working Day,2020,10,October,3,10,Morning,Not the pedestrian’s fault,Personal mobility vehicle with motor,Unknown,ES DESCONEIX,Black,Unknown,Unknown,431847.78,4583352.9,41.396978955,2.18361019
2020S004587    ,Sant Andreu,el Bon Pastor,Litoral (Besòs),Saturday,Working Day,2020,10,October,3,18,Afternoon,Not the pedestrian’s fault,Car,MAZDA CX 5,MAZDA,Black,B,39,433996.6,4587900.48,41.43811717,2.20881637
2020S004587    ,Sant Andreu,el Bon Pastor,Litoral (Besòs),Saturday,Working Day,2020,10,October,3,18,Afternoon,Not the pedestrian’s fault,Car,REXTON,SSANGYONG,Black,B,13,433996.6,4587900.48,41.43811717,2.20881637
2020S004588    ,Sant Andreu,el Bon Pastor,Caracas,Saturday,Working Day,2020,10,October,3,19,Afternoon,Not the pedestrian’s fault,Car,LEON,SEAT,White,Unknown,Unknown,433487.27,4588613.29,41.444495174,2.20264174
2020S004588    ,Sant Andreu,el Bon Pastor,Caracas,Saturday,Working Day,2020,10,October,3,19,Afternoon,Not the pedestrian’s fault,Car,NUEVO 3008 ALLURE 1.2L,PEUGEOT,White,B,35,433487.27,4588613.29,41.444495174,2.20264174
2020S004588    ,Sant Andreu,el Bon Pastor,Caracas,Saturday,Working Day,2020,10,October,3,19,Afternoon,Not the pedestrian’s fault,Car,VECTRA,OPEL,Gray,Unknown,Unknown,433487.27,4588613.29,41.444495174,2.20264174
2020S004588    ,Sant Andreu,el Bon Pastor,Caracas,Saturday,Working Day,2020,10,October,3,19,Afternoon,Not the pedestrian’s fault,Car,ASX 160 MPI MOTION,MITSUBISHI,Black,B,35,433487.27,4588613.29,41.444495174,2.20264174
2020S004589    ,Eixample,la Dreta de l'Eixample,Pau Claris,Saturday,Working Day,2020,10,October,3,21,Afternoon,Not the pedestrian’s fault,Motorcycle,WW125EX2,HONDA,Unknown,B,3,430341.75,4583004.82,41.393714788,2.16563631
2020S004590    ,Nou Barris,Canyelles,Favència,Thursday,Working Day,2020,9,September,17,13,Morning,Others,Car,XSARA PIC,CITROEN,Gold,B,3,430457.12,4588348.41,41.441852588,2.1664015
2020S004590    ,Nou Barris,Canyelles,Favència,Thursday,Working Day,2020,9,September,17,13,Morning,Disobey traffic light signal,Car,XSARA PIC,CITROEN,Gold,B,3,430457.12,4588348.41,41.441852588,2.1664015
2020S004591    ,Les Corts,les Corts,Sarrià,Saturday,Working Day,2020,10,October,3,21,Afternoon,Not the pedestrian’s fault,Car,IBIZA,SEAT,Blue,B,3,427430.32,4582878.74,41.392321652,2.1308292
2020S004591    ,Les Corts,les Corts,Sarrià,Saturday,Working Day,2020,10,October,3,21,Afternoon,Not the pedestrian’s fault,Motorcycle,SH 300,HONDA,Black,B,20,427430.32,4582878.74,41.392321652,2.1308292
2020S004592    ,Sant Martí,Provençals del Poblenou,Josep Pla,Saturday,Working Day,2020,10,October,3,21,Afternoon,Not the pedestrian’s fault,Car,NISSAN QASHQAI,NISSAN,Gray,B,19,434171.38,4585017.61,41.412166291,2.21122234
