Case_Number,District_Name,Neighborhood_Name,Street_Name,Day_of_Week,Day_Type,Year,Month_Number,Month_Name,Day_of_Month,Hour_of_Day,Shift_Description,Pedestrian_Cause_Description,Vehicle_Type_Description,Vehicle_Model,Vehicle_Brand,Vehicle_Color,License_Description,License_Age,Coordenada_UTM_X,Coordenada_UTM_Y,Latitud,Longitud
2020S000001    ,Horta-Guinardó,la Font d'en Fargues,Maragall,Wednesday,Working Day,2020,1,January,1,0,Night,Not the pedestrian’s fault,Car,C4 CACTUS BLUEHDI 100,CITROEN,Unknown,B,4,430501.45,4586751.53,41.42747394,2.16711584
2020S000002    ,Sants-Montjuïc,la Bordeta,Corts Catalanes,Wednesday,Working Day,2020,1,January,1,2,Night,Disobey traffic light signal,Taxi,V 220 D,MERCEDES-BENZ,Black/Yellow,B,11,428225.71,4580279.72,41.368984627,2.14065026
2020S000003    ,Eixample,l'Antiga Esquerra de l'Eixample,Sarrià,Wednesday,Working Day,2020,1,January,1,2,Night,Not the pedestrian’s fault,Motorcycle,YP250R,YAMAHA,Black,A,24,428532.59,4582672.59,41.390563692,2.14403698
2020S000003    ,Eixample,l'Antiga Esquerra de l'Eixample,Sarrià,Wednesday,Working Day,2020,1,January,1,2,Night,Not the pedestrian’s fault,Car,LODGY,DACIA,Black/Yellow,B,9,428532.59,4582672.59,41.390563692,2.14403698
2020S000004    ,Les Corts,les Corts,Doctor Fleming,Wednesday,Working Day,2020,1,January,1,6,Morning,Not the pedestrian’s fault,Car,LEON,SEAT,Gray,B,4,427929.13,4582767.09,41.391360941,2.13680838
2020S000004    ,Les Corts,les Corts,Doctor Fleming,Wednesday,Working Day,2020,1,January,1,6,Morning,Not the pedestrian’s fault,Taxi,TOLEDO ECOMOTIVE,SEAT,Black/Yellow,B,19,427929.13,4582767.09,41.391360941,2.13680838
2020S000005    ,Eixample,la Dreta de l'Eixample,Sant Pere,Wednesday,Working Day,2020,1,January,1,4,Night,Others,Moped,Unknown,Unknown,Unknown,Unknown,Unknown,431157.87,4582598.57,41.390126129,2.17544381
2020S000006    ,Sants-Montjuïc,Sants - Badal,Sants,Wednesday,Working Day,2020,1,January,1,10,Morning,Not the pedestrian’s fault,Car,XSARA 16I EXCL 5P,CITROEN,Gray,Unknown,Unknown,427018.47,4581015.94,41.375506869,2.12612787
2020S000007    ,Sant Andreu,Sant Andreu,Meridiana,Wednesday,Working Day,2020,1,January,1,13,Morning,Not the pedestrian’s fault,Motorcycle,TWEET 125,PEUGEOT,Unknown,B,Unknown,431931.99,4587522.49,41.434540282,2.18414801
2020S000007    ,Sant Andreu,Sant Andreu,Meridiana,Wednesday,Working Day,2020,1,January,1,13,Morning,Not the pedestrian’s fault,Car,XSARA 19TD IMAGE,CITROEN,Green,B,50,431931.99,4587522.49,41.434540282,2.18414801
2020S000008    ,Sarrià-Sant Gervasi,Sarrià,Santa Eulàlia,Wednesday,Working Day,2020,1,January,1,14,Afternoon,Not the pedestrian’s fault,Bus,O 530,MERCEDES-BENZ,Red,D,10,426049.39,4584165.47,41.403784796,2.11415576
2020S000009    ,Eixample,la Dreta de l'Eixample,Aragó,Wednesday,Working Day,2020,1,January,1,14,Afternoon,Not the pedestrian’s fault,Motorcycle,SH 125,HONDA,White,B,7,430435.12,4582966.26,41.393375576,2.1667575
2020S000009    ,Eixample,la Dreta de l'Eixample,Aragó,Wednesday,Working Day,2020,1,January,1,14,Afternoon,Not the pedestrian’s fault,Car,LEON 1.6 5V,SEAT,Gray,B,3,430435.12,4582966.26,41.393375576,2.1667575
2020S000010    ,Sant Martí,la Verneda i la Pau,Cantàbria,Wednesday,Working Day,2020,1,January,1,18,Afternoon,Not the pedestrian’s fault,Motorcycle,MTN850-A (MT-09 ABS),YAMAHA,Gray,A,4,433207.58,4586347.25,41.424062416,2.19954443
2020S000010    ,Sant Martí,la Verneda i la Pau,Cantàbria,Wednesday,Working Day,2020,1,January,1,18,Afternoon,Not the pedestrian’s fault,Car,ONE,MINI,Red,B,3,433207.58,4586347.25,41.424062416,2.19954443
2020S000011    ,Sant Andreu,Sant Andreu,Meridiana,Wednesday,Working Day,2020,1,January,1,17,Afternoon,Not the pedestrian’s fault,Car,ASTRA,OPEL,Unknown,B,27,431930.41,4587485.64,41.434208253,2.18413325
2020S000012    ,Sants-Montjuïc,la Marina de Port,Corts Catalanes,Wednesday,Working Day,2020,1,January,1,21,Afternoon,Not the pedestrian’s fault,Motorcycle,CBR125R,HONDA,Others,A,20,428132.8,4580116.76,41.367508608,2.13955875
2020S000012    ,Sants-Montjuïc,la Marina de Port,Corts Catalanes,Wednesday,Working Day,2020,1,January,1,21,Afternoon,Not the pedestrian’s fault,Car,C 220 D,MERCEDES-BENZ,White,B,Unknown,428132.8,4580116.76,41.367508608,2.13955875
2020S000013    ,Horta-Guinardó,Horta,Cartellà,Wednesday,Working Day,2020,1,January,1,22,Night,Not the pedestrian’s fault,Moped,JET SPORT 50,S.Y.M,Blue,B,6,430312.14,4587069.31,41.430319654,2.16481375
2020S000014    ,Sant Andreu,la Sagrera,Gran de la Sagrera,Thursday,Working Day,2020,1,January,2,0,Night,Not the pedestrian’s fault,Motorcycle,CITYCOM 300,S.Y.M,White,A2,1,432495.23,4586217.01,41.422829809,2.19103482
2020S000014    ,Sant Andreu,la Sagrera,Gran de la Sagrera,Thursday,Working Day,2020,1,January,2,0,Night,Not the pedestrian’s fault,Car,X1 SDRIVE18D,BMW,Gray,B,18,432495.23,4586217.01,41.422829809,2.19103482
2020S000015    ,Sant Andreu,Baró de Viver,B-10 (Llobregat),Thursday,Working Day,2020,1,January,2,8,Morning,Not the pedestrian’s fault,Motorcycle,ST 1300,HONDA,White,A,23,433346.77,4589084.0,41.448723046,2.20090798
2020S000015    ,Sant Andreu,Baró de Viver,B-10 (Llobregat),Thursday,Working Day,2020,1,January,2,8,Morning,Not the pedestrian’s fault,Car,CORSA-E,OPEL,White,B,30,433346.77,4589084.0,41.448723046,2.20090798
2020S000016    ,Horta-Guinardó,el Carmel,Sigüenza,Wednesday,Working Day,2020,1,January,1,21,Afternoon,Not the pedestrian’s fault,Motorcycle,SYMPHONY 125 SR,S.Y.M,Blue,A,15,429316.61,4586333.62,41.42360655,2.15298602
2020S000016    ,Horta-Guinardó,el Carmel,Sigüenza,Wednesday,Working Day,2020,1,January,1,21,Afternoon,Not the pedestrian’s fault,Motorcycle,NSC110MPD,HONDA,Unknown,B,5,429316.61,4586333.62,41.42360655,2.15298602
2020S000017    ,Sants-Montjuïc,la Marina de Port,Corts Catalanes,Thursday,Working Day,2020,1,January,2,12,Morning,Not the pedestrian’s fault,Car,GLA 200,MERCEDES,Gray,B,10,427981.21,4579963.82,41.366117574,2.13776456
2020S000017    ,Sants-Montjuïc,la Marina de Port,Corts Catalanes,Thursday,Working Day,2020,1,January,2,12,Morning,Not the pedestrian’s fault,Motorcycle,SH 150,HONDA,Green,A2,35,427981.21,4579963.82,41.366117574,2.13776456
2020S000018    ,Sarrià-Sant Gervasi,Sarrià,Bonanova,Thursday,Working Day,2020,1,January,2,14,Afternoon,Not the pedestrian’s fault,Car,A3 SPORTBACK,AUDI,White,B,2,426893.17,4583918.34,41.401636216,2.12427918
2020S000018    ,Sarrià-Sant Gervasi,Sarrià,Bonanova,Thursday,Working Day,2020,1,January,2,14,Afternoon,Not the pedestrian’s fault,Motorcycle,FES 125,HONDA,Black,B,31,426893.17,4583918.34,41.401636216,2.12427918
2020S000019    ,Sants-Montjuïc,la Marina de Port,Foc,Thursday,Working Day,2020,1,January,2,16,Afternoon,Not the pedestrian’s fault,Motorcycle,SH125AD,HONDA,White,B,6,428358.19,4578917.18,41.356724483,2.14239521
2020S000019    ,Sants-Montjuïc,la Marina de Port,Foc,Thursday,Working Day,2020,1,January,2,16,Afternoon,Not the pedestrian’s fault,Car,406 4P SVDT 2.0,PEUGEOT,Unknown,B,11,428358.19,4578917.18,41.356724483,2.14239521
2020S000020    ,Nou Barris,Vilapicina i la Torre Llobeta,Maragall,Thursday,Working Day,2020,1,January,2,16,Afternoon,Not the pedestrian’s fault,Motorcycle,JOYMAX 125I SPORT,S.Y.M,Unknown,B,2,430530.43,4586772.29,41.427663426,2.16746025
2020S000020    ,Nou Barris,Vilapicina i la Torre Llobeta,Maragall,Thursday,Working Day,2020,1,January,2,16,Afternoon,Not the pedestrian’s fault,Car,318D,BMW,Unknown,B,12,430530.43,4586772.29,41.427663426,2.16746025
2020S000021    ,Eixample,la Nova Esquerra de l'Eixample,Aragó,Thursday,Working Day,2020,1,January,2,16,Afternoon,Not the pedestrian’s fault,Van,VITO FURGÓN 111 CDI,MERCEDES-BENZ,White,B,22,428886.09,4581486.26,41.37991018,2.14840415
2020S000021    ,Eixample,la Nova Esquerra de l'Eixample,Aragó,Thursday,Working Day,2020,1,January,2,16,Afternoon,Not the pedestrian’s fault,Motorcycle,YAGER GT 300,KYMCO,Gray,A2,11,428886.09,4581486.26,41.37991018,2.14840415
2020S000022    ,Ciutat Vella,el Barri Gòtic,Laietana,Thursday,Working Day,2020,1,January,2,14,Afternoon,Not the pedestrian’s fault,Car,FIAT TIPO,FIAT,Black/Yellow,B,26,431008.75,4582322.7,41.387628665,2.17369178
2020S000023    ,Eixample,la Dreta de l'Eixample,Corts Catalanes,Thursday,Working Day,2020,1,January,2,19,Afternoon,Not the pedestrian’s fault,Moped,PEOPLE 50,KYMCO,Black,AM,26,430291.57,4582229.49,41.386727286,2.1651254
2020S000023    ,Eixample,la Dreta de l'Eixample,Corts Catalanes,Thursday,Working Day,2020,1,January,2,19,Afternoon,Not the pedestrian’s fault,Car,E 350 CDI,MERCEDES-BENZ,Black,B1,2,430291.57,4582229.49,41.386727286,2.1651254
2020S000024    ,Eixample,la Sagrada Família,Dos de Maig,Thursday,Working Day,2020,1,January,2,16,Afternoon,Not the pedestrian’s fault,Personal mobility vehicle with motor,Unknown,ES DESCONEIX,Unknown,Unknown,Unknown,431556.95,4584619.83,41.408365094,2.17998818
2020S000024    ,Eixample,la Sagrada Família,Dos de Maig,Thursday,Working Day,2020,1,January,2,16,Afternoon,Not the pedestrian’s fault,Personal mobility vehicle with motor, ,JOYOR,Black,Without permit,Unknown,431556.95,4584619.83,41.408365094,2.17998818
2020S000025    ,Sant Andreu,la Trinitat Vella,Santa Coloma,Thursday,Working Day,2020,1,January,2,19,Afternoon,Not the pedestrian’s fault,Van,INCA 1.9 SDI,SEAT,White,B,2,433025.66,4588976.11,41.447724573,2.19707601
2020S000025    ,Sant Andreu,la Trinitat Vella,Santa Coloma,Thursday,Working Day,2020,1,January,2,19,Afternoon,Not the pedestrian’s fault,Car,A 180,MERCEDES,Red,B,22,433025.66,4588976.11,41.447724573,2.19707601
2020S000026    ,Eixample,Sant Antoni,Universitat,Thursday,Working Day,2020,1,January,2,19,Afternoon,Not the pedestrian’s fault,Motorcycle,KTM 790 DUKE L,KTM,Unknown,B,12,430201.14,4582101.46,41.385566314,2.16405868
2020S000026    ,Eixample,Sant Antoni,Universitat,Thursday,Working Day,2020,1,January,2,19,Afternoon,Not the pedestrian’s fault,Motorcycle,SH 125,HONDA,Unknown,B,5,430201.14,4582101.46,41.385566314,2.16405868
2020S000027    ,Eixample,la Sagrada Família,València,Thursday,Working Day,2020,1,January,2,19,Afternoon,Not the pedestrian’s fault,Moped,ES2,ASKOLL,White,B,11,431622.79,4584356.24,41.405996627,2.18080564
2020S000027    ,Eixample,la Sagrada Família,València,Thursday,Working Day,2020,1,January,2,19,Afternoon,Not the pedestrian’s fault,Moped,ES2,ASKOLL,White,B,13,431622.79,4584356.24,41.405996627,2.18080564
2020S000028    ,Eixample,l'Antiga Esquerra de l'Eixample,Villarroel,Thursday,Working Day,2020,1,January,2,18,Afternoon,Not the pedestrian’s fault,Car,Q2,AUDI,Gray,B,41,429325.57,4582322.85,41.387483811,2.15356183
2020S000029    ,Sants-Montjuïc,Sants - Badal,Mig (Descendent),Thursday,Working Day,2020,1,January,2,21,Afternoon,Not the pedestrian’s fault,Motorcycle,NSC110MPD,HONDA,Maroon,B,15,427269.21,4581410.68,41.379084854,2.12907861
2020S000029    ,Sants-Montjuïc,Sants - Badal,Mig (Descendent),Thursday,Working Day,2020,1,January,2,21,Afternoon,Not the pedestrian’s fault,Car,TOYOTA RAV4,TOYOTA,Red,B,31,427269.21,4581410.68,41.379084854,2.12907861
2020S000030    ,Sants-Montjuïc,la Font de la Guatlla,Sant Fructuós,Thursday,Working Day,2020,1,January,2,21,Afternoon,Not the pedestrian’s fault,Car,ARONA,SEAT,Unknown,B,32,428772.34,4580594.87,41.371871663,2.14714873
2020S000030    ,Sants-Montjuïc,la Font de la Guatlla,Sant Fructuós,Thursday,Working Day,2020,1,January,2,21,Afternoon,Not the pedestrian’s fault,Motorcycle,NSS125AD,HONDA,Black,A,1,428772.34,4580594.87,41.371871663,2.14714873
2020S000031    ,Sants-Montjuïc,la Bordeta,Corts Catalanes,Friday,Working Day,2020,1,January,3,6,Morning,Not the pedestrian’s fault,Car,FIESTA,FORD,White,B,15,428120.05,4580176.09,41.368041834,2.13939928
2020S000031    ,Sants-Montjuïc,la Bordeta,Corts Catalanes,Friday,Working Day,2020,1,January,3,6,Morning,Not the pedestrian’s fault,Motorcycle,SYMPHONY 125 SR,S.Y.M,Gray,B,3,428120.05,4580176.09,41.368041834,2.13939928
2020S000032    ,Les Corts,la Maternitat i Sant Ramon,Diagonal,Friday,Working Day,2020,1,January,3,8,Morning,Walking on the road,Car,LEON,SEAT,Gray,B,6,426117.83,4582064.97,41.384872816,2.11523085
2020S000033    ,Gràcia,la Vila de Gràcia,Gal·la Placídia,Friday,Working Day,2020,1,January,3,11,Morning,Not the pedestrian’s fault,Motorcycle,SYMPHONY 125 ST LC,S.Y.M,Gray,B,14,429346.83,4583589.77,41.398896387,2.1536682
2020S000033    ,Gràcia,la Vila de Gràcia,Gal·la Placídia,Friday,Working Day,2020,1,January,3,11,Morning,Not the pedestrian’s fault,Rigid truck <= 3.5 tons,35C15,TECNOVE FIBERGLASS,Red,B,17,429346.83,4583589.77,41.398896387,2.1536682
2020S000034    ,Sant Martí,el Besòs i el Maresme,Litoral (Besòs),Friday,Working Day,2020,1,January,3,12,Morning,Not the pedestrian’s fault,Car,FIESTA,FORD,Black,B,4,435063.16,4584821.23,41.410470132,2.22191281
2020S000034    ,Sant Martí,el Besòs i el Maresme,Litoral (Besòs),Friday,Working Day,2020,1,January,3,12,Morning,Not the pedestrian’s fault,Van,LT 35,VOLKSWAGEN,Green,B,11,435063.16,4584821.23,41.410470132,2.22191281
2020S000035    ,Nou Barris,Porta,Rosselló i Porcel,Friday,Working Day,2020,1,January,3,12,Morning,Not the pedestrian’s fault,Personal mobility vehicle with motor,M-365,XIAOMI,White,Without permit,Unknown,431855.93,4587772.72,41.436787563,2.18320948
2020S000035    ,Nou Barris,Porta,Rosselló i Porcel,Friday,Working Day,2020,1,January,3,12,Morning,Not the pedestrian’s fault,Motorcycle,GRAND DINK 125,KYMCO,Gray,B,43,431855.93,4587772.72,41.436787563,2.18320948
2020S000036    ,Sarrià-Sant Gervasi,les Tres Torres,Augusta,Friday,Working Day,2020,1,January,3,13,Morning,Not the pedestrian’s fault,Car,CAPTUR,RENAULT,White,B,5,427013.0,4583581.84,41.398616397,2.12575316
2020S000036    ,Sarrià-Sant Gervasi,les Tres Torres,Augusta,Friday,Working Day,2020,1,January,3,13,Morning,Not the pedestrian’s fault,Car,GOLF,VOLKSWAGEN,Black,B,3,427013.0,4583581.84,41.398616397,2.12575316
2020S000036    ,Sarrià-Sant Gervasi,les Tres Torres,Augusta,Friday,Working Day,2020,1,January,3,13,Morning,Not the pedestrian’s fault,Car,ALTEA 1.9,SEAT,Red,B,38,427013.0,4583581.84,41.398616397,2.12575316
2020S000037    ,Sants-Montjuïc,Sants,Sants,Friday,Working Day,2020,1,January,3,13,Morning,Not the pedestrian’s fault,Motorcycle,LIBERTY 125 RST,PIAGGIO,Blue,B,10,427963.11,4580979.18,41.375260945,2.13742746
2020S000037    ,Sants-Montjuïc,Sants,Sants,Friday,Working Day,2020,1,January,3,13,Morning,Not the pedestrian’s fault,Car,A3 1.8,AUDI,Gray,B,35,427963.11,4580979.18,41.375260945,2.13742746
2020S000038    ,Unknown,Unknown,Unknown,Friday,Working Day,2020,1,January,3,13,Morning,Not the pedestrian’s fault,Motorcycle,CB500F,HONDA,Unknown,A2,2,427519.99,4575229.36,41.323434399,2.132816
2020S000038    ,Unknown,Unknown,Unknown,Friday,Working Day,2020,1,January,3,13,Morning,Not the pedestrian’s fault,Car,308 5PALLURE BHDI150,PEUGEOT,Gray,B,23,427519100.0,4575229.37,41.323434489,2.132816
2020S000039    ,Eixample,l'Antiga Esquerra de l'Eixample,Aribau,Friday,Working Day,2020,1,January,3,14,Afternoon,Not the pedestrian’s fault,Motorcycle,AGILITY CITY 125,KYMCO,Blue,B,2,429171.08,4583079.42,41.394284377,2.1516257
2020S000039    ,Eixample,l'Antiga Esquerra de l'Eixample,Aribau,Friday,Working Day,2020,1,January,3,14,Afternoon,Not the pedestrian’s fault,Moped,KISBEE,PEUGEOT,Black,B,10,429171.08,4583079.42,41.394284377,2.1516257
2020S000040    ,Sant Martí,la Vila Olímpica del Poblenou,Litoral,Friday,Working Day,2020,1,January,3,15,Afternoon,Not the pedestrian’s fault,Moped,YH 50,YAMAHA,Maroon,B,31,432910.76,4582300.75,41.387591942,2.19644141
2020S000040    ,Sant Martí,la Vila Olímpica del Poblenou,Litoral,Friday,Working Day,2020,1,January,3,15,Afternoon,Not the pedestrian’s fault,Car,TOYOTA AURIS,TOYOTA,Gray,B,29,432910.76,4582300.75,41.387591942,2.19644141
2020S000041    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Diagonal,Friday,Working Day,2020,1,January,3,15,Afternoon,Not the pedestrian’s fault,Personal mobility vehicle with motor,Unknown,Unknown,Unknown,Unknown,Unknown,429312.19,4583180.97,41.395211425,2.15330161
2020S000041    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Diagonal,Friday,Working Day,2020,1,January,3,15,Afternoon,Not the pedestrian’s fault,Bicycle,Unknown,ES DESCONEIX,Yellow,Unknown,Unknown,429312.19,4583180.97,41.395211425,2.15330161
2020S000042    ,Eixample,la Dreta de l'Eixample,Sant Joan,Friday,Working Day,2020,1,January,3,16,Afternoon,Not the pedestrian’s fault,Van,BOXER FURGÓN 333 L2 H2,PEUGEOT,White,B,10,430875.83,4583386.06,41.397194607,2.17198069
2020S000042    ,Eixample,la Dreta de l'Eixample,Sant Joan,Friday,Working Day,2020,1,January,3,16,Afternoon,Not the pedestrian’s fault,Motorcycle,YP125E,YAMAHA,Black,B,11,430875.83,4583386.06,41.397194607,2.17198069
2020S000043    ,Sant Andreu,Sant Andreu,Pare Manyanet,Friday,Working Day,2020,1,January,3,17,Afternoon,Not the pedestrian’s fault,Motorcycle,PES125,HONDA,Gray,B,30,432785.33,4586796.38,41.428072355,2.19444172
2020S000043    ,Sant Andreu,Sant Andreu,Pare Manyanet,Friday,Working Day,2020,1,January,3,17,Afternoon,Not the pedestrian’s fault,Car,SERIE 1,BMW,Gray,Unknown,Unknown,432785.33,4586796.38,41.428072355,2.19444172
2020S000044    ,Horta-Guinardó,la Vall d'Hebron,Vall d'Hebron,Friday,Working Day,2020,1,January,3,16,Afternoon,Not the pedestrian’s fault,Motorcycle,ST 1300,HONDA,White,A,11,428871.6,4587569.59,41.434699118,2.14751551
2020S000044    ,Horta-Guinardó,la Vall d'Hebron,Vall d'Hebron,Friday,Working Day,2020,1,January,3,16,Afternoon,Not the pedestrian’s fault,Van, ,MERCEDES-BENZ,Green,B,8,428871.6,4587569.59,41.434699118,2.14751551
2020S000045    ,Les Corts,les Corts,Corts,Friday,Working Day,2020,1,January,3,16,Afternoon,Not the pedestrian’s fault,Personal mobility vehicle with motor,M-365,XIAOMI,Unknown,Unknown,Unknown,427512.12,4582072.67,41.385069077,2.13190405
2020S000046    ,Sarrià-Sant Gervasi,el Putxet i el Farró,Ballester,Friday,Working Day,2020,1,January,3,18,Afternoon,Not the pedestrian’s fault,Motorcycle,SH 100,HONDA,Gray,B,23,428729.97,4584520.6,41.407225549,2.14617998
2020S000046    ,Sarrià-Sant Gervasi,el Putxet i el Farró,Ballester,Friday,Working Day,2020,1,January,3,18,Afternoon,Not the pedestrian’s fault,Car,IBIZA 1.4,SEAT,Gray,B,26,428729.97,4584520.6,41.407225549,2.14617998
2020S000047    ,Sant Andreu,la Sagrera,Meridiana,Friday,Working Day,2020,1,January,3,21,Afternoon,Crossing outside pedestrian crossing,Motorcycle,PEOPLE GTI 125,KYMCO,Black,B,15,432125.51,4586182.69,41.422489532,2.1866146
2020S000048    ,Sants-Montjuïc,la Marina del Prat Vermell,B Zona Franca,Friday,Working Day,2020,1,January,3,21,Afternoon,Not the pedestrian’s fault,Car,XSARA PICASSO 1.6,CITROEN,Unknown,Unknown,Unknown,427665.58,4575955.86,41.329990858,2.13446893
2020S000048    ,Sants-Montjuïc,la Marina del Prat Vermell,B Zona Franca,Friday,Working Day,2020,1,January,3,21,Afternoon,Not the pedestrian’s fault,Car,"TOLEDO 1,8",SEAT,Gray,B,12,427665.58,4575955.86,41.329990858,2.13446893
2020S000048    ,Sants-Montjuïc,la Marina del Prat Vermell,B Zona Franca,Friday,Working Day,2020,1,January,3,21,Afternoon,Not the pedestrian’s fault,Car,VECTRA,OPEL,Gray,B,11,427665.58,4575955.86,41.329990858,2.13446893
2020S000049    ,Ciutat Vella,el Raval,Portal de la Pau,Friday,Working Day,2020,1,January,3,21,Afternoon,Not the pedestrian’s fault,Taxi,ALTEA XL,SEAT,Black/Yellow,B,2,431229.39,4581076.77,41.376425825,2.17647201
2020S000049    ,Ciutat Vella,el Raval,Portal de la Pau,Friday,Working Day,2020,1,January,3,21,Afternoon,Not the pedestrian’s fault,Bicycle,Unknown,BICING,Red,Unknown,Unknown,431229.39,4581076.77,41.376425825,2.17647201
2020S000050    ,Gràcia,el Coll,Beat Almató,Saturday,Working Day,2020,1,January,4,1,Night,Not the pedestrian’s fault,Motorcycle,M 620 DARK D.D.,DUCATI,Unknown,Unknown,Unknown,428943.8,4585730.02,41.418137263,2.14859592
2020S000050    ,Gràcia,el Coll,Beat Almató,Saturday,Working Day,2020,1,January,4,1,Night,Not the pedestrian’s fault,Motorcycle,FZ1-S,YAMAHA,Black,A,11,428943.8,4585730.02,41.418137263,2.14859592
2020S000051    ,Eixample,la Dreta de l'Eixample,Mossèn Jacint Verdaguer,Saturday,Working Day,2020,1,January,4,5,Night,Not the pedestrian’s fault,Car,M5,BMW,White,B,8,430706.56,4583594.99,41.399061796,2.16993208
2020S000052    ,Sant Andreu,Navas,Espronceda,Saturday,Working Day,2020,1,January,4,7,Morning,Not the pedestrian’s fault,Motorcycle,SH125D,HONDA,White,B,19,431970.16,4585923.86,41.420145186,2.18478482
2020S000052    ,Sant Andreu,Navas,Espronceda,Saturday,Working Day,2020,1,January,4,7,Morning,Not the pedestrian’s fault,Car,LEON 1.9 TDI 5V,SEAT,Blue,Unknown,Unknown,431970.16,4585923.86,41.420145186,2.18478482
2020S000052    ,Sant Andreu,Navas,Espronceda,Saturday,Working Day,2020,1,January,4,7,Morning,Not the pedestrian’s fault,Car,TOURAN 1.9,VOLKSWAGEN,Red,B,3,431970.16,4585923.86,41.420145186,2.18478482
2020S000053    ,Sants-Montjuïc,la Marina de Port,Polvorí,Saturday,Working Day,2020,1,January,4,8,Morning,Not the pedestrian’s fault,Car,CORSA,OPEL,White,Unknown,Unknown,428405.15,4579740.79,41.364146652,2.1428593
2020S000053    ,Sants-Montjuïc,la Marina de Port,Polvorí,Saturday,Working Day,2020,1,January,4,8,Morning,Not the pedestrian’s fault,Car,2008 STYLE PURETECH 82,PEUGEOT,Gray,Unknown,Unknown,428405.15,4579740.79,41.364146652,2.1428593
2020S000053    ,Sants-Montjuïc,la Marina de Port,Polvorí,Saturday,Working Day,2020,1,January,4,8,Morning,Not the pedestrian’s fault,Car,NUEVO C3 AIRCROSS PURE,CITROEN,Gray,B,3,428405.15,4579740.79,41.364146652,2.1428593
2020S000054    ,Sant Martí,el Poblenou,Ramon Turró,Saturday,Working Day,2020,1,January,4,10,Morning,Not the pedestrian’s fault,Car,IBIZA,SEAT,White,B,2,433102.1,4583287.77,41.396497735,2.19862067
2020S000054    ,Sant Martí,el Poblenou,Ramon Turró,Saturday,Working Day,2020,1,January,4,10,Morning,Not the pedestrian’s fault,Motorcycle,FJS400D,HONDA,Black,A,41,433102.1,4583287.77,41.396497735,2.19862067
2020S000055    ,Eixample,la Dreta de l'Eixample,Sant Joan,Saturday,Working Day,2020,1,January,4,12,Morning,Not the pedestrian’s fault,Car,ALFA GIULIETTA,ALFA ROMEO,White,B,8,430540.89,4583823.4,41.401104708,2.16792419
2020S000055    ,Eixample,la Dreta de l'Eixample,Sant Joan,Saturday,Working Day,2020,1,January,4,12,Morning,Not the pedestrian’s fault,Motorcycle,SH 125,HONDA,Black,B,16,430540.89,4583823.4,41.401104708,2.16792419
2020S000056    ,Nou Barris,la Prosperitat,Dalt (Llobregat),Saturday,Working Day,2020,1,January,4,13,Morning,Not the pedestrian’s fault,Car,A 200,MERCEDES-BENZ,White,B,29,431626.51,4588805.26,41.446067764,2.18034673
2020S000056    ,Nou Barris,la Prosperitat,Dalt (Llobregat),Saturday,Working Day,2020,1,January,4,13,Morning,Not the pedestrian’s fault,Motorcycle,Z 750,KAWASAKI,Green,A,9,431626.51,4588805.26,41.446067764,2.18034673
2020S000057    ,Sants-Montjuïc,el Poble-sec,Espanya,Saturday,Working Day,2020,1,January,4,14,Afternoon,Not the pedestrian’s fault,Motorcycle,WW125EX2,HONDA,White,B,12,428940.71,4580909.36,41.374719063,2.14912497
2020S000057    ,Sants-Montjuïc,el Poble-sec,Espanya,Saturday,Working Day,2020,1,January,4,14,Afternoon,Not the pedestrian’s fault,Taxi,TOYOTA PRIUS,TOYOTA,Black/Yellow,B,5,428940.71,4580909.36,41.374719063,2.14912497
2020S000058    ,Eixample,el Fort Pienc,Corts Catalanes,Saturday,Working Day,2020,1,January,4,14,Afternoon,Not the pedestrian’s fault,Van,REXTON,SSANGYONG,Black,B,10,431936.43,4583838.41,41.401359317,2.18461595
2020S000058    ,Eixample,el Fort Pienc,Corts Catalanes,Saturday,Working Day,2020,1,January,4,14,Afternoon,Not the pedestrian’s fault,Car,206,PEUGEOT,Silver,B,7,431936.43,4583838.41,41.401359317,2.18461595
2020S000058    ,Eixample,el Fort Pienc,Corts Catalanes,Saturday,Working Day,2020,1,January,4,14,Afternoon,Not the pedestrian’s fault,Car,MAZDA 3,MAZDA,Red,B,46,431936.43,4583838.41,41.401359317,2.18461595
2020S000059    ,Nou Barris,el Turó de la Peira,Fabra i Puig,Saturday,Working Day,2020,1,January,4,15,Afternoon,Disobey traffic light signal,Motorcycle,F 800 R,BMW,Others,A2,1,430943.82,4587080.88,41.43047845,2.17237195
2020S000060    ,Eixample,la Dreta de l'Eixample,Corts Catalanes,Saturday,Working Day,2020,1,January,4,15,Afternoon,Not the pedestrian’s fault,Personal mobility vehicle with motor,M-365,XIAOMI,White,Unknown,Unknown,430557.83,4582516.3,41.389333538,2.1682768
2020S000060    ,Eixample,la Dreta de l'Eixample,Corts Catalanes,Saturday,Working Day,2020,1,January,4,15,Afternoon,Not the pedestrian’s fault,Car,GOLF,VOLKSWAGEN,Black,B,3,430557.83,4582516.3,41.389333538,2.1682768
2020S000061    ,Ciutat Vella,el Raval,Rambla,Saturday,Working Day,2020,1,January,4,19,Afternoon,Crossing outside pedestrian crossing,Articulated bus,HYBRID H18,SOLARIS,Unknown,D,11,431090.32,4581379.45,41.379140076,2.17477465
