Case_Number,District_Name,Neighborhood_Name,Street_Name,Day_of_Week,Date,Day_Type_Description,Year,Month_of_Year,Month_Name,Day_of_Month,Shift_Description,Hour_of_Day,Pedestrian_Cause_Description,Involved_Vehicle_Type_Description,Gender_Description,Age,Person_Type_Description,Pedestrian_Accident_Location_Description,Pedestrian_Movement_Reason_Description,Driver_Movement_Reason_Description,Victimization_Description,Coordenada_UTM_X,Coordenada_UTM_Y,Longitud,Latitud
2020S001408    ,Sarriŕ-Sant Gervasi,Sant Gervasi - Galvany,Diagonal,Monday,2020-02-24,Laboral,2020,2,February,24,Afternoon,16:00:00,Unknown,Car,Male,67,Driver,Unknown,Unknown,Unknown,Uninjured,428682.75,4582975.99,2.14579714,41.393309641
2020S001408    ,Sarriŕ-Sant Gervasi,Sant Gervasi - Galvany,Diagonal,Monday,2020-02-24,Laboral,2020,2,February,24,Afternoon,16:00:00,Unknown,Motorcycle,Male,55,Driver,Unknown,Unknown,In transit (commuting),Minor injury: Hospitalization up to 24 hours,428682.75,4582975.99,2.14579714,41.393309641
2020S001409    ,Nou Barris,Porta,Rio de Janeiro,Monday,2020-02-24,Laboral,2020,2,February,24,Afternoon,17:00:00,Others,Ciclomotor,Male,27,Driver,Unknown,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,431685.66,4587994.0,2.18114657,41.438766078
2020S001409    ,Nou Barris,Porta,Rio de Janeiro,Monday,2020-02-24,Laboral,2020,2,February,24,Afternoon,17:00:00,Others,Ciclomotor,Female,38,Pedestrian,Unknown,Leisure and entertainment,Unknown,Uninjured,431685.66,4587994.0,2.18114657,41.438766078
2020S001410    ,Sant Martí,la Verneda i la Pau,Guipúscoa,Monday,2020-02-24,Laboral,2020,2,February,24,Afternoon,17:00:00,Unknown,Bicicleta,Female,66,Driver,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,433523.34,4585980.12,2.20336328,41.420781985
2020S001410    ,Sant Martí,la Verneda i la Pau,Guipúscoa,Monday,2020-02-24,Laboral,2020,2,February,24,Afternoon,17:00:00,Unknown,Veh. mobilitat personal amb motor,Male,37,Driver,Unknown,Unknown,Unknown,Uninjured,433523.34,4585980.12,2.20336328,41.420781985
2020S001411    ,Sarriŕ-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Vallvidrera a les Planes,Tuesday,2020-02-18,Laboral,2020,2,February,18,Morning,12:00:00,Unknown,Car,Female,19,Pedestrian,In crossing regulated by traffic lights,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,424650.38,4585930.55,2.09720053,41.419551995
2020S001411    ,Sarriŕ-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Vallvidrera a les Planes,Tuesday,2020-02-18,Laboral,2020,2,February,18,Morning,12:00:00,Unknown,Car,Male,43,Driver,In crossing regulated by traffic lights,Unknown,Unknown,Uninjured,424650.38,4585930.55,2.09720053,41.419551995
2020S001412    ,Eixample,Sant Antoni,Universitat,Monday,2020-02-24,Laboral,2020,2,February,24,Morning,13:00:00,Unknown,Autobús,Male,62,Passenger,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,430183.49,4582104.42,2.16384726,41.385591441
2020S001413    ,Eixample,Sant Antoni,Manso,Monday,2020-02-24,Laboral,2020,2,February,24,Afternoon,20:00:00,Transitar a peu per la calçada,Furgoneta,Male,83,Pedestrian,Outside the crossing,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429861.77,4581062.43,2.16012045,41.376178564
2020S001413    ,Eixample,Sant Antoni,Manso,Monday,2020-02-24,Laboral,2020,2,February,24,Afternoon,20:00:00,Transitar a peu per la calçada,Furgoneta,Male,23,Driver,Outside the crossing,Unknown,"Firefighters, police, ambulance",Uninjured,429861.77,4581062.43,2.16012045,41.376178564
2020S001414    ,Eixample,l'Antiga Esquerra de l'Eixample,Valčncia,Monday,2020-02-24,Laboral,2020,2,February,24,Afternoon,19:00:00,Unknown,Autobús articulat,Female,74,Passenger,Unknown,Unknown,Unknown,Minor injury: Medical assistance at accident site,429897.21,4582634.06,2.16036229,41.390336827
2020S001414    ,Eixample,l'Antiga Esquerra de l'Eixample,Valčncia,Monday,2020-02-24,Laboral,2020,2,February,24,Afternoon,19:00:00,Unknown,Autobús articulat,Female,42,Driver,Unknown,Unknown,Urban bus,Uninjured,429897.21,4582634.06,2.16036229,41.390336827
2020S001415    ,Sant Martí,Provençals del Poblenou,Cristóbal de Moura,Monday,2020-02-24,Laboral,2020,2,February,24,Afternoon,16:00:00,Unknown,"Camió rígid > 3,5 tones",Male,48,Driver,Unknown,Unknown,Unknown,Uninjured,434014.16,4585154.82,2.20932637,41.413389206
2020S001415    ,Sant Martí,Provençals del Poblenou,Cristóbal de Moura,Monday,2020-02-24,Laboral,2020,2,February,24,Afternoon,16:00:00,Unknown,Motorcycle,Male,34,Driver,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,434014.16,4585154.82,2.20932637,41.413389206
2020S001416    ,Sants-Montjuďc,Sants,Sants,Monday,2020-02-24,Laboral,2020,2,February,24,Afternoon,21:00:00,Unknown,Car,Male,51,Driver,Unknown,Unknown,On a mission,Uninjured,427864.28,4580982.66,2.13624532,41.37528343
2020S001416    ,Sants-Montjuďc,Sants,Sants,Monday,2020-02-24,Laboral,2020,2,February,24,Afternoon,21:00:00,Unknown,Motorcycle,Female,46,Driver,Unknown,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,427864.28,4580982.66,2.13624532,41.37528343
2020S001417    ,Sant Andreu,el Congrés i els Indians,Felip II,Monday,2020-02-24,Laboral,2020,2,February,24,Night,22:00:00,Unknown,Autobús,Female,54,Passenger,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431369.51,4586732.18,2.17750596,41.427374339
2020S001417    ,Sant Andreu,el Congrés i els Indians,Felip II,Monday,2020-02-24,Laboral,2020,2,February,24,Night,22:00:00,Unknown,Autobús,Male,49,Driver,Unknown,Unknown,Urban bus,Uninjured,431369.51,4586732.18,2.17750596,41.427374339
2020S001418    ,Nou Barris,la Trinitat Nova,C-17 (Barcelona),Monday,2020-02-24,Laboral,2020,2,February,24,Afternoon,21:00:00,Unknown,Car,Male,26,Driver,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,432321.48,4589639.8,2.18857213,41.453643094
2020S001419    ,Nou Barris,Vilapicina i la Torre Llobeta,Maragall,Tuesday,2020-02-25,Laboral,2020,2,February,25,Night,03:00:00,Unknown,Car,Male,29,Driver,Unknown,Unknown,Leisure and entertainment,Uninjured,431224.36,4586546.19,2.17579014,41.42568677
2020S001420    ,Sants-Montjuďc,la Marina del Prat Vermell,Litoral (Llobregat),Tuesday,2020-02-25,Laboral,2020,2,February,25,Morning,09:00:00,Unknown,Car,Male,23,Driver,Unknown,Unknown,Leisure and entertainment,Unknown,430722.18,4579729.65,2.17056108,41.364249153
2020S001421    ,Eixample,Sant Antoni,Rocafort,Tuesday,2020-02-25,Laboral,2020,2,February,25,Morning,08:00:00,Unknown,Motorcycle,Female,63,Driver,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429709.29,4580975.39,2.15830729,41.37538131
2020S001421    ,Eixample,Sant Antoni,Rocafort,Tuesday,2020-02-25,Laboral,2020,2,February,25,Morning,08:00:00,Unknown,Furgoneta,Male,59,Driver,Unknown,Unknown,Other activities,Uninjured,429709.29,4580975.39,2.15830729,41.37538131
2020S001422    ,Eixample,l'Antiga Esquerra de l'Eixample,Corts Catalanes,Monday,2020-02-24,Laboral,2020,2,February,24,Afternoon,14:00:00,Unknown,Motorcycle,Female,57,Driver,Unknown,Unknown,In transit (commuting),Uninjured,430080.36,4582095.48,2.16261495,41.38550196
2020S001422    ,Eixample,l'Antiga Esquerra de l'Eixample,Corts Catalanes,Monday,2020-02-24,Laboral,2020,2,February,24,Afternoon,14:00:00,Unknown,Motorcycle,Female,46,Driver,Unknown,Unknown,In transit (commuting),Minor injury: Medical assistance at accident site,430080.36,4582095.48,2.16261495,41.38550196
2020S001423    ,Les Corts,la Maternitat i Sant Ramon,Corts,Tuesday,2020-02-25,Laboral,2020,2,February,25,Morning,07:00:00,Unknown,Car,Female,43,Driver,Unknown,Unknown,Leisure and entertainment,Uninjured,427025.87,4581610.19,2.12614477,41.380859718
2020S001423    ,Les Corts,la Maternitat i Sant Ramon,Corts,Tuesday,2020-02-25,Laboral,2020,2,February,25,Morning,07:00:00,Unknown,Motorcycle,Male,21,Driver,Unknown,Unknown,In transit (commuting),Minor injury: Medical assistance at accident site,427025.87,4581610.19,2.12614477,41.380859718
2020S001424    ,Sants-Montjuďc,la Marina de Port,Mineria,Tuesday,2020-02-25,Laboral,2020,2,February,25,Morning,11:00:00,Unknown,Motorcycle,Male,22,Driver,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,427899.85,4579692.16,2.13682417,41.363663539
2020S001424    ,Sants-Montjuďc,la Marina de Port,Mineria,Tuesday,2020-02-25,Laboral,2020,2,February,25,Morning,11:00:00,Unknown,"Camió rígid > 3,5 tones",Male,42,Driver,Unknown,Unknown,On a mission,Uninjured,427899.85,4579692.16,2.13682417,41.363663539
2020S001425    ,Eixample,Sant Antoni,Corts Catalanes,Sunday,2020-02-02,Laboral,2020,2,February,2,Afternoon,14:00:00,Unknown,Veh. mobilitat personal amb motor,Male,53,Driver,Unknown,Unknown,In transit (commuting),Minor injury: Hospitalization up to 24 hours,429841.57,4581783.12,2.15979543,41.382667832
2020S001425    ,Eixample,Sant Antoni,Corts Catalanes,Sunday,2020-02-02,Laboral,2020,2,February,2,Afternoon,14:00:00,Unknown,Taxi,Male,57,Driver,Unknown,Unknown,Taxi,Uninjured,429841.57,4581783.12,2.15979543,41.382667832
2020S001426    ,Les Corts,les Corts,Entença,Tuesday,2020-02-25,Laboral,2020,2,February,25,Morning,11:00:00,Unknown,Furgoneta,Male,46,Driver,Unknown,Unknown,Professional goods transport,Uninjured,428118.74,4582502.45,2.13910756,41.388994406
2020S001426    ,Les Corts,les Corts,Entença,Tuesday,2020-02-25,Laboral,2020,2,February,25,Morning,11:00:00,Unknown,Motorcycle,Male,32,Driver,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,428118.74,4582502.45,2.13910756,41.388994406
2020S001426    ,Les Corts,les Corts,Entença,Tuesday,2020-02-25,Laboral,2020,2,February,25,Morning,11:00:00,Unknown,Motorcycle,Male,92,Pedestrian,Unknown,Unknown,Unknown,Serious injury: Hospitalization over 24 hours,428118.74,4582502.45,2.13910756,41.388994406
2020S001427    ,Sarriŕ-Sant Gervasi,Sarriŕ,Vallvidrera,Tuesday,2020-02-25,Laboral,2020,2,February,25,Afternoon,14:00:00,Transitar a peu per la calçada,Motorcycle,Male,16,Pedestrian,Outside the crossing,Unknown,Unknown,Minor injury: Medical assistance at accident site,425836.28,4584726.08,2.11153774,41.408814306
2020S001427    ,Sarriŕ-Sant Gervasi,Sarriŕ,Vallvidrera,Tuesday,2020-02-25,Laboral,2020,2,February,25,Afternoon,14:00:00,Transitar a peu per la calçada,Motorcycle,Male,18,Driver,Outside the crossing,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,425836.28,4584726.08,2.11153774,41.408814306
2020S001427    ,Sarriŕ-Sant Gervasi,Sarriŕ,Vallvidrera,Tuesday,2020-02-25,Laboral,2020,2,February,25,Afternoon,14:00:00,Transitar a peu per la calçada,Motorcycle,Female,41,Pedestrian,Outside the crossing,Unknown,Unknown,Uninjured,425836.28,4584726.08,2.11153774,41.408814306
2020S001428    ,Horta-Guinardó,el Guinardó,Guinardó,Monday,2020-02-24,Laboral,2020,2,February,24,Afternoon,21:00:00,Unknown,Motorcycle,Male,28,Driver,Unknown,Unknown,Unknown,Minor injury: Medical assistance at accident site,431103.41,4585525.09,2.17445919,41.416479704
2020S001428    ,Horta-Guinardó,el Guinardó,Guinardó,Monday,2020-02-24,Laboral,2020,2,February,24,Afternoon,21:00:00,Unknown,Car,Male,41,Driver,Unknown,Unknown,Unknown,Uninjured,431103.41,4585525.09,2.17445919,41.416479704
2020S001428    ,Horta-Guinardó,el Guinardó,Guinardó,Monday,2020-02-24,Laboral,2020,2,February,24,Afternoon,21:00:00,Unknown,Car,Male,37,Driver,Unknown,Unknown,Unknown,Uninjured,431103.41,4585525.09,2.17445919,41.416479704
2020S001429    ,Eixample,la Dreta de l'Eixample,Consell de Cent,Tuesday,2020-02-25,Laboral,2020,2,February,25,Afternoon,15:00:00,Unknown,Motorcycle,Male,48,Driver,Unknown,Unknown,On a mission,Minor injury: Hospitalization up to 24 hours,430113.64,4582513.89,2.16296465,41.389273339
2020S001429    ,Eixample,la Dreta de l'Eixample,Consell de Cent,Tuesday,2020-02-25,Laboral,2020,2,February,25,Afternoon,15:00:00,Unknown,Motorcycle,Male,31,Driver,Unknown,Unknown,In transit (commuting),Minor injury: Refused medical assistance,430113.64,4582513.89,2.16296465,41.389273339
2020S001430    ,Horta-Guinardó,la Font d'en Fargues,Marqučs de Foronda,Tuesday,2020-02-25,Laboral,2020,2,February,25,Afternoon,17:00:00,Unknown,Car,Male,36,Driver,Unknown,Unknown,Unknown,Uninjured,429793.89,4586547.55,2.15867232,41.425575209
2020S001430    ,Horta-Guinardó,la Font d'en Fargues,Marqučs de Foronda,Tuesday,2020-02-25,Laboral,2020,2,February,25,Afternoon,17:00:00,Unknown,Quadricicle < 75 cc,Male,71,Driver,Unknown,Unknown,Unknown,Uninjured,429793.89,4586547.55,2.15867232,41.425575209
2020S001431    ,Eixample,la Sagrada Família,Sant Antoni Maria Claret,Tuesday,2020-02-25,Laboral,2020,2,February,25,Afternoon,16:00:00,Unknown,Car,Female,45,Driver,Unknown,Unknown,Leisure and entertainment,Uninjured,430943.37,4584782.41,2.17262916,41.409776889
2020S001431    ,Eixample,la Sagrada Família,Sant Antoni Maria Claret,Tuesday,2020-02-25,Laboral,2020,2,February,25,Afternoon,16:00:00,Unknown,Ciclomotor,Female,39,Driver,Unknown,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,430943.37,4584782.41,2.17262916,41.409776889
2020S001432    ,Les Corts,Pedralbes,Diagonal,Tuesday,2020-02-25,Laboral,2020,2,February,25,Afternoon,16:00:00,Unknown,Motorcycle,Female,21,Driver,Unknown,Unknown,Other activities,Minor injury: Hospitalization up to 24 hours,425818.02,4582082.48,2.11164334,41.385002917
2020S001432    ,Les Corts,Pedralbes,Diagonal,Tuesday,2020-02-25,Laboral,2020,2,February,25,Afternoon,16:00:00,Unknown,Car,Male,69,Driver,Unknown,Unknown,Other activities,Uninjured,425818.02,4582082.48,2.11164334,41.385002917
2020S001433    ,Sant Martí,el Poblenou,Icŕria,Tuesday,2020-02-25,Laboral,2020,2,February,25,Afternoon,16:00:00,Unknown,Veh. mobilitat personal amb motor,Male,35,Driver,Unknown,Unknown,Other activities,Minor injury: Hospitalization up to 24 hours,433310.58,4583071.37,2.20113819,41.394566
2020S001434    ,Sant Martí,la Vila Olímpica del Poblenou,Litoral,Tuesday,2020-02-25,Laboral,2020,2,February,25,Afternoon,17:00:00,Unknown,Autobús articulat,Male,48,Driver,Unknown,Unknown,Urban bus,Uninjured,432910.76,4582300.75,2.19644141,41.387591942
2020S001434    ,Sant Martí,la Vila Olímpica del Poblenou,Litoral,Tuesday,2020-02-25,Laboral,2020,2,February,25,Afternoon,17:00:00,Unknown,Motorcycle,Male,45,Driver,Unknown,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,432910.76,4582300.75,2.19644141,41.387591942
2020S001436    ,Les Corts,les Corts,Joan Gamper,Monday,2020-02-24,Laboral,2020,2,February,24,Afternoon,21:00:00,Unknown,Car,Male,24,Driver,Unknown,Unknown,Unknown,Uninjured,427671.07,4582317.17,2.13377572,41.387285509
2020S001436    ,Les Corts,les Corts,Joan Gamper,Monday,2020-02-24,Laboral,2020,2,February,24,Afternoon,21:00:00,Unknown,Bicicleta,Male,16,Driver,Unknown,Unknown,Unknown,Uninjured,427671.07,4582317.17,2.13377572,41.387285509
2020S001437    ,Ciutat Vella,el Raval,Drassanes,Tuesday,2020-02-25,Laboral,2020,2,February,25,Afternoon,18:00:00,Unknown,Motorcycle,Female,50,Driver,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,430873.45,4581116.52,2.17221134,41.376753327
2020S001437    ,Ciutat Vella,el Raval,Drassanes,Tuesday,2020-02-25,Laboral,2020,2,February,25,Afternoon,18:00:00,Unknown,Car,Female,32,Driver,Unknown,Unknown,Unknown,Uninjured,430873.45,4581116.52,2.17221134,41.376753327
2020S001438    ,Sants-Montjuďc,la Marina del Prat Vermell,Litoral (Besňs),Tuesday,2020-02-25,Laboral,2020,2,February,25,Afternoon,20:00:00,Unknown,Furgoneta,Male,39,Driver,Unknown,Unknown,Leisure and entertainment,Uninjured,429718.16,4578561.81,2.15869319,41.353643674
2020S001438    ,Sants-Montjuďc,la Marina del Prat Vermell,Litoral (Besňs),Tuesday,2020-02-25,Laboral,2020,2,February,25,Afternoon,20:00:00,Unknown,Motorcycle,Male,34,Driver,Unknown,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,429718.16,4578561.81,2.15869319,41.353643674
2020S001439    ,Eixample,el Fort Pienc,Marina,Tuesday,2020-02-25,Laboral,2020,2,February,25,Afternoon,19:00:00,Unknown,Motorcycle,Male,39,Driver,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431937.6,4583333.42,2.18468675,41.396811116
2020S001439    ,Eixample,el Fort Pienc,Marina,Tuesday,2020-02-25,Laboral,2020,2,February,25,Afternoon,19:00:00,Unknown,Motorcycle,Male,38,Driver,Unknown,Unknown,Other activities,Uninjured,431937.6,4583333.42,2.18468675,41.396811116
2020S001440    ,Sant Andreu,la Sagrera,Berenguer de Palou,Tuesday,2020-02-25,Laboral,2020,2,February,25,Afternoon,18:00:00,Unknown,Autobús articulat,Male,80,Passenger,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,432545.97,4586400.19,2.19162153,41.424483919
2020S001440    ,Sant Andreu,la Sagrera,Berenguer de Palou,Tuesday,2020-02-25,Laboral,2020,2,February,25,Afternoon,18:00:00,Unknown,Autobús articulat,Male,55,Driver,Unknown,Unknown,Urban bus,Uninjured,432545.97,4586400.19,2.19162153,41.424483919
2020S001441    ,Horta-Guinardó,el Baix Guinardó,Guinardó,Tuesday,2020-02-25,Laboral,2020,2,February,25,Afternoon,19:00:00,Unknown,Motorcycle,Male,48,Driver,Unknown,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,430563.65,4585070.05,2.16805333,41.412334832
2020S001441    ,Horta-Guinardó,el Baix Guinardó,Guinardó,Tuesday,2020-02-25,Laboral,2020,2,February,25,Afternoon,19:00:00,Unknown,Car,Male,59,Driver,Unknown,Unknown,Leisure and entertainment,Uninjured,430563.65,4585070.05,2.16805333,41.412334832
2020S001441    ,Horta-Guinardó,el Baix Guinardó,Guinardó,Tuesday,2020-02-25,Laboral,2020,2,February,25,Afternoon,19:00:00,Unknown,Car,Female,59,Passenger,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,430563.65,4585070.05,2.16805333,41.412334832
2020S001442    ,Nou Barris,la Prosperitat,Rio de Janeiro,Tuesday,2020-02-25,Laboral,2020,2,February,25,Afternoon,21:00:00,Unknown,Motorcycle,Female,52,Driver,Unknown,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,432055.04,4588441.18,2.18551733,41.442825031
2020S001442    ,Nou Barris,la Prosperitat,Rio de Janeiro,Tuesday,2020-02-25,Laboral,2020,2,February,25,Afternoon,21:00:00,Unknown,Motorcycle,Male,46,Driver,Unknown,Unknown,Leisure and entertainment,Uninjured,432055.04,4588441.18,2.18551733,41.442825031
2020S001443    ,Horta-Guinardó,la Vall d'Hebron,Dalt (Llobregat),Tuesday,2020-02-25,Laboral,2020,2,February,25,Afternoon,21:00:00,Unknown,Car,Female,23,Driver,Unknown,Unknown,Unknown,Uninjured,428786.86,4587440.81,2.14651652,41.433531737
2020S001444    ,Eixample,la Dreta de l'Eixample,Diagonal,Tuesday,2020-02-25,Laboral,2020,2,February,25,Night,23:00:00,Unknown,Motorcycle,Male,28,Driver,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429946.42,4583384.71,2.16086396,41.397101972
2020S001444    ,Eixample,la Dreta de l'Eixample,Diagonal,Tuesday,2020-02-25,Laboral,2020,2,February,25,Night,23:00:00,Unknown,"Camió rígid > 3,5 tones",Male,57,Driver,Unknown,Unknown,Cleaning or garbage collection service,Uninjured,429946.42,4583384.71,2.16086396,41.397101972
2020S001445    ,Grŕcia,la Salut,Dalt,Tuesday,2020-02-25,Laboral,2020,2,February,25,Afternoon,20:00:00,Unknown,Motorcycle,Male,42,Driver,Unknown,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,429391.06,4584711.05,2.15406639,41.408999235
2020S001445    ,Grŕcia,la Salut,Dalt,Tuesday,2020-02-25,Laboral,2020,2,February,25,Afternoon,20:00:00,Unknown,Motorcycle,Male,21,Driver,Unknown,Unknown,Leisure and entertainment,Uninjured,429391.06,4584711.05,2.15406639,41.408999235
2020S001446    ,Sant Andreu,la Trinitat Vella,Favčncia,Wednesday,2020-02-26,Laboral,2020,2,February,26,Morning,08:00:00,Unknown,Car,Female,40,Passenger,Unknown,Unknown,Unknown,Minor injury: Medical assistance at accident site,432391.03,4588926.94,2.18948462,41.447228483
2020S001446    ,Sant Andreu,la Trinitat Vella,Favčncia,Wednesday,2020-02-26,Laboral,2020,2,February,26,Morning,08:00:00,Unknown,Car,Male,40,Driver,Unknown,Unknown,In transit (commuting),Uninjured,432391.03,4588926.94,2.18948462,41.447228483
2020S001446    ,Sant Andreu,la Trinitat Vella,Favčncia,Wednesday,2020-02-26,Laboral,2020,2,February,26,Morning,08:00:00,Unknown,Car,Male,24,Driver,Unknown,Unknown,In transit (commuting),Uninjured,432391.03,4588926.94,2.18948462,41.447228483
2020S001446    ,Sant Andreu,la Trinitat Vella,Favčncia,Wednesday,2020-02-26,Laboral,2020,2,February,26,Morning,08:00:00,Unknown,Car,Male,41,Driver,Unknown,Unknown,In transit (commuting),Uninjured,432391.03,4588926.94,2.18948462,41.447228483
2020S001447    ,Sants-Montjuďc,Sants,Berlín,Wednesday,2020-02-26,Laboral,2020,2,February,26,Morning,08:00:00,Unknown,Furgoneta,Male,56,Driver,Unknown,Unknown,Unknown,Uninjured,428363.12,4582059.67,2.14208264,41.385028262
2020S001447    ,Sants-Montjuďc,Sants,Berlín,Wednesday,2020-02-26,Laboral,2020,2,February,26,Morning,08:00:00,Unknown,Motorcycle,Male,22,Driver,Unknown,Unknown,In transit (commuting),Minor injury: Hospitalization up to 24 hours,428363.12,4582059.67,2.14208264,41.385028262
2020S001448    ,Sant Martí,el Parc i la Llacuna del Poblenou,Llacuna,Wednesday,2020-02-26,Laboral,2020,2,February,26,Morning,08:00:00,Unknown,Motorcycle,Male,57,Driver,Unknown,Unknown,In transit (commuting),Minor injury: Hospitalization up to 24 hours,432589.06,4584341.6,2.19236669,41.405946425
2020S001448    ,Sant Martí,el Parc i la Llacuna del Poblenou,Llacuna,Wednesday,2020-02-26,Laboral,2020,2,February,26,Morning,08:00:00,Unknown,Furgoneta,Male,61,Driver,Unknown,Unknown,In transit (commuting),Uninjured,432589.06,4584341.6,2.19236669,41.405946425
2020S001449    ,Sarriŕ-Sant Gervasi,Sant Gervasi - Galvany,Balmes,Wednesday,2020-02-26,Laboral,2020,2,February,26,Morning,09:00:00,Unknown,Motorcycle,Male,54,Driver,Unknown,Unknown,On a mission,Uninjured,429326.73,4583285.51,2.15346331,41.396154258
2020S001449    ,Sarriŕ-Sant Gervasi,Sant Gervasi - Galvany,Balmes,Wednesday,2020-02-26,Laboral,2020,2,February,26,Morning,09:00:00,Unknown,Motorcycle,Female,25,Driver,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429326.73,4583285.51,2.15346331,41.396154258
2020S001450    ,Sants-Montjuďc,Sants,Brasil,Wednesday,2020-02-26,Laboral,2020,2,February,26,Morning,08:00:00,Unknown,Motorcycle,Male,42,Driver,Unknown,Unknown,Other activities,Minor injury: Hospitalization up to 24 hours,427378.41,4581168.68,2.13041342,41.37691512
2020S001450    ,Sants-Montjuďc,Sants,Brasil,Wednesday,2020-02-26,Laboral,2020,2,February,26,Morning,08:00:00,Unknown,Car,Male,25,Driver,Unknown,Unknown,Unknown,Uninjured,427378.41,4581168.68,2.13041342,41.37691512
2020S001451    ,Ciutat Vella,el Raval,Joaquín Costa,Wednesday,2020-02-26,Laboral,2020,2,February,26,Morning,10:00:00,Unknown,"Camió rígid <= 3,5 tones",Male,46,Driver,Unknown,Unknown,Professional goods transport,Uninjured,430455.14,4581615.45,2.16715211,41.381210979
2020S001451    ,Ciutat Vella,el Raval,Joaquín Costa,Wednesday,2020-02-26,Laboral,2020,2,February,26,Morning,10:00:00,Unknown,Motorcycle,Female,33,Driver,Unknown,Unknown,Other activities,Minor injury: Hospitalization up to 24 hours,430455.14,4581615.45,2.16715211,41.381210979
2020S001452    ,Eixample,l'Antiga Esquerra de l'Eixample,Casanova,Wednesday,2020-02-26,Laboral,2020,2,February,26,Morning,10:00:00,Unknown,Motorcycle,Male,65,Driver,Unknown,Unknown,Leisure and entertainment,Minor injury: Medical assistance at accident site,429758.43,4582104.02,2.15876398,41.385550816
2020S001453    ,Sant Andreu,la Trinitat Vella,Dalt (Llobregat),Wednesday,2020-02-26,Laboral,2020,2,February,26,Morning,12:00:00,Unknown,Car,Female,24,Driver,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,432696.87,4588930.56,2.19314527,41.447286803
2020S001453    ,Sant Andreu,la Trinitat Vella,Dalt (Llobregat),Wednesday,2020-02-26,Laboral,2020,2,February,26,Morning,12:00:00,Unknown,Car,Male,38,Driver,Unknown,Unknown,Unknown,Uninjured,432696.87,4588930.56,2.19314527,41.447286803
2020S001454    ,Eixample,l'Antiga Esquerra de l'Eixample,Villarroel,Wednesday,2020-02-26,Laboral,2020,2,February,26,Morning,12:00:00,Unknown,Motorcycle,Male,40,Driver,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429546.49,4582097.17,2.15623017,41.385470576
2020S001454    ,Eixample,l'Antiga Esquerra de l'Eixample,Villarroel,Wednesday,2020-02-26,Laboral,2020,2,February,26,Morning,12:00:00,Unknown,Car,Male,66,Driver,Unknown,Unknown,Other activities,Uninjured,429546.49,4582097.17,2.15623017,41.385470576
2020S001455    ,Les Corts,Pedralbes,González Tablas,Wednesday,2020-02-26,Laboral,2020,2,February,26,Afternoon,14:00:00,Unknown,Ciclomotor,Male,21,Driver,Unknown,Unknown,Leisure and entertainment,Minor injury: Refused medical assistance,425493.26,4582226.53,2.10774186,41.386270283
2020S001455    ,Les Corts,Pedralbes,González Tablas,Wednesday,2020-02-26,Laboral,2020,2,February,26,Afternoon,14:00:00,Unknown,Motorcycle,Female,23,Driver,Unknown,Unknown,In transit (commuting),Minor injury: Hospitalization up to 24 hours,425493.26,4582226.53,2.10774186,41.386270283
2020S001456    ,Sant Martí,Sant Martí de Provençals,Guipúscoa,Wednesday,2020-02-26,Laboral,2020,2,February,26,Afternoon,14:00:00,Unknown,Ciclomotor,Male,40,Driver,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,433201.76,4585724.39,2.19954362,41.418452011
