Case_Number,District_Name,Neighborhood_Name,Street_Name,Day_of_Week,Date,Day_Type_Description,Year,Month_of_Year,Month_Name,Day_of_Month,Shift_Description,Hour_of_Day,Pedestrian_Cause_Description,Involved_Vehicle_Type_Description,Gender_Description,Age,Person_Type_Description,Pedestrian_Accident_Location_Description,Pedestrian_Movement_Reason_Description,Driver_Movement_Reason_Description,Victimization_Description,Coordenada_UTM_X,Coordenada_UTM_Y,Longitud,Latitud
2020S000001    ,Horta-Guinardó,la Font d'en Fargues,Maragall,Wednesday,2020-01-01,Laboral,2020,1,January,1,Night,00:00:00,Unknown,Car,Female,29,Driver,Unknown,Unknown,Unknown,Uninjured,430501.45,4586751.53,2.16711584,41.42747394
2020S000002    ,Sants-Montjuďc,la Bordeta,Corts Catalanes,Wednesday,2020-01-01,Laboral,2020,1,January,1,Night,02:00:00,Desobeir el senyal del semŕfor,Taxi,Female,26,Pedestrian,In crossing regulated by traffic lights,Leisure and entertainment,Unknown,Minor injury: Hospitalization up to 24 hours,428225.71,4580279.72,2.14065026,41.368984627
2020S000002    ,Sants-Montjuďc,la Bordeta,Corts Catalanes,Wednesday,2020-01-01,Laboral,2020,1,January,1,Night,02:00:00,Desobeir el senyal del semŕfor,Taxi,Male,31,Driver,In crossing regulated by traffic lights,Unknown,Taxi,Uninjured,428225.71,4580279.72,2.14065026,41.368984627
2020S000003    ,Eixample,l'Antiga Esquerra de l'Eixample,Sarriŕ,Wednesday,2020-01-01,Laboral,2020,1,January,1,Night,02:00:00,Unknown,Motorcycle,Male,42,Driver,Unknown,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,428532.59,4582672.59,2.14403698,41.390563692
2020S000003    ,Eixample,l'Antiga Esquerra de l'Eixample,Sarriŕ,Wednesday,2020-01-01,Laboral,2020,1,January,1,Night,02:00:00,Unknown,Car,Male,36,Driver,Unknown,Unknown,Taxi,Uninjured,428532.59,4582672.59,2.14403698,41.390563692
2020S000003    ,Eixample,l'Antiga Esquerra de l'Eixample,Sarriŕ,Wednesday,2020-01-01,Laboral,2020,1,January,1,Night,02:00:00,Unknown,Motorcycle,Female,41,Passenger,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,428532.59,4582672.59,2.14403698,41.390563692
2020S000004    ,Les Corts,les Corts,Doctor Fleming,Wednesday,2020-01-01,Laboral,2020,1,January,1,Morning,06:00:00,Unknown,Car,Female,20,Passenger,Unknown,Unknown,Unknown,Minor injury: Refused medical assistance,427929.13,4582767.09,2.13680838,41.391360941
2020S000004    ,Les Corts,les Corts,Doctor Fleming,Wednesday,2020-01-01,Laboral,2020,1,January,1,Morning,06:00:00,Unknown,Taxi,Male,48,Driver,Unknown,Unknown,Taxi,Uninjured,427929.13,4582767.09,2.13680838,41.391360941
2020S000004    ,Les Corts,les Corts,Doctor Fleming,Wednesday,2020-01-01,Laboral,2020,1,January,1,Morning,06:00:00,Unknown,Car,Male,23,Driver,Unknown,Unknown,Unknown,Minor injury: Refused medical assistance,427929.13,4582767.09,2.13680838,41.391360941
2020S000005    ,Eixample,la Dreta de l'Eixample,Sant Pere,Wednesday,2020-01-01,Laboral,2020,1,January,1,Night,04:00:00,Others,Ciclomotor,Female,39,Pedestrian,In crossing regulated by traffic lights,Unknown,Unknown,Minor injury: Medical assistance at accident site,431157.87,4582598.57,2.17544381,41.390126129
2020S000007    ,Sant Andreu,Sant Andreu,Meridiana,Wednesday,2020-01-01,Laboral,2020,1,January,1,Morning,13:00:00,Unknown,Car,Male,80,Driver,Unknown,Unknown,Leisure and entertainment,Uninjured,431931.99,4587522.49,2.18414801,41.434540282
2020S000007    ,Sant Andreu,Sant Andreu,Meridiana,Wednesday,2020-01-01,Laboral,2020,1,January,1,Morning,13:00:00,Unknown,Motorcycle,Male,47,Driver,Unknown,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,431931.99,4587522.49,2.18414801,41.434540282
2020S000008    ,Sarriŕ-Sant Gervasi,Sarriŕ,Santa Eulŕlia,Wednesday,2020-01-01,Laboral,2020,1,January,1,Afternoon,14:00:00,Unknown,Autobús,Female,58,Passenger,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,426049.39,4584165.47,2.11415576,41.403784796
2020S000008    ,Sarriŕ-Sant Gervasi,Sarriŕ,Santa Eulŕlia,Wednesday,2020-01-01,Laboral,2020,1,January,1,Afternoon,14:00:00,Unknown,Autobús,Male,41,Driver,Unknown,Unknown,Urban bus,Uninjured,426049.39,4584165.47,2.11415576,41.403784796
2020S000009    ,Eixample,la Dreta de l'Eixample,Aragó,Wednesday,2020-01-01,Laboral,2020,1,January,1,Afternoon,14:00:00,Unknown,Car,Male,51,Driver,Unknown,Unknown,Leisure and entertainment,Uninjured,430435.12,4582966.26,2.1667575,41.393375576
2020S000009    ,Eixample,la Dreta de l'Eixample,Aragó,Wednesday,2020-01-01,Laboral,2020,1,January,1,Afternoon,14:00:00,Unknown,Motorcycle,Female,24,Driver,Unknown,Unknown,Leisure and entertainment,Minor injury: Medical assistance at accident site,430435.12,4582966.26,2.1667575,41.393375576
2020S000010    ,Sant Martí,la Verneda i la Pau,Cantŕbria,Wednesday,2020-01-01,Laboral,2020,1,January,1,Afternoon,18:00:00,Unknown,Motorcycle,Male,25,Driver,Unknown,Unknown,In transit (commuting),Minor injury: Hospitalization up to 24 hours,433207.58,4586347.25,2.19954443,41.424062416
2020S000010    ,Sant Martí,la Verneda i la Pau,Cantŕbria,Wednesday,2020-01-01,Laboral,2020,1,January,1,Afternoon,18:00:00,Unknown,Car,Female,22,Driver,Unknown,Unknown,Leisure and entertainment,Uninjured,433207.58,4586347.25,2.19954443,41.424062416
2020S000011    ,Sant Andreu,Sant Andreu,Meridiana,Wednesday,2020-01-01,Laboral,2020,1,January,1,Afternoon,17:00:00,Unknown,Car,Female,82,Pedestrian,In an unregulated crossing,Leisure and entertainment,Unknown,Death (within 24 hours of accident),431930.41,4587485.64,2.18413325,41.434208253
2020S000011    ,Sant Andreu,Sant Andreu,Meridiana,Wednesday,2020-01-01,Laboral,2020,1,January,1,Afternoon,17:00:00,Unknown,Car,Male,44,Driver,In an unregulated crossing,Unknown,Leisure and entertainment,Uninjured,431930.41,4587485.64,2.18413325,41.434208253
2020S000012    ,Sants-Montjuďc,la Marina de Port,Corts Catalanes,Wednesday,2020-01-01,Laboral,2020,1,January,1,Afternoon,21:00:00,Unknown,Car,Male,30,Driver,Unknown,Unknown,Leisure and entertainment,Uninjured,428132.8,4580116.76,2.13955875,41.367508608
2020S000012    ,Sants-Montjuďc,la Marina de Port,Corts Catalanes,Wednesday,2020-01-01,Laboral,2020,1,January,1,Afternoon,21:00:00,Unknown,Motorcycle,Male,47,Driver,Unknown,Unknown,On a mission,Minor injury: Hospitalization up to 24 hours,428132.8,4580116.76,2.13955875,41.367508608
2020S000013    ,Horta-Guinardó,Horta,Cartellŕ,Wednesday,2020-01-01,Laboral,2020,1,January,1,Night,22:00:00,Unknown,Ciclomotor,Female,27,Pedestrian,In an unregulated crossing,Leisure and entertainment,Unknown,Minor injury: Medical assistance at accident site,430312.14,4587069.31,2.16481375,41.430319654
2020S000013    ,Horta-Guinardó,Horta,Cartellŕ,Wednesday,2020-01-01,Laboral,2020,1,January,1,Night,22:00:00,Unknown,Ciclomotor,Male,26,Driver,In an unregulated crossing,Unknown,Other activities,Uninjured,430312.14,4587069.31,2.16481375,41.430319654
2020S000014    ,Sant Andreu,la Sagrera,Gran de la Sagrera,Thursday,2020-01-02,Laboral,2020,1,January,2,Night,00:00:00,Unknown,Car,Male,36,Driver,Unknown,Unknown,Unknown,Uninjured,432495.23,4586217.01,2.19103482,41.422829809
2020S000014    ,Sant Andreu,la Sagrera,Gran de la Sagrera,Thursday,2020-01-02,Laboral,2020,1,January,2,Night,00:00:00,Unknown,Motorcycle,Female,20,Driver,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,432495.23,4586217.01,2.19103482,41.422829809
2020S000015    ,Sant Andreu,Baró de Viver,B-10 (Llobregat),Thursday,2020-01-02,Laboral,2020,1,January,2,Morning,08:00:00,Unknown,Motorcycle,Male,49,Driver,Unknown,Unknown,On a mission,Minor injury: Hospitalization up to 24 hours,433346.77,4589084.0,2.20090798,41.448723046
2020S000015    ,Sant Andreu,Baró de Viver,B-10 (Llobregat),Thursday,2020-01-02,Laboral,2020,1,January,2,Morning,08:00:00,Unknown,Car,Female,50,Driver,Unknown,Unknown,Other activities,Uninjured,433346.77,4589084.0,2.20090798,41.448723046
2020S000016    ,Horta-Guinardó,el Carmel,Sigüenza,Wednesday,2020-01-01,Laboral,2020,1,January,1,Afternoon,21:00:00,Unknown,Motorcycle,Male,32,Driver,Unknown,Unknown,On a mission,Uninjured,429316.61,4586333.62,2.15298602,41.42360655
2020S000016    ,Horta-Guinardó,el Carmel,Sigüenza,Wednesday,2020-01-01,Laboral,2020,1,January,1,Afternoon,21:00:00,Unknown,Motorcycle,Male,24,Driver,Unknown,Unknown,Unknown,Minor injury: Medical assistance at accident site,429316.61,4586333.62,2.15298602,41.42360655
2020S000017    ,Sants-Montjuďc,la Marina de Port,Corts Catalanes,Thursday,2020-01-02,Laboral,2020,1,January,2,Morning,12:00:00,Unknown,Motorcycle,Male,54,Driver,Unknown,Unknown,Leisure and entertainment,Uninjured,427981.21,4579963.82,2.13776456,41.366117574
2020S000017    ,Sants-Montjuďc,la Marina de Port,Corts Catalanes,Thursday,2020-01-02,Laboral,2020,1,January,2,Morning,12:00:00,Unknown,Motorcycle,Female,46,Passenger,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,427981.21,4579963.82,2.13776456,41.366117574
2020S000017    ,Sants-Montjuďc,la Marina de Port,Corts Catalanes,Thursday,2020-01-02,Laboral,2020,1,January,2,Morning,12:00:00,Unknown,Car,Male,27,Driver,Unknown,Unknown,Leisure and entertainment,Uninjured,427981.21,4579963.82,2.13776456,41.366117574
2020S000018    ,Sarriŕ-Sant Gervasi,Sarriŕ,Bonanova,Thursday,2020-01-02,Laboral,2020,1,January,2,Afternoon,14:00:00,Unknown,Car,Female,21,Driver,Unknown,Unknown,Unknown,Uninjured,426893.17,4583918.34,2.12427918,41.401636216
2020S000018    ,Sarriŕ-Sant Gervasi,Sarriŕ,Bonanova,Thursday,2020-01-02,Laboral,2020,1,January,2,Afternoon,14:00:00,Unknown,Motorcycle,Male,48,Driver,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,426893.17,4583918.34,2.12427918,41.401636216
2020S000019    ,Sants-Montjuďc,la Marina de Port,Foc,Thursday,2020-01-02,Laboral,2020,1,January,2,Afternoon,16:00:00,Unknown,Motorcycle,Female,25,Driver,Unknown,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,428358.19,4578917.18,2.14239521,41.356724483
2020S000019    ,Sants-Montjuďc,la Marina de Port,Foc,Thursday,2020-01-02,Laboral,2020,1,January,2,Afternoon,16:00:00,Unknown,Car,Male,33,Driver,Unknown,Unknown,Leisure and entertainment,Uninjured,428358.19,4578917.18,2.14239521,41.356724483
2020S000020    ,Nou Barris,Vilapicina i la Torre Llobeta,Maragall,Thursday,2020-01-02,Laboral,2020,1,January,2,Afternoon,16:00:00,Unknown,Car,Male,30,Driver,Unknown,Unknown,Unknown,Uninjured,430530.43,4586772.29,2.16746025,41.427663426
2020S000020    ,Nou Barris,Vilapicina i la Torre Llobeta,Maragall,Thursday,2020-01-02,Laboral,2020,1,January,2,Afternoon,16:00:00,Unknown,Motorcycle,Male,33,Driver,Unknown,Unknown,Unknown,Minor injury: Medical assistance at accident site,430530.43,4586772.29,2.16746025,41.427663426
2020S000021    ,Eixample,la Nova Esquerra de l'Eixample,Aragó,Thursday,2020-01-02,Laboral,2020,1,January,2,Afternoon,16:00:00,Unknown,Furgoneta,Male,40,Driver,Unknown,Unknown,On a mission,Uninjured,428886.09,4581486.26,2.14840415,41.37991018
2020S000021    ,Eixample,la Nova Esquerra de l'Eixample,Aragó,Thursday,2020-01-02,Laboral,2020,1,January,2,Afternoon,16:00:00,Unknown,Motorcycle,Male,28,Driver,Unknown,Unknown,On a mission,Minor injury: Hospitalization up to 24 hours,428886.09,4581486.26,2.14840415,41.37991018
2020S000022    ,Ciutat Vella,el Barri Gňtic,Laietana,Thursday,2020-01-02,Laboral,2020,1,January,2,Afternoon,14:00:00,Unknown,Car,Male,59,Driver,Unknown,Unknown,Taxi,Minor injury: Medical assistance at accident site,431008.75,4582322.7,2.17369178,41.387628665
2020S000023    ,Eixample,la Dreta de l'Eixample,Corts Catalanes,Thursday,2020-01-02,Laboral,2020,1,January,2,Afternoon,19:00:00,Unknown,Car,Male,21,Driver,Unknown,Unknown,Leisure and entertainment,Uninjured,430291.57,4582229.49,2.1651254,41.386727286
2020S000023    ,Eixample,la Dreta de l'Eixample,Corts Catalanes,Thursday,2020-01-02,Laboral,2020,1,January,2,Afternoon,19:00:00,Unknown,Ciclomotor,Female,45,Driver,Unknown,Unknown,In transit (commuting),Minor injury: Medical assistance at accident site,430291.57,4582229.49,2.1651254,41.386727286
2020S000024    ,Eixample,la Sagrada Família,Dos de Maig,Thursday,2020-01-02,Laboral,2020,1,January,2,Afternoon,16:00:00,Unknown,Veh. mobilitat personal amb motor,Male,23,Driver,Unknown,Unknown,In transit (commuting),Minor injury: Hospitalization up to 24 hours,431556.95,4584619.83,2.17998818,41.408365094
2020S000025    ,Sant Andreu,la Trinitat Vella,Santa Coloma,Thursday,2020-01-02,Laboral,2020,1,January,2,Afternoon,19:00:00,Unknown,Car,Female,40,Driver,Unknown,Unknown,Unknown,Minor injury: Medical assistance at accident site,433025.66,4588976.11,2.19707601,41.447724573
2020S000025    ,Sant Andreu,la Trinitat Vella,Santa Coloma,Thursday,2020-01-02,Laboral,2020,1,January,2,Afternoon,19:00:00,Unknown,Furgoneta,Male,25,Driver,Unknown,Unknown,Unknown,Uninjured,433025.66,4588976.11,2.19707601,41.447724573
2020S000026    ,Eixample,Sant Antoni,Universitat,Thursday,2020-01-02,Laboral,2020,1,January,2,Afternoon,19:00:00,Unknown,Motorcycle,Male,29,Driver,Unknown,Unknown,Unknown,Uninjured,430201.14,4582101.46,2.16405868,41.385566314
2020S000026    ,Eixample,Sant Antoni,Universitat,Thursday,2020-01-02,Laboral,2020,1,January,2,Afternoon,19:00:00,Unknown,Motorcycle,Male,24,Driver,Unknown,Unknown,Leisure and entertainment,Minor injury: Medical assistance at accident site,430201.14,4582101.46,2.16405868,41.385566314
2020S000027    ,Eixample,la Sagrada Família,Valčncia,Thursday,2020-01-02,Laboral,2020,1,January,2,Afternoon,19:00:00,Unknown,Ciclomotor,Male,30,Driver,Unknown,Unknown,Unknown,Uninjured,431622.79,4584356.24,2.18080564,41.405996627
2020S000027    ,Eixample,la Sagrada Família,Valčncia,Thursday,2020-01-02,Laboral,2020,1,January,2,Afternoon,19:00:00,Unknown,Ciclomotor,Female,30,Driver,Unknown,Unknown,Unknown,Minor injury: Medical assistance at accident site,431622.79,4584356.24,2.18080564,41.405996627
2020S000028    ,Eixample,l'Antiga Esquerra de l'Eixample,Villarroel,Thursday,2020-01-02,Laboral,2020,1,January,2,Afternoon,18:00:00,Unknown,Car,Male,58,Driver,Unknown,Unknown,Other activities,Minor injury: Medical assistance at accident site,429325.57,4582322.85,2.15356183,41.387483811
2020S000029    ,Sants-Montjuďc,Sants - Badal,Mig (Descendent),Thursday,2020-01-02,Laboral,2020,1,January,2,Afternoon,21:00:00,Unknown,Motorcycle,Female,33,Driver,Unknown,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,427269.21,4581410.68,2.12907861,41.379084854
2020S000029    ,Sants-Montjuďc,Sants - Badal,Mig (Descendent),Thursday,2020-01-02,Laboral,2020,1,January,2,Afternoon,21:00:00,Unknown,Car,Male,52,Driver,Unknown,Unknown,Leisure and entertainment,Uninjured,427269.21,4581410.68,2.12907861,41.379084854
2020S000030    ,Sants-Montjuďc,la Font de la Guatlla,Sant Fructuós,Thursday,2020-01-02,Laboral,2020,1,January,2,Afternoon,21:00:00,Unknown,Motorcycle,Female,31,Passenger,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,428772.34,4580594.87,2.14714873,41.371871663
2020S000030    ,Sants-Montjuďc,la Font de la Guatlla,Sant Fructuós,Thursday,2020-01-02,Laboral,2020,1,January,2,Afternoon,21:00:00,Unknown,Motorcycle,Male,26,Driver,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,428772.34,4580594.87,2.14714873,41.371871663
2020S000030    ,Sants-Montjuďc,la Font de la Guatlla,Sant Fructuós,Thursday,2020-01-02,Laboral,2020,1,January,2,Afternoon,21:00:00,Unknown,Car,Male,54,Driver,Unknown,Unknown,Unknown,Uninjured,428772.34,4580594.87,2.14714873,41.371871663
2020S000031    ,Sants-Montjuďc,la Bordeta,Corts Catalanes,Friday,2020-01-03,Laboral,2020,1,January,3,Morning,06:00:00,Unknown,Motorcycle,Male,31,Passenger,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,428120.05,4580176.09,2.13939928,41.368041834
2020S000031    ,Sants-Montjuďc,la Bordeta,Corts Catalanes,Friday,2020-01-03,Laboral,2020,1,January,3,Morning,06:00:00,Unknown,Car,Male,34,Driver,Unknown,Unknown,In transit (commuting),Uninjured,428120.05,4580176.09,2.13939928,41.368041834
2020S000031    ,Sants-Montjuďc,la Bordeta,Corts Catalanes,Friday,2020-01-03,Laboral,2020,1,January,3,Morning,06:00:00,Unknown,Motorcycle,Male,36,Driver,Unknown,Unknown,In transit (commuting),Minor injury: Hospitalization up to 24 hours,428120.05,4580176.09,2.13939928,41.368041834
2020S000032    ,Les Corts,la Maternitat i Sant Ramon,Diagonal,Friday,2020-01-03,Laboral,2020,1,January,3,Morning,08:00:00,Transitar a peu per la calçada,Car,Female,26,Driver,Outside the crossing,Unknown,In transit (commuting),Uninjured,426117.83,4582064.97,2.11523085,41.384872816
2020S000032    ,Les Corts,la Maternitat i Sant Ramon,Diagonal,Friday,2020-01-03,Laboral,2020,1,January,3,Morning,08:00:00,Transitar a peu per la calçada,Car,Male,43,Pedestrian,Outside the crossing,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,426117.83,4582064.97,2.11523085,41.384872816
2020S000033    ,Grŕcia,la Vila de Grŕcia,Galˇla Placídia,Friday,2020-01-03,Laboral,2020,1,January,3,Morning,11:00:00,Unknown,"Camió rígid <= 3,5 tones",Male,42,Driver,Unknown,Unknown,On a mission,Uninjured,429346.83,4583589.77,2.1536682,41.398896387
2020S000033    ,Grŕcia,la Vila de Grŕcia,Galˇla Placídia,Friday,2020-01-03,Laboral,2020,1,January,3,Morning,11:00:00,Unknown,Motorcycle,Male,34,Driver,Unknown,Unknown,Leisure and entertainment,Minor injury: Medical assistance at accident site,429346.83,4583589.77,2.1536682,41.398896387
2020S000034    ,Sant Martí,el Besňs i el Maresme,Litoral (Besňs),Friday,2020-01-03,Laboral,2020,1,January,3,Morning,12:00:00,Unknown,Furgoneta,Male,29,Driver,Unknown,Unknown,On a mission,Minor injury: Hospitalization up to 24 hours,435063.16,4584821.23,2.22191281,41.410470132
2020S000034    ,Sant Martí,el Besňs i el Maresme,Litoral (Besňs),Friday,2020-01-03,Laboral,2020,1,January,3,Morning,12:00:00,Unknown,Car,Male,22,Driver,Unknown,Unknown,Leisure and entertainment,Uninjured,435063.16,4584821.23,2.22191281,41.410470132
2020S000035    ,Nou Barris,Porta,Rosselló i Porcel,Friday,2020-01-03,Laboral,2020,1,January,3,Morning,12:00:00,Unknown,Veh. mobilitat personal amb motor,Male,21,Driver,Unknown,Unknown,Leisure and entertainment,Minor injury: Medical assistance at accident site,431855.93,4587772.72,2.18320948,41.436787563
2020S000035    ,Nou Barris,Porta,Rosselló i Porcel,Friday,2020-01-03,Laboral,2020,1,January,3,Morning,12:00:00,Unknown,Motorcycle,Male,61,Driver,Unknown,Unknown,In transit (commuting),Minor injury: Medical assistance at accident site,431855.93,4587772.72,2.18320948,41.436787563
2020S000035    ,Nou Barris,Porta,Rosselló i Porcel,Friday,2020-01-03,Laboral,2020,1,January,3,Morning,12:00:00,Unknown,Veh. mobilitat personal amb motor,Female,26,Passenger,Unknown,Unknown,Unknown,Minor injury: Medical assistance at accident site,431855.93,4587772.72,2.18320948,41.436787563
2020S000036    ,Sarriŕ-Sant Gervasi,les Tres Torres,Augusta,Friday,2020-01-03,Laboral,2020,1,January,3,Morning,13:00:00,Unknown,Car,Male,56,Driver,Unknown,Unknown,Other activities,Uninjured,427013.0,4583581.84,2.12575316,41.398616397
2020S000036    ,Sarriŕ-Sant Gervasi,les Tres Torres,Augusta,Friday,2020-01-03,Laboral,2020,1,January,3,Morning,13:00:00,Unknown,Car,Male,29,Driver,Unknown,Unknown,Other activities,Uninjured,427013.0,4583581.84,2.12575316,41.398616397
2020S000036    ,Sarriŕ-Sant Gervasi,les Tres Torres,Augusta,Friday,2020-01-03,Laboral,2020,1,January,3,Morning,13:00:00,Unknown,Car,Male,22,Passenger,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,427013.0,4583581.84,2.12575316,41.398616397
2020S000036    ,Sarriŕ-Sant Gervasi,les Tres Torres,Augusta,Friday,2020-01-03,Laboral,2020,1,January,3,Morning,13:00:00,Unknown,Car,Female,23,Driver,Unknown,Unknown,Other activities,Minor injury: Hospitalization up to 24 hours,427013.0,4583581.84,2.12575316,41.398616397
2020S000037    ,Sants-Montjuďc,Sants,Sants,Friday,2020-01-03,Laboral,2020,1,January,3,Morning,13:00:00,Unknown,Motorcycle,Male,40,Driver,Unknown,Unknown,Other activities,Minor injury: Hospitalization up to 24 hours,427963.11,4580979.18,2.13742746,41.375260945
2020S000037    ,Sants-Montjuďc,Sants,Sants,Friday,2020-01-03,Laboral,2020,1,January,3,Morning,13:00:00,Unknown,Car,Male,53,Driver,Unknown,Unknown,Unknown,Uninjured,427963.11,4580979.18,2.13742746,41.375260945
2020S000038    ,Unknown,Unknown,Unknown,Friday,2020-01-03,Laboral,2020,1,January,3,Morning,13:00:00,Unknown,Car,Female,41,Driver,Unknown,Unknown,Unknown,Uninjured,-1.0,-1.0,-1.4885764,-9.019e-06
2020S000038    ,Unknown,Unknown,Unknown,Friday,2020-01-03,Laboral,2020,1,January,3,Morning,13:00:00,Unknown,Motorcycle,Male,23,Driver,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,-1.0,-1.0,-1.4885764,-9.019e-06
2020S000039    ,Eixample,l'Antiga Esquerra de l'Eixample,Aribau,Friday,2020-01-03,Laboral,2020,1,January,3,Afternoon,14:00:00,Unknown,Motorcycle,Male,29,Driver,Unknown,Unknown,Leisure and entertainment,Uninjured,429171.08,4583079.42,2.1516257,41.394284377
2020S000039    ,Eixample,l'Antiga Esquerra de l'Eixample,Aribau,Friday,2020-01-03,Laboral,2020,1,January,3,Afternoon,14:00:00,Unknown,Ciclomotor,Female,40,Driver,Unknown,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,429171.08,4583079.42,2.1516257,41.394284377
2020S000040    ,Sant Martí,la Vila Olímpica del Poblenou,Litoral,Friday,2020-01-03,Laboral,2020,1,January,3,Afternoon,15:00:00,Unknown,Ciclomotor,Female,61,Driver,Unknown,Unknown,In transit (commuting),Minor injury: Hospitalization up to 24 hours,432910.76,4582300.75,2.19644141,41.387591942
2020S000040    ,Sant Martí,la Vila Olímpica del Poblenou,Litoral,Friday,2020-01-03,Laboral,2020,1,January,3,Afternoon,15:00:00,Unknown,Car,Male,60,Driver,Unknown,Unknown,Leisure and entertainment,Uninjured,432910.76,4582300.75,2.19644141,41.387591942
2020S000041    ,Sarriŕ-Sant Gervasi,Sant Gervasi - Galvany,Diagonal,Friday,2020-01-03,Laboral,2020,1,January,3,Afternoon,15:00:00,Unknown,Bicicleta,Male,22,Driver,Unknown,Unknown,In transit (commuting),Minor injury: Hospitalization up to 24 hours,429312.19,4583180.97,2.15330161,41.395211425
2020S000042    ,Eixample,la Dreta de l'Eixample,Sant Joan,Friday,2020-01-03,Laboral,2020,1,January,3,Afternoon,16:00:00,Unknown,Furgoneta,Female,46,Driver,Unknown,Unknown,On a mission,Uninjured,430875.83,4583386.06,2.17198069,41.397194607
2020S000042    ,Eixample,la Dreta de l'Eixample,Sant Joan,Friday,2020-01-03,Laboral,2020,1,January,3,Afternoon,16:00:00,Unknown,Motorcycle,Female,37,Passenger,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,430875.83,4583386.06,2.17198069,41.397194607
2020S000042    ,Eixample,la Dreta de l'Eixample,Sant Joan,Friday,2020-01-03,Laboral,2020,1,January,3,Afternoon,16:00:00,Unknown,Motorcycle,Male,35,Driver,Unknown,Unknown,Other activities,Minor injury: Hospitalization up to 24 hours,430875.83,4583386.06,2.17198069,41.397194607
2020S000043    ,Sant Andreu,Sant Andreu,Pare Manyanet,Friday,2020-01-03,Laboral,2020,1,January,3,Afternoon,17:00:00,Unknown,Motorcycle,Female,48,Driver,Unknown,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,432785.33,4586796.38,2.19444172,41.428072355
2020S000044    ,Horta-Guinardó,la Vall d'Hebron,Vall d'Hebron,Friday,2020-01-03,Laboral,2020,1,January,3,Afternoon,16:00:00,Unknown,Motorcycle,Male,35,Driver,Unknown,Unknown,"Firefighters, police, ambulance",Minor injury: Refused medical assistance,428871.6,4587569.59,2.14751551,41.434699118
2020S000044    ,Horta-Guinardó,la Vall d'Hebron,Vall d'Hebron,Friday,2020-01-03,Laboral,2020,1,January,3,Afternoon,16:00:00,Unknown,Furgoneta,Male,55,Driver,Unknown,Unknown,Unknown,Uninjured,428871.6,4587569.59,2.14751551,41.434699118
2020S000045    ,Les Corts,les Corts,Corts,Friday,2020-01-03,Laboral,2020,1,January,3,Afternoon,16:00:00,Unknown,Veh. mobilitat personal amb motor,Male,19,Passenger,On the sidewalk,Unknown,Unknown,Uninjured,427512.12,4582072.67,2.13190405,41.385069077
2020S000045    ,Les Corts,les Corts,Corts,Friday,2020-01-03,Laboral,2020,1,January,3,Afternoon,16:00:00,Unknown,Veh. mobilitat personal amb motor,Male,43,Pedestrian,On the sidewalk,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,427512.12,4582072.67,2.13190405,41.385069077
2020S000045    ,Les Corts,les Corts,Corts,Friday,2020-01-03,Laboral,2020,1,January,3,Afternoon,16:00:00,Unknown,Veh. mobilitat personal amb motor,Male,17,Driver,On the sidewalk,Unknown,Unknown,Uninjured,427512.12,4582072.67,2.13190405,41.385069077
2020S000046    ,Sarriŕ-Sant Gervasi,el Putxet i el Farró,Ballester,Friday,2020-01-03,Laboral,2020,1,January,3,Afternoon,18:00:00,Unknown,Motorcycle,Female,47,Passenger,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,428729.97,4584520.6,2.14617998,41.407225549
2020S000046    ,Sarriŕ-Sant Gervasi,el Putxet i el Farró,Ballester,Friday,2020-01-03,Laboral,2020,1,January,3,Afternoon,18:00:00,Unknown,Car,Male,46,Driver,Unknown,Unknown,Unknown,Uninjured,428729.97,4584520.6,2.14617998,41.407225549
2020S000046    ,Sarriŕ-Sant Gervasi,el Putxet i el Farró,Ballester,Friday,2020-01-03,Laboral,2020,1,January,3,Afternoon,18:00:00,Unknown,Motorcycle,Female,45,Driver,Unknown,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,428729.97,4584520.6,2.14617998,41.407225549
