Case_Number,District_Name,Neighborhood_Name,Street_Name,Day_of_Week,Year,Month_Number,Month_Name,Day_of_Month,Hour_of_Day,Driver_Cause_Description,Shift_Description,Coordenada_UTM_X_ED50,Coordenada_UTM_Y_ED50,Longitud,Latitud,datetime
2020S000304    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Laforja,Wednesday,2020,1,January,15,9,Disobeying other signals,Morning,428620.39,4583304.62,2.14611407593832,41.3981126453938,2020-01-15 09:00:00
2020S004797    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Diagonal,Tuesday,2020,10,October,13,9,Disobeying other signals,Morning,429514.18,4583218.13,2.15681508113505,41.3974125055433,2020-10-13 09:00:00
2020S001637    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Francesc Macià,Wednesday,2020,3,March,4,15,Lack of precaution entering traffic,Afternoon,428567.6,4582974.2,2.14552161678075,41.3951319925356,2020-03-04 15:00:00
2020S005984    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Pau Casals,Tuesday,2020,12,December,15,12,Not respecting distances,Morning,428553.98,4582971.11,2.14535907553169,41.3951029521791,2020-12-15 12:00:00
2020S000811    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Santaló,Sunday,2020,2,February,2,21,Not yielding to the right,Afternoon,428710.04,4583208.3,2.14719774992448,41.3972530813658,2020-02-02 21:00:00
2020S003974    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Gràcia,Thursday,2020,9,September,3,13,Lack of attention while driving,Morning,429135.05,4583379.24,2.15226136634586,41.398830240984,2020-09-03 13:00:00
2020S000303    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Diagonal,Wednesday,2020,1,January,15,7,Lack of precaution entering traffic,Morning,428927.86,4583055.33,2.14982108872751,41.3958946195452,2020-01-15 07:00:00
2020S004932    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Gràcia,Tuesday,2020,10,October,20,11,Lack of attention while driving,Morning,429197.14,4583444.59,2.15299641236262,41.3994242936897,2020-10-20 11:00:00
2020S000529    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Augusta,Thursday,2020,1,January,23,8,Disobeying other signals,Morning,428171.82,4583499.48,2.1407254709525,41.3998277269005,2020-01-23 08:00:00
2020S004242    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Calvet,Thursday,2020,9,September,17,17,Lack of attention while driving,Afternoon,428660.46,4582941.63,2.14663613195257,41.3948468899478,2020-09-17 17:00:00
2020S006131    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Diagonal,Tuesday,2020,12,December,22,9,Improper/defective overtaking,Morning,429312.19,4583180.97,2.15440337096799,41.3970600882034,2020-12-22 09:00:00
2020S003246    ,Sarrià-Sant Gervasi,Sarrià,Bonanova,Saturday,2020,7,July,18,10,Disobeying traffic lights,Morning,426909.24,4583916.22,2.12557268870777,41.4034673398455,2020-07-18 10:00:00
2020S002297    ,Sarrià-Sant Gervasi,Sarrià,Bonanova,Tuesday,2020,5,May,26,7,Disobeying other signals,Morning,426759.95,4583807.32,2.12380002185115,41.4024729400395,2020-05-26 07:00:00
2020S000360    ,Sarrià-Sant Gervasi,Sarrià,Mendel,Thursday,2020,1,January,16,18,Lack of attention while driving,Afternoon,426532.95,4583444.13,2.12112871104381,41.3991811409334,2020-01-16 18:00:00
2020S000125    ,Sarrià-Sant Gervasi,Sarrià,Margenat,Wednesday,2020,1,January,8,9,Lack of attention while driving,Morning,426532.0,4583974.19,2.12105301926434,41.4039550643698,2020-01-08 09:00:00
2020S005604    ,Sarrià-Sant Gervasi,Sarrià,Can Caralleu,Friday,2020,11,November,27,8,Not respecting distances,Morning,426062.63,4583917.33,2.11544521657791,41.4033999229408,2020-11-27 08:00:00
2020S003066    ,Sarrià-Sant Gervasi,Sarrià,Major de Sarrià,Friday,2020,7,July,10,15,Disobeying other signals,Afternoon,426562.94,4583852.25,2.12143792732791,41.4028596331374,2020-07-10 15:00:00
2020S002021    ,Sarrià-Sant Gervasi,Sarrià,Sarrià,Friday,2020,4,April,10,0,Lack of attention while driving,Night,426717.19,4583723.39,2.12329868473426,41.4017131237667,2020-04-10 00:00:00
2020S002751    ,Sarrià-Sant Gervasi,Sarrià,Sarrià a Vallvidrera,Wednesday,2020,6,June,24,20,Others,Afternoon,425552.67,4584550.6,2.10926708358475,41.409056415178,2020-06-24 20:00:00
2020S005165    ,Sarrià-Sant Gervasi,Sarrià,J. V. Foix,Tuesday,2020,11,November,3,15,Disobeying traffic lights,Afternoon,426553.84,4583217.64,2.12140605971354,41.3971431551612,2020-11-03 15:00:00
2020S000845    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Immaculada,Monday,2020,2,February,3,22,Improper or careless turn,Night,426843.82,4584433.35,2.12472761257054,41.4081189463418,2020-02-03 22:00:00
2020S001325    ,Sarrià-Sant Gervasi,les Tres Torres,Ganduxer,Friday,2020,2,February,21,8,Not respecting distances,Morning,427523.12,4584010.82,2.13290475480616,41.4043749373794,2020-02-21 08:00:00
2020S000080    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Bonanova,Sunday,2020,1,January,5,20,Disobeying other signals,Afternoon,427491.81,4584339.01,2.13249089346371,41.4073279794894,2020-01-05 20:00:00
2020S002686    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Bonanova,Sunday,2020,6,June,21,18,Lack of attention while driving,Afternoon,427367.24,4584262.54,2.13100984352309,41.4066280016377,2020-06-21 18:00:00
2020S002547    ,Sarrià-Sant Gervasi,les Tres Torres,Mig (Descendent),Friday,2020,6,June,12,8,Others,Morning,427605.52,4583482.64,2.13395362470075,41.3996252679448,2020-06-12 08:00:00
2020S005262    ,Sarrià-Sant Gervasi,les Tres Torres,Bonanova,Tuesday,2020,11,November,10,15,Lack of attention while driving,Afternoon,426890.14,4583889.28,2.12534746364725,41.4032229665906,2020-11-10 15:00:00
2020S004989    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Escoles Pies,Friday,2020,10,October,23,10,Disobeying traffic lights,Morning,427201.39,4584126.42,2.12904217968451,41.4053870264825,2020-10-23 10:00:00
2020S004900    ,Sarrià-Sant Gervasi,les Tres Torres,General Mitre,Sunday,2020,10,October,18,11,Changing lanes without caution,Morning,427599.64,4583509.26,2.13388010730365,41.3998644936846,2020-10-18 11:00:00
2020S002507    ,Sarrià-Sant Gervasi,les Tres Torres,Alt de Gironella,Wednesday,2020,6,June,10,16,Disobeying other signals,Afternoon,427521.18,4583283.07,2.13296867675205,41.3978202267706,2020-06-10 16:00:00
2020S003034    ,Sarrià-Sant Gervasi,les Tres Torres,General Mitre,Thursday,2020,7,July,9,7,Others,Morning,427712.49,4583219.59,2.13526455990643,41.3972657095775,2020-07-09 07:00:00
2020S005373    ,Sarrià-Sant Gervasi,Sarrià,Vergós,Monday,2020,11,November,16,9,Disobeying other signals,Morning,427123.58,4583407.73,2.1281978902204,41.398907049762,2020-11-16 09:00:00
2020S005373    ,Sarrià-Sant Gervasi,Sarrià,Vergós,Monday,2020,11,November,16,9,Improper/defective overtaking,Morning,427123.58,4583407.73,2.1281978902204,41.398907049762,2020-11-16 09:00:00
2020S000688    ,Sarrià-Sant Gervasi,Sarrià,Manuel Girona,Wednesday,2020,1,January,29,15,Others,Afternoon,426659.64,4582680.07,2.12273664548162,41.3923111542375,2020-01-29 15:00:00
2020S003210    ,Sarrià-Sant Gervasi,les Tres Torres,Calatrava,Thursday,2020,7,July,16,13,Disobeying other signals,Morning,427408.48,4583652.23,2.13157638376478,41.4011349280531,2020-07-16 13:00:00
2020S002083    ,Sarrià-Sant Gervasi,les Tres Torres,Doctor Fleming,Monday,2020,4,April,27,21,Lack of attention while driving,Afternoon,427842.94,4582874.24,2.13686604285838,41.3941669986693,2020-04-27 21:00:00
2020S000573    ,Sarrià-Sant Gervasi,les Tres Torres,Mig (Descendent),Friday,2020,1,January,24,21,Lack of attention while driving,Afternoon,427712.49,4583219.59,2.13526455990643,41.3972657095775,2020-01-24 21:00:00
2020S000114    ,Sarrià-Sant Gervasi,les Tres Torres,Mig (Descendent),Tuesday,2020,1,January,7,22,Others,Night,427645.65,4583125.1,2.13447636837468,41.3964086658499,2020-01-07 22:00:00
2020S005570    ,Sarrià-Sant Gervasi,Sarrià,Manuel Girona,Wednesday,2020,11,November,25,21,Improper or careless turn,Afternoon,427354.25,4582900.13,2.13101792989609,41.394356183748,2020-11-25 21:00:00
2020S003479    ,Sarrià-Sant Gervasi,Sarrià,Sant Joan Bosco,Thursday,2020,7,July,30,12,Unknown,Morning,427272.31,4583009.38,2.13002475858022,41.3953327465576,2020-07-30 12:00:00
2020S004973    ,Sarrià-Sant Gervasi,les Tres Torres,Augusta,Thursday,2020,10,October,22,22,Changing lanes without caution,Night,427407.94,4583470.1,2.13159176289006,41.3994945119658,2020-10-22 22:00:00
2020S004792    ,Sarrià-Sant Gervasi,les Tres Torres,Augusta,Tuesday,2020,10,October,13,13,Not respecting distances,Morning,427269.0,4583470.8,2.12992974355489,41.3994882609216,2020-10-13 13:00:00
2020S003238    ,Sarrià-Sant Gervasi,el Putxet i el Farró,Saragossa,Friday,2020,7,July,17,18,Disobeying other signals,Afternoon,428923.46,4583987.97,2.14965896700891,41.4042941621736,2020-07-17 18:00:00
2020S005446    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,General Mitre,Thursday,2020,11,November,19,16,Lack of attention while driving,Afternoon,428079.96,4584102.76,2.13955500080519,41.4052530109845,2020-11-19 16:00:00
2020S005465    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,General Mitre,Friday,2020,11,November,20,16,Lack of attention while driving,Afternoon,428079.96,4584102.76,2.13955500080519,41.4052530109845,2020-11-20 16:00:00
2020S004208    ,Sarrià-Sant Gervasi,el Putxet i el Farró,Augusta,Wednesday,2020,9,September,16,9,Changing lanes without caution,Morning,428992.77,4583855.54,2.15050362129905,41.4031075411522,2020-09-16 09:00:00
2020S000701    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Alacant,Thursday,2020,1,January,30,7,Disobeying traffic lights,Morning,427646.95,4583773.53,2.13441442669511,41.4022489210769,2020-01-30 07:00:00
2020S003414    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Isaac Newton,Sunday,2020,7,July,26,18,Lack of attention while driving,Afternoon,427504.46,4585298.73,2.13252723596056,41.4159728949038,2020-07-26 18:00:00
2020S002109    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Folgueroles,Monday,2020,5,May,4,12,Lack of attention while driving,Morning,428020.62,4584526.32,2.13879476297292,41.4090625272904,2020-05-04 12:00:00
2020S005741    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Dalt (Besòs),Thursday,2020,12,December,3,14,Not respecting distances,Afternoon,426784.38,4584603.64,2.1239959231586,41.4096472586244,2020-12-03 14:00:00
2020S000564    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Dalt (Llobregat),Friday,2020,1,January,24,14,Not respecting distances,Afternoon,427279.47,4585097.5,2.12985952008515,41.4141401790043,2020-01-24 14:00:00
2020S001683    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Dalt (Besòs),Friday,2020,3,March,6,6,Lack of attention while driving,Morning,427517.5,4585278.82,2.13268563944807,41.4157947507196,2020-03-06 06:00:00
2020S006260    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Dalt (Besòs),Wednesday,2020,12,December,30,19,Lack of attention while driving,Afternoon,427869.96,4585406.47,2.1368874397969,41.4169761515483,2020-12-30 19:00:00
2020S005526    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Josep M. Lladó,Tuesday,2020,11,November,24,12,Not respecting distances,Morning,427018.54,4584886.84,2.12676311032199,41.4122192076632,2020-11-24 12:00:00
2020S002627    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Isaac Newton,Thursday,2020,6,June,18,7,Not respecting distances,Morning,427504.46,4585298.73,2.13252723596056,41.4159728949038,2020-06-18 07:00:00
2020S002955    ,Sarrià-Sant Gervasi,el Putxet i el Farró,Forasté,Monday,2020,7,July,6,7,Unknown,Morning,428066.26,4584675.49,2.13932303600038,41.4104101242062,2020-07-06 07:00:00
2020S002258    ,Sarrià-Sant Gervasi,el Putxet i el Farró,Espinoi,Thursday,2020,5,May,21,18,Not determined,Afternoon,428251.84,4584872.37,2.14151988911439,41.4121999270963,2020-05-21 18:00:00
2020S003873    ,Sarrià-Sant Gervasi,el Putxet i el Farró,Lucà,Saturday,2020,8,August,29,17,Lack of precaution when reversing,Afternoon,428167.38,4584926.71,2.14050296704698,41.4126818001665,2020-08-29 17:00:00
2020S005678    ,Sarrià-Sant Gervasi,el Putxet i el Farró,Riera de Cassoles,Tuesday,2020,12,December,1,10,Lack of attention while driving,Morning,429037.84,4584358.3,2.15098381464511,41.4076396847753,2020-12-01 10:00:00
2020S004087    ,Sarrià-Sant Gervasi,el Putxet i el Farró,General Mitre,Wednesday,2020,9,September,9,14,Not respecting distances,Afternoon,428852.95,4584342.97,2.14877376202683,41.4074852703407,2020-09-09 14:00:00
2020S006164    ,Sarrià-Sant Gervasi,el Putxet i el Farró,General Mitre,Wednesday,2020,12,December,23,16,Not respecting distances,Afternoon,428852.95,4584342.97,2.14877376202683,41.4074852703407,2020-12-23 16:00:00
2020S005672    ,Sarrià-Sant Gervasi,el Putxet i el Farró,Ferran Puig,Tuesday,2020,12,December,1,10,Lack of attention while driving,Morning,428569.46,4584824.15,2.14532555764001,41.4117939209872,2020-12-01 10:00:00
2020S005774    ,Sarrià-Sant Gervasi,el Putxet i el Farró,General Mitre,Thursday,2020,12,December,3,21,Improper or careless turn,Afternoon,428270.55,4584213.39,2.14182184571598,41.4062664382429,2020-12-03 21:00:00
2020S005639    ,Sarrià-Sant Gervasi,el Putxet i el Farró,General Mitre,Sunday,2020,11,November,29,20,Unknown,Afternoon,428273.21,4584231.67,2.14185150036966,41.406431316035,2020-11-29 20:00:00
2020S005430    ,Sarrià-Sant Gervasi,el Putxet i el Farró,General Mitre,Thursday,2020,11,November,19,6,Not respecting distances,Morning,428339.53,4584268.5,2.14264051518783,41.4067689435348,2020-11-19 06:00:00
2020S000399    ,Sarrià-Sant Gervasi,el Putxet i el Farró,General Mitre,Thursday,2020,1,January,16,19,Changing lanes without caution,Afternoon,428349.96,4584274.88,2.14276453296329,41.4068273352981,2020-01-16 19:00:00
2020S005701    ,Sarrià-Sant Gervasi,el Putxet i el Farró,Balmes,Tuesday,2020,12,December,1,20,Disobeying traffic lights,Afternoon,428563.31,4584053.44,2.14534295900712,41.4048519023418,2020-12-01 20:00:00
2020S003466    ,Sarrià-Sant Gervasi,el Putxet i el Farró,República Argentina,Thursday,2020,7,July,30,9,Lack of attention while driving,Morning,428836.52,4584632.61,2.14854314825351,41.4100924878576,2020-07-30 09:00:00
2020S006142    ,Sarrià-Sant Gervasi,el Putxet i el Farró,Lesseps,Tuesday,2020,12,December,22,15,Others,Afternoon,429023.59,4584388.83,2.15080975999847,41.4079133984045,2020-12-22 15:00:00
2020S005687    ,Sarrià-Sant Gervasi,el Putxet i el Farró,Ballester,Tuesday,2020,12,December,1,15,Disobeying other signals,Afternoon,428728.52,4584511.57,2.14726534311448,41.4089927601194,2020-12-01 15:00:00
2020S003196    ,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Vallvidrera a Barcelona,Wednesday,2020,7,July,15,13,Not determined,Morning,426400.01,4585744.52,2.11925876642607,41.4198875156919,2020-07-15 13:00:00
2020S002206    ,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Via Làctia,Friday,2020,5,May,15,13,Lack of attention while driving,Morning,424924.33,4587061.34,2.10143845987436,41.4316108774231,2020-05-15 13:00:00
2020S000438    ,Gràcia,Vallcarca i els Penitents,Sant Cugat,Saturday,2020,1,January,18,20,Not respecting distances,Afternoon,428131.96,4586008.02,2.13995072842368,41.4224175246228,2020-01-18 20:00:00
2020S000579    ,Gràcia,Vallcarca i els Penitents,General Mendoza,Saturday,2020,1,January,25,7,Others,Morning,428281.48,4586105.11,2.14172833588599,41.4233053327948,2020-01-25 07:00:00
2020S001159    ,Gràcia,Vallcarca i els Penitents,Vallcarca,Saturday,2020,2,February,15,20,Unknown,Afternoon,428323.81,4585639.28,2.14229006344588,41.4191135815223,2020-02-15 20:00:00
2020S001137    ,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Vallvidrera a les Planes,Friday,2020,2,February,14,14,Lack of attention while driving,Afternoon,424424.5,4586264.87,2.09555640066878,41.4243906392352,2020-02-14 14:00:00
2020S001631    ,Gràcia,Vallcarca i els Penitents,Dalt (Besòs),Wednesday,2020,3,March,4,13,Lack of attention while driving,Morning,427969.12,4585470.19,2.13806627773444,41.4175589443466,2020-03-04 13:00:00
2020S003610    ,Gràcia,Vallcarca i els Penitents,Dalt (Besòs),Saturday,2020,8,August,8,18,Lack of attention while driving,Afternoon,427980.49,4585452.25,2.13820445431013,41.4173983857322,2020-08-08 18:00:00
2020S003697    ,Gràcia,Vallcarca i els Penitents,Dalt (Besòs),Sunday,2020,8,August,16,5,Lack of attention while driving,Night,428129.83,4585705.33,2.13996121247342,41.4196911380299,2020-08-16 05:00:00
2020S002278    ,Gràcia,Vallcarca i els Penitents,Trullols,Saturday,2020,5,May,23,5,Lack of attention while driving,Night,428045.84,4585995.15,2.13892176805442,41.4222939019911,2020-05-23 05:00:00
2020S001836    ,Gràcia,Vallcarca i els Penitents,Lesseps,Wednesday,2020,3,March,11,8,Others,Morning,429097.14,4584462.15,2.15168105868422,41.4085802539198,2020-03-11 08:00:00
2020S000433    ,Gràcia,Vallcarca i els Penitents,Lesseps,Saturday,2020,1,January,18,15,Changing lanes without caution,Afternoon,429097.14,4584462.15,2.15168105868422,41.4085802539198,2020-01-18 15:00:00
2020S003493    ,Gràcia,Vallcarca i els Penitents,Vall d'Hebron,Friday,2020,7,July,31,13,Others,Morning,428198.7,4585893.0,2.14076298013207,41.4213875571423,2020-07-31 13:00:00
2020S001286    ,Gràcia,Vallcarca i els Penitents,Dalt (Besòs),Thursday,2020,2,February,20,9,Others,Morning,428121.82,4585676.23,2.13986882900116,41.4194283305257,2020-02-20 09:00:00
2020S004229    ,Gràcia,la Vila de Gràcia,Providència,Thursday,2020,9,September,17,12,Others,Morning,429560.29,4584393.77,2.15722980987134,41.4080051014362,2020-09-17 12:00:00
2020S002887    ,Gràcia,Vallcarca i els Penitents,Vall d'Hebron,Wednesday,2020,7,July,1,23,Disobeying other signals,Night,428121.82,4585676.23,2.13986882900116,41.4194283305257,2020-07-01 23:00:00
2020S003247    ,Gràcia,Vallcarca i els Penitents,Vallcarca,Saturday,2020,7,July,18,12,Lack of attention while driving,Morning,428572.1,4585171.07,2.14531618440974,41.414918720483,2020-07-18 12:00:00
2020S003832    ,Gràcia,Vallcarca i els Penitents,Vallcarca,Wednesday,2020,8,August,26,21,Improper or careless turn,Afternoon,428453.5,4585367.65,2.14387395614504,41.4166786837084,2020-08-26 21:00:00
2020S002194    ,Gràcia,la Salut,Dalt,Thursday,2020,5,May,14,17,Lack of attention while driving,Afternoon,429865.6,4585094.63,2.16080105268566,41.4143441815986,2020-05-14 17:00:00
2020S006202    ,Gràcia,la Salut,Rabassa,Friday,2020,12,December,25,19,Disobeying other signals,Afternoon,429562.08,4584770.9,2.15720732472094,41.4114019247616,2020-12-25 19:00:00
2020S004350    ,Gràcia,la Salut,Albigesos,Wednesday,2020,9,September,23,1,Lack of precaution when reversing,Night,429095.4,4584875.5,2.15161180667181,41.4123029808136,2020-09-23 01:00:00
2020S004763    ,Gràcia,la Salut,Pau Alsina,Sunday,2020,10,October,11,19,Not yielding to the right,Afternoon,429927.96,4585014.77,2.16155639938825,41.4136303524322,2020-10-11 19:00:00
2020S006035    ,Gràcia,el Coll,Móra d'Ebre,Thursday,2020,12,December,17,14,Disobeying other signals,Afternoon,429035.03,4585860.47,2.15077399052177,41.4211688772088,2020-12-17 14:00:00
2020S002357    ,Gràcia,el Coll,Sant Marià,Friday,2020,5,May,29,18,Unknown,Afternoon,428965.78,4585702.94,2.14996387706882,41.4197439502876,2020-05-29 18:00:00
2020S003758    ,Gràcia,el Coll,Santuari,Thursday,2020,8,August,20,23,Entering the opposite lane,Night,429004.3,4585975.03,2.15039283961786,41.4221979567812,2020-08-20 23:00:00
2020S005506    ,Gràcia,la Vila de Gràcia,Terol,Monday,2020,11,November,23,15,Not determined,Afternoon,429705.13,4584029.29,2.15900489039542,41.4047350446725,2020-11-23 15:00:00
2020S002354    ,Gràcia,el Coll,Sant Eudald,Friday,2020,5,May,29,15,Disobeying other signals,Afternoon,428857.75,4585395.36,2.14870744227985,41.4169641467204,2020-05-29 15:00:00
2020S005023    ,Gràcia,la Vila de Gràcia,Torrent de l'Olla,Sunday,2020,10,October,25,15,Improper/defective overtaking,Afternoon,429710.48,4583878.83,2.15908636240187,41.4033803744898,2020-10-25 15:00:00
2020S003426    ,Gràcia,la Vila de Gràcia,Còrsega,Monday,2020,7,July,27,22,Lack of attention while driving,Night,429997.34,4583483.6,2.16256358296615,41.3998457072075,2020-07-27 22:00:00
2020S000211    ,Gràcia,la Vila de Gràcia,Còrsega,Saturday,2020,1,January,11,11,Changing lanes without caution,Morning,429975.54,4583492.74,2.16230176083447,41.3999261297129,2020-01-11 11:00:00
2020S003839    ,Gràcia,la Vila de Gràcia,Dalt,Thursday,2020,8,August,27,13,Lack of attention while driving,Morning,429241.33,4584658.67,2.15338306290977,41.4103629389698,2020-08-27 13:00:00
2020S005079    ,Gràcia,la Vila de Gràcia,Dalt,Wednesday,2020,10,October,28,11,Lack of attention while driving,Morning,429276.88,4584658.71,2.15380836415157,41.4103664280744,2020-10-28 11:00:00
2020S006140    ,Gràcia,la Vila de Gràcia,Diagonal,Tuesday,2020,12,December,22,15,Lack of attention while driving,Afternoon,429676.49,4583244.7,2.15875342360318,41.3976660229953,2020-12-22 15:00:00
2020S006189    ,Gràcia,la Vila de Gràcia,Diagonal,Thursday,2020,12,December,24,16,Lack of attention while driving,Afternoon,429514.18,4583218.13,2.15681508113505,41.3974125055433,2020-12-24 16:00:00
2020S005184    ,Gràcia,la Vila de Gràcia,Augusta,Wednesday,2020,11,November,4,15,Improper/defective overtaking,Afternoon,429498.77,4583293.29,2.15662200707712,41.3980880934654,2020-11-04 15:00:00
2020S002886    ,Gràcia,la Vila de Gràcia,Augusta,Wednesday,2020,7,July,1,20,Lack of attention while driving,Afternoon,429454.64,4583371.65,2.15608502239029,41.3987899829817,2020-07-01 20:00:00
2020S003338    ,Gràcia,el Camp d'en Grassot i Gràcia Nova,Còrsega,Thursday,2020,7,July,23,9,Unknown,Morning,430557.12,4584046.91,2.16919488837918,41.404967788854,2020-07-23 09:00:00
2020S004258    ,Gràcia,el Camp d'en Grassot i Gràcia Nova,Sardenya,Friday,2020,9,September,18,14,Changing lanes without caution,Afternoon,430701.44,4584372.93,2.1708840095266,41.4079165925028,2020-09-18 14:00:00
2020S004079    ,Gràcia,el Camp d'en Grassot i Gràcia Nova,Sant Antoni Maria Claret,Wednesday,2020,9,September,9,9,Unknown,Morning,430464.89,4584328.63,2.16805920560551,41.4074971700793,2020-09-09 09:00:00
2020S003112    ,Gràcia,el Camp d'en Grassot i Gràcia Nova,Gràcia,Monday,2020,7,July,13,7,Others,Morning,430279.33,4584347.74,2.16583712901322,41.4076532139948,2020-07-13 07:00:00
2020S003206    ,Gràcia,la Vila de Gràcia,Sant Marc,Wednesday,2020,7,July,15,20,Disobeying other signals,Afternoon,429236.0,4583768.71,2.1534233533088,41.4023469417975,2020-07-15 20:00:00
2020S004475    ,Gràcia,la Vila de Gràcia,Augusta,Monday,2020,9,September,28,23,Not determined,Night,429312.02,4583541.86,2.15435920303478,41.4003104760837,2020-09-28 23:00:00
2020S000680    ,Gràcia,el Camp d'en Grassot i Gràcia Nova,Sant Joan,Wednesday,2020,1,January,29,9,Improper/defective overtaking,Morning,430411.16,4583904.05,2.16746524414451,41.4036684771359,2020-01-29 09:00:00
2020S002723    ,Gràcia,el Camp d'en Grassot i Gràcia Nova,Sant Joan,Tuesday,2020,6,June,23,11,Unknown,Morning,430411.16,4583904.05,2.16746524414451,41.4036684771359,2020-06-23 11:00:00
2020S002142    ,Gràcia,el Camp d'en Grassot i Gràcia Nova,Sardenya,Friday,2020,5,May,8,20,Lack of attention while driving,Afternoon,430874.82,4584212.1,2.17297656026025,41.4064829799353,2020-05-08 20:00:00
2020S004565    ,Gràcia,el Camp d'en Grassot i Gràcia Nova,Sardenya,Friday,2020,10,October,2,15,Changing lanes without caution,Afternoon,430831.02,4584257.26,2.17244742200051,41.4068859530867,2020-10-02 15:00:00
2020S000730    ,Gràcia,el Camp d'en Grassot i Gràcia Nova,Sant Joan,Thursday,2020,1,January,30,19,Improper or careless turn,Afternoon,430196.15,4584162.28,2.16486342608589,41.4059756232946,2020-01-30 19:00:00
2020S002641    ,Gràcia,el Camp d'en Grassot i Gràcia Nova,Pi i Margall,Thursday,2020,6,June,18,23,Disobeying other signals,Night,430105.04,4584356.9,2.16375101648435,41.4077205788737,2020-06-18 23:00:00
2020S002124    ,Gràcia,el Camp d'en Grassot i Gràcia Nova,Rosselló,Wednesday,2020,5,May,6,9,Unknown,Morning,430505.46,4583808.03,2.16860432366058,41.4028118150062,2020-05-06 09:00:00
2020S001538    ,Gràcia,el Camp d'en Grassot i Gràcia Nova,Gràcia,Saturday,2020,2,February,29,0,Lack of attention while driving,Night,430314.99,4584364.19,2.16626184038036,41.4078044654592,2020-02-29 00:00:00
2020S004115    ,Gràcia,el Camp d'en Grassot i Gràcia Nova,Sant Joan,Thursday,2020,9,September,10,18,Changing lanes without caution,Afternoon,430505.46,4583808.03,2.16860432366058,41.4028118150062,2020-09-10 18:00:00
2020S003552    ,Gràcia,el Camp d'en Grassot i Gràcia Nova,Sardenya,Tuesday,2020,8,August,4,9,Improper or careless turn,Morning,430793.01,4584278.9,2.17199023311942,41.4070775856412,2020-08-04 09:00:00
2020S004038    ,Gràcia,la Vila de Gràcia,Bailèn,Sunday,2020,9,September,6,14,Not determined,Afternoon,430295.19,4583849.8,2.16608421070161,41.4031698197786,2020-09-06 14:00:00
2020S004354    ,Gràcia,la Vila de Gràcia,Bailèn,Wednesday,2020,9,September,23,7,Not respecting distances,Morning,430187.5,4583942.79,2.16478526416106,41.403998003747,2020-09-23 07:00:00
2020S005295    ,Gràcia,la Vila de Gràcia,Sant Lluís,Wednesday,2020,11,November,11,21,Disobeying other signals,Afternoon,429941.66,4584339.31,2.16179851494132,41.4075479293809,2020-11-11 21:00:00
2020S001074    ,Gràcia,la Vila de Gràcia,Quevedo,Wednesday,2020,2,February,12,9,Others,Morning,429998.23,4584060.72,2.1625074904958,41.4050436986856,2020-02-12 09:00:00
2020S003261    ,Horta-Guinardó,la Teixonera,Coll i Alentorn,Sunday,2020,7,July,19,1,Not determined,Night,428660.67,4586573.16,2.14621047941916,41.4275546179888,2020-07-19 01:00:00
2020S004521    ,Horta-Guinardó,la Teixonera,Dalt (Llobregat),Wednesday,2020,9,September,30,16,Improper or careless turn,Afternoon,428297.67,4586149.56,2.14191679372394,41.4237071195847,2020-09-30 16:00:00
2020S002832    ,Horta-Guinardó,Sant Genís dels Agudells,Sant Cugat,Monday,2020,6,June,29,19,Disobeying other signals,Afternoon,427486.63,4587256.02,2.1320791813427,41.4335996911966,2020-06-29 19:00:00
