Case_Number,District_Name,Neighborhood_Name,Street_Name,Day_of_Week,Year,Month_Number,Month_Name,Day_of_Month,Hour_of_Day,Driver_Cause_Description,Shift_Description,Coordenada_UTM_X_ED50,Coordenada_UTM_Y_ED50,Longitud,Latitud,datetime
2020S003316    ,Sant Andreu,el Bon Pastor,Sant Adrià,Wednesday,2020,7,July,22,9,Not respecting pedestrian crossings,Morning,433763.05,4587702.08,2.20714624717725,41.4381593994526,2020-07-22 09:00:00
2020S004904    ,Sant Andreu,el Bon Pastor,Sant Adrià,Sunday,2020,10,October,18,12,Lack of precaution entering traffic,Morning,432950.62,4587637.47,2.19742957085275,41.4375100510657,2020-10-18 12:00:00
2020S005252    ,Sant Andreu,Sant Andreu,Meridiana,Monday,2020,11,November,9,18,Changing lanes without caution,Afternoon,431880.28,4587160.48,2.18467277222777,41.4331238873225,2020-11-09 18:00:00
2020S000552    ,Sant Andreu,Sant Andreu,Meridiana,Friday,2020,1,January,24,9,Improper/defective overtaking,Morning,431890.58,4587477.65,2.18476029719313,41.4359813979837,2020-01-24 09:00:00
2020S003647    ,Sant Andreu,el Bon Pastor,Potosí,Tuesday,2020,8,August,11,15,Lack of attention while driving,Afternoon,433428.2,4588467.99,2.2030540795672,41.4450300090109,2020-08-11 15:00:00
2020S001983    ,Sant Andreu,la Trinitat Vella,B-20 (Llobregat),Monday,2020,3,March,30,20,Others,Afternoon,432747.04,4589003.17,2.19484093638338,41.4497934107761,2020-03-30 20:00:00
2020S001360    ,Sant Andreu,la Trinitat Vella,B-20 (Llobregat),Saturday,2020,2,February,22,14,Not respecting distances,Afternoon,433055.46,4589197.32,2.19851149987986,41.451567834434,2020-02-22 14:00:00
2020S000412    ,Sant Andreu,la Trinitat Vella,B-20 (Besòs),Friday,2020,1,January,17,22,Not determined,Night,433118.62,4589134.87,2.19927452419591,41.4510106348444,2020-01-17 22:00:00
2020S001307    ,Sant Andreu,el Bon Pastor,Caracas,Thursday,2020,2,February,20,17,Others,Afternoon,433660.02,4588003.97,2.20587994907876,41.4408699213078,2020-02-20 17:00:00
2020S004686    ,Sant Andreu,el Bon Pastor,Potosí,Wednesday,2020,10,October,7,11,Improper/defective overtaking,Morning,433242.65,4588428.8,2.20083735732863,41.4446616295005,2020-10-07 11:00:00
2020S001655    ,Sant Andreu,el Bon Pastor,B-10 (Besòs),Thursday,2020,3,March,5,6,Changing lanes without caution,Morning,433055.35,4589197.34,2.19851018081951,41.4515680053919,2020-03-05 06:00:00
2020S004176    ,Sant Andreu,el Bon Pastor,Guayaquil,Tuesday,2020,9,September,15,11,Lack of attention while driving,Morning,433753.46,4588457.97,2.20694857975068,41.4449666688139,2020-09-15 11:00:00
2020S004974    ,Sant Andreu,Baró de Viver,Pilar Miró,Thursday,2020,10,October,22,22,Lack of attention while driving,Night,433363.25,4582786.07,2.20290263421801,41.393849233693,2020-10-22 22:00:00
2020S000633    ,Sant Andreu,el Bon Pastor,Monterrey,Monday,2020,1,January,27,17,Lack of attention while driving,Afternoon,433767.29,4588494.32,2.20711014060578,41.4452952026373,2020-01-27 17:00:00
2020S005207    ,Sant Andreu,el Bon Pastor,Litoral (Besòs),Friday,2020,11,November,6,13,Lack of attention while driving,Morning,433863.66,4588355.65,2.20827888911707,41.4440541915875,2020-11-06 13:00:00
2020S001851    ,Nou Barris,Vilapicina i la Torre Llobeta,Quinze,Wednesday,2020,3,March,11,17,Improper or careless turn,Afternoon,431231.4,4586610.87,2.17696959764449,41.4281184529535,2020-03-11 17:00:00
2020S001910    ,Nou Barris,Vilapicina i la Torre Llobeta,Santa Fe,Friday,2020,3,March,13,14,Lack of attention while driving,Afternoon,431021.47,4586624.61,2.17445581386787,41.4282242041328,2020-03-13 14:00:00
2020S002650    ,Sant Andreu,la Sagrera,Meridiana,Friday,2020,6,June,19,15,Not respecting distances,Afternoon,431996.67,4586786.77,2.18610775681462,41.4297678753395,2020-06-19 15:00:00
2020S006157    ,Nou Barris,Vilapicina i la Torre Llobeta,Fabra i Puig,Wednesday,2020,12,December,23,7,Improper or careless turn,Morning,430970.94,4587051.74,2.17380234914952,41.4320668633616,2020-12-23 07:00:00
2020S003768    ,Nou Barris,Vilapicina i la Torre Llobeta,Fabra i Puig,Saturday,2020,8,August,22,10,Others,Morning,430931.99,4587081.18,2.17333284537909,41.4323286696761,2020-08-22 10:00:00
2020S004250    ,Nou Barris,Vilapicina i la Torre Llobeta,Meridiana,Friday,2020,9,September,18,11,Disobeying traffic lights,Morning,431926.84,4586869.18,2.18526280295001,41.4305041983578,2020-09-18 11:00:00
2020S004832    ,Nou Barris,Vilapicina i la Torre Llobeta,Cartellà,Wednesday,2020,10,October,14,23,Lack of attention while driving,Night,430818.27,4586818.63,2.17200192919204,41.4299541939736,2020-10-14 23:00:00
2020S003562    ,Nou Barris,Vilapicina i la Torre Llobeta,Serrano,Tuesday,2020,8,August,4,12,Improper or careless turn,Morning,431110.14,4586906.31,2.17548482033486,41.430768981437,2020-08-04 12:00:00
2020S004945    ,Sant Andreu,la Sagrera,Pegàs,Wednesday,2020,10,October,21,11,Lack of attention while driving,Morning,432158.13,4586573.32,2.1880639447541,41.4278590574579,2020-10-21 11:00:00
2020S002615    ,Nou Barris,Vilapicina i la Torre Llobeta,Fabra i Puig,Wednesday,2020,6,June,17,11,Not respecting distances,Morning,431226.09,4587072.24,2.17685356255908,41.4322733883597,2020-06-17 11:00:00
2020S002996    ,Nou Barris,Vilapicina i la Torre Llobeta,Maragall,Tuesday,2020,7,July,7,10,Lack of precaution when reversing,Morning,430846.29,4586689.53,2.17235201994195,41.4287938518043,2020-07-07 10:00:00
2020S006138    ,Nou Barris,Vilapicina i la Torre Llobeta,Maragall,Tuesday,2020,12,December,22,12,Others,Morning,431241.28,4586570.94,2.17709237226676,41.4277596637427,2020-12-22 12:00:00
2020S002773    ,Nou Barris,Vilapicina i la Torre Llobeta,Jota,Friday,2020,6,June,26,11,Disobeying other signals,Morning,431357.41,4586967.11,2.17843709907376,41.4313377553015,2020-06-26 11:00:00
2020S004500    ,Nou Barris,Can Peguera,Urrutia,Wednesday,2020,9,September,30,1,Lack of attention while driving,Night,430438.48,4587662.54,2.16735976145302,41.4375221566103,2020-09-30 01:00:00
2020S005934    ,Sant Andreu,la Sagrera,Meridiana,Saturday,2020,12,December,12,15,Others,Afternoon,432177.26,4586307.64,2.18832267526959,41.425467782489,2020-12-12 15:00:00
2020S000758    ,Sant Andreu,la Sagrera,Meridiana,Friday,2020,1,January,31,16,Disobeying other signals,Afternoon,432161.88,4586418.74,2.18812616552349,41.4264671242764,2020-01-31 16:00:00
2020S001409    ,Nou Barris,Porta,Rio de Janeiro,Monday,2020,2,February,24,17,Unknown,Afternoon,431685.66,4587994.0,2.18224935750636,41.4406145660415,2020-02-24 17:00:00
2020S005014    ,Nou Barris,Porta,Valldaura,Saturday,2020,10,October,24,16,Disobeying traffic lights,Afternoon,431735.72,4588048.32,2.18284240011278,41.4411080638584,2020-10-24 16:00:00
2020S003986    ,Nou Barris,Porta,Meridiana,Thursday,2020,9,September,3,13,Others,Morning,431958.92,4587888.62,2.18553194117884,41.4396886501444,2020-09-03 13:00:00
2020S000035    ,Nou Barris,Porta,Rosselló i Porcel,Friday,2020,1,January,3,12,Lack of attention while driving,Morning,431855.93,4587772.72,2.18431231728041,41.4386360471102,2020-01-03 12:00:00
2020S000381    ,Nou Barris,Porta,Casas i Amigó,Thursday,2020,1,January,16,13,Lack of precaution when reversing,Morning,431371.7,4587505.62,2.17854696666562,41.4361891371636,2020-01-16 13:00:00
2020S000132    ,Nou Barris,Vilapicina i la Torre Llobeta,Fabra i Puig,Wednesday,2020,1,January,8,15,Disobeying traffic lights,Afternoon,431360.13,4587054.3,2.17845974957742,41.4321232761479,2020-01-08 15:00:00
2020S005726    ,Nou Barris,Porta,Valldaura,Wednesday,2020,12,December,2,20,Not yielding to the right,Afternoon,431735.72,4588048.32,2.18284240011278,41.4411080638584,2020-12-02 20:00:00
2020S004457    ,Nou Barris,Porta,Vèlia,Monday,2020,9,September,28,9,Lack of precaution entering traffic,Morning,431651.36,4587257.85,2.18192207740816,41.4339814143563,2020-09-28 09:00:00
2020S004930    ,Nou Barris,Vilapicina i la Torre Llobeta,Felip II,Tuesday,2020,10,October,20,1,Others,Night,431293.29,4586833.85,2.17768488833278,41.4301320487816,2020-10-20 01:00:00
2020S006083    ,Nou Barris,Porta,Escultor Ordóñez,Saturday,2020,12,December,19,12,Disobeying other signals,Morning,431239.62,4587561.94,2.17695977049349,41.4366850915764,2020-12-19 12:00:00
2020S005221    ,Unknown,Unknown,Unknown,Saturday,2020,11,November,7,13,Not respecting distances,Morning,432344.0,4589744.92,2.1899330490958,41.4564402042253,2020-11-07 13:00:00
2020S005304    ,Unknown,Unknown,Unknown,Thursday,2020,11,November,12,11,Others,Morning,432908.67,4588006.41,2.19688651685227,41.4408294654861,2020-11-12 11:00:00
2020S003611    ,Unknown,Unknown,Unknown,Saturday,2020,8,August,8,19,Lack of attention while driving,Afternoon,428020.43,4576283.26,2.13977114397879,41.3348202617433,2020-08-08 19:00:00
2020S000038    ,Unknown,Unknown,Unknown,Friday,2020,1,January,3,13,Others,Morning,427519.99,4575229.36,2.13391675918184,41.325283258094,2020-01-03 13:00:00
2020S001615    ,Unknown,Unknown,Unknown,Tuesday,2020,3,March,3,23,Not respecting distances,Night,432495.02,4584384.63,2.1923397473545,41.4081745961947,2020-03-03 23:00:00
2020S001032    ,Unknown,Unknown,Unknown,Monday,2020,2,February,10,18,Disobeying other signals,Afternoon,426626.85,4581292.09,2.12251256792347,41.3798072182496,2020-02-10 18:00:00
2020S002229    ,Sant Martí,el Camp de l'Arpa del Clot,Trinxant,Tuesday,2020,5,May,19,16,Improper or careless turn,Afternoon,431837.48,4585501.88,2.18434752833934,41.4181818159199,2020-05-19 16:00:00
2020S006248    ,Sant Martí,el Camp de l'Arpa del Clot,Maragall,Wednesday,2020,12,December,30,9,Lack of precaution entering traffic,Morning,431607.86,4585359.6,2.18161618470554,41.4168808369166,2020-12-30 09:00:00
2020S004638    ,Sant Martí,el Camp de l'Arpa del Clot,Indústria,Tuesday,2020,10,October,6,9,Disobeying other signals,Morning,431893.04,4585566.68,2.18500501423994,41.4187701592015,2020-10-06 09:00:00
2020S000199    ,Sant Martí,el Camp de l'Arpa del Clot,Freser,Friday,2020,1,January,10,15,Others,Afternoon,431729.73,4585311.39,2.18307978594184,41.4164569885583,2020-01-10 15:00:00
2020S002144    ,Sant Martí,el Camp de l'Arpa del Clot,Dos de Maig,Saturday,2020,5,May,9,10,Others,Morning,431261.05,4585006.72,2.17750674509022,41.413672975947,2020-05-09 10:00:00
2020S005468    ,Sant Martí,el Camp de l'Arpa del Clot,Dos de Maig,Friday,2020,11,November,20,19,Lack of precaution entering traffic,Afternoon,431369.31,4584838.67,2.17882106098778,41.4121686584451,2020-11-20 19:00:00
2020S003943    ,Sant Martí,el Camp de l'Arpa del Clot,Freser,Wednesday,2020,9,September,2,10,Not respecting distances,Morning,431534.52,4584869.33,2.18079416567312,41.4124588936576,2020-09-02 10:00:00
2020S005697    ,Sant Martí,el Camp de l'Arpa del Clot,Independència,Wednesday,2020,12,December,2,9,Others,Morning,431534.52,4584869.33,2.18079416567312,41.4124588936576,2020-12-02 09:00:00
2020S002622    ,Sant Martí,el Camp de l'Arpa del Clot,Aragó,Wednesday,2020,6,June,17,21,Lack of attention while driving,Afternoon,431865.51,4584401.58,2.18480682355857,41.4082741466366,2020-06-17 21:00:00
2020S005584    ,Sant Martí,el Camp de l'Arpa del Clot,Aragó,Thursday,2020,11,November,26,12,Not respecting distances,Morning,431886.78,4584422.46,2.1850589330253,41.4084640088651,2020-11-26 12:00:00
2020S006100    ,Sant Martí,el Camp de l'Arpa del Clot,Meridiana,Saturday,2020,12,December,19,21,Others,Afternoon,432097.65,4584627.68,2.18755861660476,41.4103302026188,2020-12-19 21:00:00
2020S002443    ,Sant Martí,el Camp de l'Arpa del Clot,Enamorats,Friday,2020,6,June,5,19,Lack of precaution when reversing,Afternoon,431851.13,4584422.0,2.18463249160961,41.4084568440982,2020-06-05 19:00:00
2020S000266    ,Sant Martí,Sant Martí de Provençals,Corts Catalanes,Monday,2020,1,January,13,21,Others,Afternoon,433229.33,4585211.54,2.20103328716582,41.4156836712128,2020-01-13 21:00:00
2020S002094    ,Sant Martí,Sant Martí de Provençals,Guipúscoa,Thursday,2020,4,April,30,19,Others,Afternoon,432877.17,4585348.9,2.19680455385906,41.4168914937382,2020-04-30 19:00:00
2020S006118    ,Sant Martí,Sant Martí de Provençals,Selva de Mar,Monday,2020,12,December,21,15,Others,Afternoon,433083.45,4585580.97,2.19924700581985,41.4189988831651,2020-12-21 15:00:00
2020S005602    ,Sant Martí,Sant Martí de Provençals,Provençals,Friday,2020,11,November,27,8,Unknown,Morning,432983.93,4585480.27,2.19806737482824,41.4180836144983,2020-11-27 08:00:00
2020S000320    ,Sant Martí,el Clot,Aragó,Wednesday,2020,1,January,15,18,Not respecting distances,Afternoon,431960.49,4584458.91,2.18593665310172,41.4087985452394,2020-01-15 18:00:00
2020S005709    ,Sant Martí,el Clot,Independència,Wednesday,2020,12,December,2,14,Disobeying traffic lights,Afternoon,432028.36,4584359.69,2.18675975422402,41.4079106436909,2020-12-02 14:00:00
2020S002246    ,Sant Martí,el Clot,Independència,Wednesday,2020,5,May,20,14,Not respecting distances,Afternoon,431934.16,4584454.66,2.18562213459356,41.4087580376361,2020-05-20 14:00:00
2020S001795    ,Sant Martí,el Clot,Corts Catalanes,Monday,2020,3,March,9,20,Not determined,Afternoon,432042.0,4583976.74,2.18696593271468,41.404462683959,2020-03-09 20:00:00
2020S003898    ,Sant Martí,el Clot,Corts Catalanes,Monday,2020,8,August,31,13,Not respecting distances,Morning,432042.0,4583976.74,2.18696593271468,41.404462683959,2020-08-31 13:00:00
2020S001502    ,Sant Martí,Sant Martí de Provençals,Bac de Roda,Thursday,2020,2,February,27,16,Changing lanes without caution,Afternoon,433025.87,4585079.88,2.19861352297931,41.4144809175025,2020-02-27 16:00:00
2020S003464    ,Sant Martí,Sant Martí de Provençals,Bac de Roda,Thursday,2020,7,July,30,8,Disobeying traffic lights,Morning,432792.64,4585292.45,2.19579943066112,41.4163760004778,2020-07-30 08:00:00
2020S002444    ,Sant Martí,Sant Martí de Provençals,Bac de Roda,Friday,2020,6,June,5,22,Not respecting distances,Night,432792.64,4585292.45,2.19579943066112,41.4163760004778,2020-06-05 22:00:00
2020S003191    ,Sant Martí,el Clot,Meridiana,Wednesday,2020,7,July,15,20,Not determined,Afternoon,432129.07,4584436.31,2.18795598004574,41.4086092461514,2020-07-15 20:00:00
2020S004688    ,Sant Martí,Sant Martí de Provençals,Guipúscoa,Thursday,2020,10,October,8,16,Not respecting distances,Afternoon,433333.23,4585852.9,2.20220573003629,41.4214688391556,2020-10-08 16:00:00
2020S000938    ,Sant Martí,el Clot,Aragó,Friday,2020,2,February,7,12,Changing lanes without caution,Morning,431916.38,4584407.25,2.18541475927259,41.4083295248657,2020-02-07 12:00:00
2020S003830    ,Sant Martí,el Camp de l'Arpa del Clot,Doctor Serrat,Wednesday,2020,8,August,26,15,Disobeying traffic lights,Afternoon,432110.24,4584903.32,2.18767831179395,41.4128138690744,2020-08-26 15:00:00
2020S006012    ,Sant Martí,el Clot,Espronceda,Wednesday,2020,12,December,16,15,Not determined,Afternoon,432761.09,4585118.35,2.19544129161194,41.4148052952699,2020-12-16 15:00:00
2020S001491    ,Sant Martí,el Camp de l'Arpa del Clot,Meridiana,Thursday,2020,2,February,27,16,Improper/defective overtaking,Afternoon,432189.15,4584672.13,2.18864831351163,41.4107382747826,2020-02-27 16:00:00
2020S002425    ,Sant Martí,el Clot,València,Thursday,2020,6,June,4,22,Lack of attention while driving,Night,432199.6,4584886.53,2.18874931004395,41.4126701903161,2020-06-04 22:00:00
2020S005357    ,Sant Martí,el Camp de l'Arpa del Clot,València,Sunday,2020,11,November,15,9,Not respecting pedestrian crossings,Morning,432109.46,4584781.87,2.18768260748767,41.4117199413037,2020-11-15 09:00:00
2020S000686    ,Sant Martí,el Clot,Espronceda,Wednesday,2020,1,January,29,14,Not determined,Afternoon,432695.3,4585200.75,2.19464497713786,41.4155419397523,2020-01-29 14:00:00
2020S000124    ,Sant Martí,Sant Martí de Provençals,Guipúscoa,Wednesday,2020,1,January,8,7,Lack of attention while driving,Morning,433201.76,4585724.39,2.20064678322013,41.4203004685002,2020-01-08 07:00:00
2020S006048    ,Sant Martí,el Clot,Meridiana,Thursday,2020,12,December,17,19,Not respecting distances,Afternoon,432167.77,4585320.2,2.18831986641036,41.4165734325606,2020-12-17 19:00:00
2020S000373    ,Sant Martí,el Clot,Concili de Trento,Thursday,2020,1,January,16,21,Lack of attention while driving,Afternoon,432636.67,4584970.64,2.19396911121227,41.413464496521,2020-01-16 21:00:00
2020S004390    ,Sant Martí,el Camp de l'Arpa del Clot,Meridiana,Friday,2020,9,September,25,6,Disobeying traffic lights,Morning,432134.81,4584834.86,2.18797995001998,41.4121993465232,2020-09-25 06:00:00
2020S001118    ,Sant Martí,la Verneda i la Pau,Prim,Friday,2020,2,February,14,0,Disobeying traffic lights,Night,433653.97,4586136.52,2.20601252038258,41.4240498717028,2020-02-14 00:00:00
2020S000614    ,Sant Martí,el Clot,Escultors Claperós,Monday,2020,1,January,27,7,Not respecting pedestrian crossings,Morning,432324.03,4584429.5,2.19028912321868,41.4085643487112,2020-01-27 07:00:00
2020S003138    ,Sant Martí,el Clot,Meridiana,Monday,2020,7,July,13,18,Lack of attention while driving,Afternoon,432162.29,4584982.47,2.18829217111033,41.4135311432974,2020-07-13 18:00:00
2020S003286    ,Sant Martí,el Besòs i el Maresme,Litoral (Besòs),Monday,2020,7,July,20,17,Not respecting distances,Afternoon,435033.45,4584725.51,2.22267134452053,41.4114539933031,2020-07-20 17:00:00
2020S004737    ,Sant Martí,el Besòs i el Maresme,Litoral (Besòs),Saturday,2020,10,October,10,21,Lack of attention while driving,Afternoon,434760.33,4584428.46,2.21943576452714,41.4087564127084,2020-10-10 21:00:00
2020S001919    ,Sant Martí,la Verneda i la Pau,Santander,Saturday,2020,3,March,14,1,Lack of attention while driving,Night,433490.63,4586874.27,2.20397679135958,41.4306810567236,2020-03-14 01:00:00
2020S005376    ,Sant Martí,la Verneda i la Pau,Trajana,Monday,2020,11,November,16,10,Lack of precaution when reversing,Morning,433390.66,4586820.66,2.20278631018187,41.4301899236584,2020-11-16 10:00:00
2020S003797    ,Sant Martí,la Verneda i la Pau,Trajana,Monday,2020,8,August,24,16,Lack of precaution when reversing,Afternoon,433467.25,4586865.82,2.20369792178815,41.4306030138153,2020-08-24 16:00:00
2020S001917    ,Sant Martí,Provençals del Poblenou,Bolívia,Friday,2020,3,March,13,20,Disobeying traffic lights,Afternoon,433843.66,4585366.75,2.20836660642222,41.4171324139331,2020-03-13 20:00:00
2020S001386    ,Sant Martí,la Verneda i la Pau,Sant Martí,Monday,2020,2,February,24,4,Others,Night,432945.92,4586162.5,2.19753693670982,41.4242250796412,2020-02-24 04:00:00
2020S004615    ,Sant Martí,la Verneda i la Pau,Andrade,Monday,2020,10,October,5,11,Lack of precaution entering traffic,Morning,433647.91,4585757.12,2.20598163325439,41.4206322256482,2020-10-05 11:00:00
2020S005824    ,Sant Martí,Provençals del Poblenou,Marroc,Sunday,2020,12,December,6,20,Improper or careless turn,Afternoon,433947.66,4585262.12,2.20962239216074,41.4161985955817,2020-12-06 20:00:00
2020S002344    ,Sant Martí,Provençals del Poblenou,Bac de Roda,Thursday,2020,5,May,28,21,Not respecting distances,Afternoon,433512.69,4584581.38,2.20449286138974,41.4100314899239,2020-05-28 21:00:00
2020S002115    ,Sant Martí,Provençals del Poblenou,Bilbao,Tuesday,2020,5,May,5,8,Improper or careless turn,Morning,433050.88,4584474.57,2.19897973234085,41.4090311493481,2020-05-05 08:00:00
2020S002383    ,Sant Martí,Provençals del Poblenou,Cristóbal de Moura,Monday,2020,6,June,1,17,Disobeying traffic lights,Afternoon,434039.87,4585166.59,2.21073608627279,41.4153457566814,2020-06-01 17:00:00
2020S002413    ,Sant Martí,el Besòs i el Maresme,Perpinyà,Wednesday,2020,6,June,3,15,Not determined,Afternoon,434415.74,4585854.19,2.21515869795944,41.4215695512665,2020-06-03 15:00:00
2020S000976    ,Sant Martí,el Poblenou,Fernando Poo,Saturday,2020,2,February,8,12,Lack of attention while driving,Morning,433666.09,4583461.22,2.20645085680383,41.3999551772634,2020-02-08 12:00:00
2020S005643    ,Sant Martí,el Besòs i el Maresme,C-31,Monday,2020,11,November,30,0,Others,Night,434028.21,4585848.85,2.21052216304475,41.4214897281873,2020-11-30 00:00:00
2020S003325    ,Sant Martí,el Besòs i el Maresme,C-31,Wednesday,2020,7,July,22,16,Others,Afternoon,433942.83,4585841.27,2.20950135033383,41.4214144420665,2020-07-22 16:00:00
2020S001937    ,Sant Martí,el Poblenou,Pujades,Wednesday,2020,3,March,18,10,Others,Morning,432984.81,4583568.61,2.19828961345884,41.4008659156662,2020-03-18 10:00:00
2020S004152    ,Sant Martí,el Poblenou,Marítim de la Mar Bella,Sunday,2020,9,September,13,11,Others,Morning,433683.78,4583042.15,2.20670836189816,41.3961821781178,2020-09-13 11:00:00
2020S000070    ,Sant Martí,el Poblenou,Litoral (Llobregat),Sunday,2020,1,January,5,6,Lack of attention while driving,Morning,433926.41,4583434.56,2.20956767618848,41.39973649146,2020-01-05 06:00:00
2020S005267    ,Sant Martí,el Besòs i el Maresme,Maresme,Tuesday,2020,11,November,10,20,Disobeying other signals,Afternoon,434044.54,4585541.26,2.21075110854217,41.4187206908585,2020-11-10 20:00:00
2020S004607    ,Sant Martí,el Poblenou,Calvell,Sunday,2020,10,October,4,13,Others,Morning,433646.34,4583272.17,2.20623532941492,41.3982508222165,2020-10-04 13:00:00
2020S004192    ,Sant Martí,el Poblenou,Ramon Turró,Tuesday,2020,9,September,15,17,Unknown,Afternoon,433124.4,4583312.29,2.1999877016466,41.3985689328272,2020-09-15 17:00:00
2020S001257    ,Sant Martí,Provençals del Poblenou,Perú,Tuesday,2020,2,February,18,18,Entering the opposite lane,Afternoon,433262.42,4584948.36,2.20145823251801,41.4133160335006,2020-02-18 18:00:00
2020S000743    ,Sant Martí,el Poblenou,Badajoz,Friday,2020,1,January,31,9,Others,Morning,433030.77,4583344.22,2.19886420787564,41.3988487251447,2020-01-31 09:00:00
2020S000136    ,Sant Martí,el Poblenou,Llacuna,Wednesday,2020,1,January,8,19,Disobeying other signals,Afternoon,433085.41,4583847.21,2.19946219377093,41.4033835684968,2020-01-08 19:00:00
2020S004408    ,Sant Martí,Provençals del Poblenou,C-31,Friday,2020,9,September,25,21,Others,Afternoon,433372.35,4585277.86,2.2027371768403,41.4162928669918,2020-09-25 21:00:00
2020S005509    ,Sant Martí,Provençals del Poblenou,C-31,Monday,2020,11,November,23,18,Disobeying traffic lights,Afternoon,433372.35,4585277.86,2.2027371768403,41.4162928669918,2020-11-23 18:00:00
2020S002950    ,Sant Martí,Provençals del Poblenou,C-31,Sunday,2020,7,July,5,11,Disobeying traffic lights,Morning,433942.83,4585841.27,2.20950135033383,41.4214144420665,2020-07-05 11:00:00
2020S003541    ,Sant Martí,Provençals del Poblenou,Josep Pla,Monday,2020,8,August,3,13,Unknown,Morning,433757.59,4585457.29,2.207326863334,41.4179407917492,2020-08-03 13:00:00
2020S002577    ,Sant Martí,el Poblenou,Espronceda,Sunday,2020,6,June,14,13,Lack of attention while driving,Morning,433969.56,4583899.29,2.2100331372484,41.4039257433778,2020-06-14 13:00:00
2020S005005    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Provençals,Friday,2020,10,October,23,21,Lack of precaution when reversing,Afternoon,433993.7,4584354.19,2.21027230272237,41.4080248938476,2020-10-23 21:00:00
2020S006064    ,Sant Martí,Provençals del Poblenou,Perú,Friday,2020,12,December,18,13,Improper or careless turn,Morning,433622.91,4585345.43,2.20572767254099,41.4169221864134,2020-12-18 13:00:00
2020S005332    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Bac de Roda,Friday,2020,11,November,13,11,Improper or careless turn,Morning,433581.93,4584473.63,2.20533305403109,41.4090667394953,2020-11-13 11:00:00
2020S004549    ,Sant Martí,el Poblenou,Bac de Roda,Thursday,2020,10,October,1,14,Improper or careless turn,Afternoon,433610.9,4584443.99,2.20568288885472,41.4088021733128,2020-10-01 14:00:00
2020S006061    ,Sant Martí,el Poblenou,Bilbao,Friday,2020,12,December,18,16,Others,Afternoon,433090.05,4584419.2,2.19945446447,41.408535709023,2020-12-18 16:00:00
2020S001666    ,Sant Martí,el Poblenou,Pujades,Thursday,2020,3,March,5,13,Others,Morning,433463.9,4584041.83,2.20396847343664,41.405167872349,2020-03-05 13:00:00
2020S002372    ,Sant Martí,el Poblenou,Diagonal,Saturday,2020,5,May,30,22,Unknown,Night,433457.48,4584508.29,2.20384038360593,41.4093686195665,2020-05-30 22:00:00
2020S003911    ,Sant Martí,el Poblenou,Llull,Monday,2020,8,August,31,20,Unknown,Afternoon,433367.79,4583751.21,2.20285072143234,41.4025423755762,2020-08-31 20:00:00
2020S003468    ,Sant Martí,el Parc i la Llacuna del Poblenou,Pamplona,Thursday,2020,7,July,30,12,Not respecting pedestrian crossings,Morning,432565.12,4583244.66,2.19330537261361,41.3979130989354,2020-07-30 12:00:00
2020S000824    ,Sant Martí,el Parc i la Llacuna del Poblenou,Marina,Monday,2020,2,February,3,13,Not determined,Morning,432301.89,4582921.06,2.19019294483482,41.3949764075168,2020-02-03 13:00:00
2020S004096    ,Sant Martí,el Parc i la Llacuna del Poblenou,Marina,Wednesday,2020,9,September,9,22,Lack of attention while driving,Night,432244.91,4583025.46,2.18949973229608,41.3959119099144,2020-09-09 22:00:00
2020S004398    ,Sant Martí,el Parc i la Llacuna del Poblenou,Marina,Friday,2020,9,September,25,16,Others,Afternoon,432217.64,4582969.42,2.18917982719778,41.3954048755385,2020-09-25 16:00:00
2020S005134    ,Sant Martí,la Vila Olímpica del Poblenou,Llull,Saturday,2020,10,October,31,12,Unknown,Morning,432438.64,4582852.26,2.19183627230311,41.3943682452814,2020-10-31 12:00:00
2020S006270    ,Sant Martí,el Parc i la Llacuna del Poblenou,Pujades,Thursday,2020,12,December,31,11,Lack of precaution entering traffic,Morning,432301.89,4582921.06,2.19019294483482,41.3949764075168,2020-12-31 11:00:00
2020S005063    ,Sant Martí,el Poblenou,Bilbao,Tuesday,2020,10,October,27,17,Improper or careless turn,Afternoon,433219.47,4584287.05,2.20101735096513,41.4073562334666,2020-10-27 17:00:00
2020S005080    ,Sant Martí,el Poblenou,Bilbao,Wednesday,2020,10,October,28,14,Disobeying traffic lights,Afternoon,433219.47,4584287.05,2.20101735096513,41.4073562334666,2020-10-28 14:00:00
2020S001856    ,Sant Martí,el Parc i la Llacuna del Poblenou,Pujades,Wednesday,2020,3,March,11,18,Improper/defective overtaking,Afternoon,432328.38,4582962.13,2.19050519916277,41.3953485429654,2020-03-11 18:00:00
2020S003411    ,Sant Martí,el Parc i la Llacuna del Poblenou,Llacuna,Sunday,2020,7,July,26,19,Improper/defective overtaking,Afternoon,432803.58,4584135.15,2.19605885013398,41.405953455524,2020-07-26 19:00:00
2020S003623    ,Sant Martí,el Parc i la Llacuna del Poblenou,Tànger,Monday,2020,8,August,10,11,Unknown,Morning,432228.27,4583578.71,2.18923877290161,41.4008934701726,2020-08-10 11:00:00
2020S003882    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Litoral (Besòs),Sunday,2020,8,August,30,21,Lack of attention while driving,Afternoon,434273.15,4583794.77,2.21367621021556,41.4030092349539,2020-08-30 21:00:00
